Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.019343,5.470255,[2 7] ; [ 3 80],[0.48913043 8.51086957] ; [ 4.51086957 78.48913043],0
p3,1,0.045003,4.018519,[4 5] ; [14 70],[1.74193548 7.25806452] ; [16.25806452 67.74193548],0
v3,1,0.04986,3.846154,[5 4] ; [20 61],[2.5 6.5] ; [22.5 58.5],0
a7,1,0.063386,3.446495,[7 2] ; [38 46],[4.35483871 4.64516129] ; [40.64516129 43.35483871],0
p4,1,0.1561,2.011602,[4 5] ; [19 64],[2.25 6.75] ; [20.75 62.25],0
a3,1,0.169833,1.88442,[6 3] ; [35 47],[4.05494505 4.94505495] ; [36.94505495 45.05494505],0
d3,1,0.185433,1.753535,[5 4] ; [28 56],[3.19354839 5.80645161] ; [29.80645161 54.19354839],0
n4,1,0.212659,1.553231,[8 1] ; [58 26],[6.38709677 2.61290323] ; [59.61290323 24.38709677],0
b3,1,0.240605,1.377044,[3 1] ; [20 25],[1.87755102 2.12244898] ; [21.12244898 23.87755102],0
b2,1,0.240605,1.377044,[3 1] ; [20 25],[1.87755102 2.12244898] ; [21.12244898 23.87755102],0
p8,1,0.256283,1.288723,[4 5] ; [22 61],[2.54347826 6.45652174] ; [23.45652174 59.54347826],0
s2,1,0.259642,1.270664,[4 4] ; [25 57],[2.57777778 5.42222222] ; [26.42222222 55.57777778],0
p9,1,0.273687,1.198172,[8 1] ; [59 23],[6.62637363 2.37362637] ; [60.37362637 21.62637363],0
d1,1,0.289339,1.122693,[1 8] ; [ 3 81],[0.38709677 8.61290323] ; [ 3.61290323 80.38709677],0
u3,1,0.339207,0.913425,[2 1] ; [19 30],[1.21153846 1.78846154] ; [19.78846154 29.21153846],0
b5,1,0.376817,0.78106,[6 3] ; [43 41],[4.74193548 4.25806452] ; [44.25806452 39.74193548],0
a6,1,0.376817,0.78106,[6 3] ; [43 41],[4.74193548 4.25806452] ; [44.25806452 39.74193548],0
u2,1,0.379,0.773944,[2 1] ; [20 29],[1.26923077 1.73076923] ; [20.73076923 28.26923077],0
r3,1,0.415741,0.662323,[8 1] ; [64 19],[7.04347826 1.95652174] ; [64.95652174 18.04347826],0
p11,1,0.418095,0.655665,[7 2] ; [54 30],[5.90322581 3.09677419] ; [55.09677419 28.90322581],0
p5,1,0.42221,0.644156,[1 8] ; [ 4 80],[0.48387097 8.51612903] ; [ 4.51612903 79.48387097],0
d4,1,0.465867,0.531761,[5 4] ; [36 48],[3.96774194 5.03225806] ; [37.03225806 46.96774194],0
s6,1,0.530025,0.394344,[5 4] ; [37 46],[4.10869565 4.89130435] ; [37.89130435 45.10869565],0
s3,1,0.545273,0.365854,[4 4] ; [32 50],[3.2 4.8] ; [32.8 49.2],0
p10,1,0.590736,0.289196,[5 4] ; [53 29],[5.73626374 3.26373626] ; [52.26373626 29.73626374],0
s7,1,0.617679,0.249143,[3 6] ; [21 61],[2.37362637 6.62637363] ; [21.62637363 60.37362637],0
s1,1,0.68513,0.164408,[1 8] ; [ 6 76],[0.69230769 8.30769231] ; [ 6.30769231 75.69230769],0
v1,1,0.697534,0.15105,[4 5] ; [31 51],[3.46153846 5.53846154] ; [31.53846154 50.46153846],0
b4,1,0.727524,0.121397,[6 3] ; [51 33],[5.51612903 3.48387097] ; [51.48387097 32.51612903],0
r1,1,0.727524,0.121397,[6 3] ; [51 33],[5.51612903 3.48387097] ; [51.48387097 32.51612903],0
b1,1,0.727524,0.121397,[3 6] ; [33 51],[3.48387097 5.51612903] ; [32.51612903 51.48387097],0
a5,1,0.751386,0.10037,[5 4] ; [42 42],[4.5483871 4.4516129] ; [42.4516129 41.5483871],0
n5,1,0.764857,0.089466,[6 3] ; [60 24],[6.38709677 2.61290323] ; [59.61290323 24.38709677],0
s5,1,0.780575,0.077601,[1 6] ; [15 66],[1.27272727 5.72727273] ; [14.72727273 66.27272727],0
n6,1,0.782206,0.076422,[6 3] ; [59 24],[6.35869565 2.64130435] ; [58.64130435 24.35869565],0
s8,1,0.818791,0.052487,[2 7] ; [16 68],[1.74193548 7.25806452] ; [16.25806452 67.74193548],0
s4,1,0.818791,0.052487,[2 7] ; [16 68],[1.74193548 7.25806452] ; [16.25806452 67.74193548],0
a4,1,0.832461,0.044752,[2 7] ; [16 67],[1.76086957 7.23913043] ; [16.23913043 66.76086957],0
p2,1,0.856142,0.032865,[5 4] ; [44 40],[4.74193548 4.25806452] ; [44.25806452 39.74193548],0
p1,1,0.865995,0.028476,[1 8] ; [11 73],[1.16129032 7.83870968] ; [10.83870968 73.16129032],0
v2,1,0.874901,0.024786,[3 6] ; [24 54],[2.79310345 6.20689655] ; [24.20689655 53.79310345],0
d2,1,0.888417,0.019686,[2 7] ; [17 67],[1.83870968 7.16129032] ; [17.16129032 66.83870968],0
a8,1,0.894216,0.017681,[1 8] ; [10 69],[1.125 7.875] ; [ 9.875 69.125],0
