Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.024762,5.040465,[ 6 11] ; [8 2],[8.81481481 8.18518519] ; [5.18518519 4.81481481],0
v4,1,0.036613,4.368319,[ 7 11] ; [8 2],[9.64285714 8.35714286] ; [5.35714286 4.64285714],0
r3,1,0.068504,3.318519,[ 8 10] ; [8 2],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
n4,1,0.094362,2.798336,[ 5 13] ; [6 4],[ 7.07142857 10.92857143] ; [3.92857143 6.07142857],0
d5,1,0.114653,2.488889,[ 7 11] ; [7 3],[9. 9.] ; [5. 5.],0
p6,1,0.120507,2.410714,[ 3 15] ; [4 5],[ 4.66666667 13.33333333] ; [2.33333333 6.66666667],0
d3,1,0.171857,1.866667,[ 6 12] ; [6 4],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
r4,1,0.211128,1.563671,[ 2 16] ; [3 7],[ 3.21428571 14.78571429] ; [1.78571429 8.21428571],0
v1,1,0.239639,1.382716,[ 5 13] ; [5 5],[ 6.42857143 11.57142857] ; [3.57142857 6.42857143],0
n3,1,0.279401,1.17,[4 4] ; [4 1],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
p11,1,0.28315,1.151909,[ 7 11] ; [6 4],[8.35714286 9.64285714] ; [4.64285714 5.35714286],0
b5,1,0.28315,1.151909,[11  7] ; [4 6],[9.64285714 8.35714286] ; [5.35714286 4.64285714],0
a4,1,0.305141,1.051592,[ 7 11] ; [2 8],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
d4,1,0.305141,1.051592,[11  7] ; [8 2],[12.21428571  5.78571429] ; [6.78571429 3.21428571],0
d2,1,0.318388,0.995556,[ 4 14] ; [4 6],[ 5.14285714 12.85714286] ; [2.85714286 7.14285714],0
n5,1,0.3869,0.748663,[ 6 12] ; [5 5],[ 7.07142857 10.92857143] ; [3.92857143 6.07142857],0
s6,1,0.3869,0.748663,[ 6 12] ; [5 5],[ 7.07142857 10.92857143] ; [3.92857143 6.07142857],0
s4,1,0.410004,0.678788,[ 3 15] ; [3 7],[ 3.85714286 14.14285714] ; [2.14285714 7.85714286],0
b1,1,0.410004,0.678788,[15  3] ; [7 3],[14.14285714  3.85714286] ; [7.85714286 2.14285714],0
d1,1,0.410004,0.678788,[ 3 15] ; [3 7],[ 3.85714286 14.14285714] ; [2.14285714 7.85714286],0
s8,1,0.418442,0.654686,[ 4 14] ; [1 9],[ 3.21428571 14.78571429] ; [1.78571429 8.21428571],0
n2,1,0.428537,0.626786,[3 5] ; [3 2],[3.69230769 4.30769231] ; [2.30769231 2.69230769],0
b4,1,0.430223,0.622222,[10  8] ; [4 6],[9. 9.] ; [5. 5.],0
n1,1,0.505985,0.442361,[3 5] ; [1 4],[2.46153846 5.53846154] ; [1.53846154 3.46153846],0
v3,1,0.519536,0.414815,[ 2 16] ; [2 8],[ 2.57142857 15.42857143] ; [1.42857143 8.57142857],0
p10,1,0.56917,0.324074,[ 7 11] ; [5 5],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
p8,1,0.573025,0.317647,[ 5 12] ; [4 6],[ 5.66666667 11.33333333] ; [3.33333333 6.66666667],0
a8,1,0.5891,0.291752,[ 3 14] ; [1 9],[ 2.51851852 14.48148148] ; [1.48148148 8.51851852],0
a7,1,0.611179,0.258462,[9 9] ; [6 4],[9.64285714 8.35714286] ; [5.35714286 4.64285714],0
s5,1,0.629063,0.233333,[ 3 15] ; [1 9],[ 2.57142857 15.42857143] ; [1.42857143 8.57142857],0
u3,1,0.648807,0.207407,[4 8] ; [1 1],[4.28571429 7.71428571] ; [0.71428571 1.28571429],0
s7,1,0.722283,0.126316,[ 3 13] ; [2 6],[ 3.33333333 12.66666667] ; [1.66666667 6.33333333],0
r1,1,0.724263,0.124444,[ 6 12] ; [4 6],[ 6.42857143 11.57142857] ; [3.57142857 6.42857143],0
p3,1,0.726095,0.122727,[ 3 15] ; [2 7],[ 3.33333333 14.66666667] ; [1.66666667 7.33333333],0
a5,1,0.777607,0.079772,[ 8 10] ; [5 5],[8.35714286 9.64285714] ; [4.64285714 5.35714286],0
p2,1,0.777607,0.079772,[10  8] ; [5 5],[9.64285714 8.35714286] ; [5.35714286 4.64285714],0
a6,1,0.777607,0.079772,[ 8 10] ; [5 5],[8.35714286 9.64285714] ; [4.64285714 5.35714286],0
s3,1,0.806824,0.059792,[ 6 11] ; [4 6],[ 6.2962963 10.7037037] ; [3.7037037 6.2962963],0
b2,1,0.813945,0.055385,[ 2 11] ; [1 4],[ 2.16666667 10.83333333] ; [0.83333333 4.16666667],0
b3,1,0.813945,0.055385,[ 2 11] ; [1 4],[ 2.16666667 10.83333333] ; [0.83333333 4.16666667],0
p9,1,0.819872,0.051852,[ 8 10] ; [4 6],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
s2,1,0.825349,0.048696,[ 3 15] ; [2 8],[ 3.21428571 14.78571429] ; [1.78571429 8.21428571],0
p4,1,0.856395,0.032749,[ 6 12] ; [3 7],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
s1,1,0.927426,0.008296,[ 2 16] ; [1 9],[ 1.92857143 16.07142857] ; [1.07142857 8.92857143],0
a1,1,0.927426,0.008296,[ 2 16] ; [1 9],[ 1.92857143 16.07142857] ; [1.07142857 8.92857143],0
