Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.004232,8.18132,[35  2] ; [35 15],[29.77011494  7.22988506] ; [40.22988506  9.77011494],0
p10,1,0.00627,7.471042,[35  2] ; [35 14],[30.11627907  6.88372093] ; [39.88372093  9.11627907],0
p9,1,0.006599,7.378911,[34  3] ; [33 16],[28.8255814  8.1744186] ; [38.1744186 10.8255814],0
d5,1,0.007157,7.233055,[35  2] ; [36 14],[30.1954023  6.8045977] ; [40.8045977  9.1954023],0
d4,1,0.010586,6.53354,[35  2] ; [36 13],[30.54651163  6.45348837] ; [40.45348837  8.54651163],0
b3,1,0.011415,6.399499,[13  6] ; [11 23],[ 8.60377358 10.39622642] ; [15.39622642 18.60377358],0
b2,1,0.011415,6.399499,[13  6] ; [11 23],[ 8.60377358 10.39622642] ; [15.39622642 18.60377358],0
b4,1,0.024445,5.062768,[28  9] ; [26 24],[22.96551724 14.03448276] ; [31.03448276 18.96551724],0
n4,1,0.029748,4.723783,[32  5] ; [33 17],[27.64367816  9.35632184] ; [37.35632184 12.64367816],0
p7,1,0.035618,4.415315,[30  7] ; [30 20],[25.51724138 11.48275862] ; [34.48275862 15.51724138],0
p6,1,0.041636,4.149955,[17 19] ; [13 37],[12.55813953 23.44186047] ; [17.44186047 32.55813953],0
b5,1,0.043605,4.071805,[19 18] ; [15 35],[14.45977011 22.54022989] ; [19.54022989 30.45977011],0
v4,1,0.048136,3.90523,[35  1] ; [42  8],[32.23255814  3.76744186] ; [44.76744186  5.23255814],0
s7,1,0.062837,3.460877,[ 8 27] ; [20 27],[11.95121951 23.04878049] ; [16.04878049 30.95121951],0
v2,1,0.117869,2.445405,[24 13] ; [24 26],[20.4137931 16.5862069] ; [27.5862069 22.4137931],0
n5,1,0.119715,2.421052,[30  7] ; [33 17],[26.79310345 10.20689655] ; [36.20689655 13.79310345],0
u1,1,0.132449,2.263568,[ 9 28] ; [ 6 44],[ 6.37931034 30.62068966] ; [ 8.62068966 41.37931034],0
a2,1,0.132449,2.263568,[ 9 28] ; [ 6 44],[ 6.37931034 30.62068966] ; [ 8.62068966 41.37931034],0
s6,1,0.143682,2.138071,[22 15] ; [35 12],[25.10714286 11.89285714] ; [31.89285714 15.10714286],0
d3,1,0.175035,1.839279,[26 11] ; [28 22],[22.96551724 14.03448276] ; [31.03448276 18.96551724],0
p11,1,0.196547,1.667845,[31  6] ; [36 14],[28.49425287  8.50574713] ; [38.50574713 11.49425287],0
d1,1,0.201996,1.627884,[25 12] ; [27 23],[22.11494253 14.88505747] ; [29.88505747 20.11494253],0
p8,1,0.224056,1.478203,[23 14] ; [24 25],[20.22093023 16.77906977] ; [26.77906977 22.22093023],0
a7,1,0.24175,1.370362,[25 12] ; [27 22],[22.37209302 14.62790698] ; [29.62790698 19.37209302],0
a3,1,0.244514,1.354378,[28  9] ; [32 18],[25.51724138 11.48275862] ; [34.48275862 15.51724138],0
