Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000126,14.700469,[85 10] ; [37 21],[75.75163399 19.24836601] ; [46.24836601 11.75163399],1
r4,1,0.008594,6.905224,[71 24] ; [32 27],[63.53896104 31.46103896] ; [39.46103896 19.53896104],0
r3,1,0.011363,6.407693,[82 13] ; [41 18],[75.87662338 19.12337662] ; [47.12337662 11.87662338],0
n5,1,0.011685,6.358123,[60 35] ; [25 34],[52.43506494 42.56493506] ; [32.56493506 26.43506494],0
s7,1,0.028881,4.774675,[29 63] ; [ 8 45],[23.47586207 68.52413793] ; [13.52413793 39.47586207],0
p8,1,0.060547,3.52235,[31 63] ; [11 47],[25.97368421 68.02631579] ; [16.02631579 41.97368421],0
s6,1,0.06538,3.39537,[44 49] ; [19 40],[38.54605263 54.45394737] ; [24.45394737 34.54605263],0
s2,1,0.06834,3.322459,[32 62] ; [12 47],[27.03267974 66.96732026] ; [16.96732026 42.03267974],0
u1,1,0.07094,3.261133,[16 79] ; [ 4 55],[12.33766234 82.66233766] ; [ 7.66233766 51.33766234],0
p3,1,0.106797,2.600985,[33 62] ; [13 45],[28.5620915 66.4379085] ; [17.4379085 40.5620915],0
p11,1,0.116452,2.464403,[51 44] ; [24 35],[46.26623377 48.73376623] ; [28.73376623 30.26623377],0
u2,1,0.116461,2.464286,[15 31] ; [12 11],[18. 28.] ; [ 9. 14.],0
d1,1,0.118522,2.436738,[46 49] ; [21 38],[41.33116883 53.66883117] ; [25.66883117 33.33116883],0
p4,1,0.1248,2.356021,[39 56] ; [17 42],[34.54545455 60.45454545] ; [21.45454545 37.54545455],0
n2,1,0.130381,2.287959,[24 12] ; [15 16],[20.95522388 15.04477612] ; [18.04477612 12.95522388],0
b1,1,0.135748,2.225513,[43 52] ; [34 25],[47.5 47.5] ; [29.5 29.5],0
r2,1,0.144858,2.125583,[78 15] ; [43 15],[74.52317881 18.47682119] ; [46.47682119 11.52317881],0
a6,1,0.162402,1.951719,[47 48] ; [36 23],[51.2012987 43.7987013] ; [31.7987013 27.2012987],0
