Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,33.684487,[34 32] ; [302  60],[51.81308411 14.18691589] ; [284.18691589  77.81308411],1
s7,1,0.0,26.281308,[22 39] ; [245 105],[39.62773723 21.37226277] ; [227.37226277 122.62773723],1
s8,1,0.0,25.661947,[20 46] ; [230 131],[38.64168618 27.35831382] ; [211.35831382 149.64168618],1
s5,1,1e-06,23.893295,[ 9 53] ; [167 182],[26.54987835 35.45012165] ; [149.45012165 199.54987835],1
p9,1,0.000265,13.304668,[49 17] ; [324  35],[57.92470588  8.07529412] ; [315.07529412  43.92470588],1
d5,1,0.000449,12.314704,[43 23] ; [302  59],[53.32552693 12.67447307] ; [291.67447307  69.32552693],1
d4,1,0.000884,11.056651,[46 19] ; [314  47],[54.92957746 10.07042254] ; [305.07042254  55.92957746],1
r3,1,0.004094,8.241794,[60  6] ; [351   8],[63.82588235  2.17411765] ; [347.17411765  11.82588235],0
p10,1,0.004457,8.087573,[48 18] ; [309  48],[55.70212766 10.29787234] ; [301.29787234  55.70212766],0
r1,1,0.006505,7.404923,[47 19] ; [305  54],[54.66352941 11.33647059] ; [297.33647059  61.66352941],0
u3,1,0.008497,6.925662,[ 9 14] ; [60 27],[14.42727273  8.57272727] ; [54.57272727 32.42727273],0
p4,1,0.00894,6.834871,[34 32] ; [246 115],[43.27868852 22.72131148] ; [236.72131148 124.27868852],0
n5,1,0.009202,6.783161,[43 23] ; [287  73],[51.12676056 14.87323944] ; [278.87323944  81.12676056],0
p5,1,0.009374,6.750097,[ 2 64] ; [ 53 308],[ 8.50117096 57.49882904] ; [ 46.49882904 314.50117096],0
a2,1,0.016449,5.754227,[ 9 57] ; [100 262],[16.80841121 49.19158879] ; [ 92.19158879 269.80841121],0
s4,1,0.019396,5.465486,[ 7 59] ; [ 84 274],[14.16509434 51.83490566] ; [ 76.83490566 281.16509434],0
n6,1,0.019669,5.441023,[50 16] ; [311  47],[56.19339623  9.80660377] ; [304.80660377  53.19339623],0
d1,1,0.021007,5.326246,[32 34] ; [230 132],[40.40186916 25.59813084] ; [221.59813084 140.40186916],0
v4,1,0.028406,4.80324,[59  5] ; [351   9],[61.88679245  2.11320755] ; [348.11320755  11.88679245],0
a4,1,0.029767,4.7227,[21 45] ; [167 194],[29.05854801 36.94145199] ; [158.94145199 202.05854801],0
p8,1,0.034061,4.491659,[30 36] ; [213 145],[37.8254717 28.1745283] ; [205.1745283 152.8254717],0
p1,1,0.06054,3.522523,[ 2 64] ; [ 37 323],[ 6.04225352 59.95774648] ; [ 32.95774648 327.04225352],0
a3,1,0.108312,2.57868,[43 22] ; [273  88],[48.21596244 16.78403756] ; [267.78403756  93.21596244],0
u2,1,0.117472,2.450703,[10 13] ; [53 33],[13.29357798  9.70642202] ; [49.70642202 36.29357798],0
b5,1,0.120982,2.40456,[33 33] ; [218 144],[38.70560748 27.29439252] ; [212.29439252 149.70560748],0
a7,1,0.127025,2.328489,[43 23] ; [268  93],[48.07025761 17.92974239] ; [262.92974239  98.07025761],0
a5,1,0.136512,2.216847,[43 23] ; [268  94],[47.95794393 18.04205607] ; [263.04205607  98.95794393],0
p3,1,0.162722,1.948745,[30 35] ; [201 161],[35.16393443 29.83606557] ; [195.83606557 166.16393443],0
d2,1,0.167672,1.903637,[28 38] ; [187 175],[33.15420561 32.84579439] ; [181.84579439 180.15420561],0
v1,1,0.180565,1.792964,[29 34] ; [192 156],[33.87591241 29.12408759] ; [187.12408759 160.87591241],0
u1,1,0.198416,1.653999,[ 9 57] ; [ 74 288],[12.79906542 53.20093458] ; [ 70.20093458 291.79906542],0
p12,1,0.231913,1.42909,[ 4 61] ; [ 40 322],[ 6.69789227 58.30210773] ; [ 37.30210773 324.69789227],0
r4,1,0.237697,1.394201,[58  8] ; [334  28],[60.44859813  5.55140187] ; [331.55140187  30.44859813],0
p6,1,0.24152,1.371698,[23 43] ; [152 205],[27.30496454 38.69503546] ; [147.69503546 209.30496454],0
a8,1,0.246071,1.345475,[ 6 56] ; [ 51 282],[ 8.94683544 53.05316456] ; [ 48.05316456 284.94683544],0
a6,1,0.252908,1.307169,[41 25] ; [250 111],[44.97892272 21.02107728] ; [246.02107728 114.97892272],0
b3,1,0.260832,1.264336,[18 20] ; [ 83 137],[14.87596899 23.12403101] ; [ 86.12403101 133.87596899],0
b2,1,0.260832,1.264336,[18 20] ; [ 83 137],[14.87596899 23.12403101] ; [ 86.12403101 133.87596899],0
d3,1,0.320687,0.986142,[44 22] ; [263  99],[47.3411215 18.6588785] ; [259.6588785 102.3411215],0
n1,1,0.338561,0.915871,[3 8] ; [31 42],[4.45238095 6.54761905] ; [29.54761905 43.45238095],0
n4,1,0.402375,0.701218,[50 16] ; [289  71],[52.52112676 13.47887324] ; [286.47887324  73.52112676],0
