Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,40.183045,[24 46] ; [130  38],[45.29411765 24.70588235] ; [108.70588235  59.29411765],1
a6,1,0.0,39.467673,[25 45] ; [132  37],[45.9832636 24.0167364] ; [111.0167364  57.9832636],1
r4,1,0.000831,11.169703,[48 22] ; [147  22],[57.11297071 12.88702929] ; [137.88702929  31.11297071],1
d5,1,0.000954,10.914695,[42 28] ; [136  33],[52.13389121 17.86610879] ; [125.86610879  43.13389121],1
a2,1,0.001472,10.113221,[ 4 66] ; [ 39 130],[12.59414226 57.40585774] ; [ 30.40585774 138.59414226],0
r1,1,0.002135,9.429623,[39 31] ; [128  41],[48.91213389 21.08786611] ; [118.08786611  50.91213389],0
d1,1,0.008805,6.861938,[28 42] ; [99 70],[37.19665272 32.80334728] ; [89.80334728 79.19665272],0
r2,1,0.010909,6.48004,[57 12] ; [156  11],[62.27542373  6.72457627] ; [150.72457627  16.27542373],0
u1,1,0.035142,4.438245,[ 3 67] ; [ 23 146],[ 7.61506276 62.38493724] ; [ 18.38493724 150.61506276],0
p10,1,0.037451,4.329798,[54 15] ; [149  19],[59.10126582  9.89873418] ; [143.89873418  24.10126582],0
v4,1,0.073329,3.206889,[61  9] ; [158  10],[64.41176471  5.58823529] ; [154.58823529  13.41176471],0
p3,1,0.076443,3.138956,[24 45] ; [80 89],[30.1512605 38.8487395] ; [73.8487395 95.1512605],0
p6,1,0.115516,2.477083,[14 53] ; [ 52 115],[18.8974359 48.1025641] ; [ 47.1025641 119.8974359],0
d4,1,0.127986,2.316769,[51 19] ; [138  31],[55.35564854 14.64435146] ; [133.64435146  35.35564854],0
s1,1,0.131249,2.277667,[ 3 67] ; [  2 165],[ 1.47679325 68.52320675] ; [  3.52320675 163.47679325],0
a1,1,0.141491,2.161663,[ 5 65] ; [  5 164],[ 2.92887029 67.07112971] ; [  7.07112971 161.92887029],0
