Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.038989,4.261364,[9 2] ; [1 3],[7.33333333 3.66666667] ; [2.66666667 1.33333333],0
a7,1,0.038989,4.261364,[9 2] ; [1 3],[7.33333333 3.66666667] ; [2.66666667 1.33333333],0
d3,1,0.038989,4.261364,[9 2] ; [1 3],[7.33333333 3.66666667] ; [2.66666667 1.33333333],0
d5,1,0.038989,4.261364,[9 2] ; [1 3],[7.33333333 3.66666667] ; [2.66666667 1.33333333],0
p10,1,0.079839,3.068182,[10  1] ; [2 2],[8.8 2.2] ; [3.2 0.8],0
s7,1,0.079839,3.068182,[10  1] ; [2 2],[8.8 2.2] ; [3.2 0.8],0
p7,1,0.124541,2.359259,[1 8] ; [2 2],[2.07692308 6.92307692] ; [0.92307692 3.07692308],0
b2,1,0.157299,2.0,[2 7] ; [2 1],[3. 6.] ; [1. 2.],0
b3,1,0.157299,2.0,[2 7] ; [2 1],[3. 6.] ; [1. 2.],0
s3,1,0.217832,1.518595,[9 2] ; [2 2],[8.06666667 2.93333333] ; [2.93333333 1.06666667],0
r4,1,0.310437,1.028815,[5 6] ; [3 1],[5.86666667 5.13333333] ; [2.13333333 1.86666667],0
p11,1,0.310437,1.028815,[5 6] ; [3 1],[5.86666667 5.13333333] ; [2.13333333 1.86666667],0
a6,1,0.408961,0.681818,[8 3] ; [2 2],[7.33333333 3.66666667] ; [2.66666667 1.33333333],0
p12,1,0.422813,0.642483,[ 1 10] ; [1 3],[1.46666667 9.53333333] ; [0.53333333 3.46666667],0
p4,1,0.474549,0.511364,[6 5] ; [3 1],[6.6 4.4] ; [2.4 1.6],0
n1,1,0.55368,0.350765,[4 3] ; [3 1],[4.45454545 2.54545455] ; [2.54545455 1.45454545],0
s2,1,0.633553,0.227273,[7 4] ; [2 2],[6.6 4.4] ; [2.4 1.6],0
d2,1,0.633553,0.227273,[7 4] ; [2 2],[6.6 4.4] ; [2.4 1.6],0
s6,1,0.633553,0.227273,[7 4] ; [2 2],[6.6 4.4] ; [2.4 1.6],0
p3,1,0.633553,0.227273,[4 7] ; [2 2],[4.4 6.6] ; [1.6 2.4],0
p6,1,0.633553,0.227273,[4 7] ; [2 2],[4.4 6.6] ; [1.6 2.4],0
n2,1,0.657619,0.196429,[6 1] ; [3 1],[5.72727273 1.27272727] ; [3.27272727 0.72727273],0
a5,1,0.679708,0.170455,[7 4] ; [3 1],[7.33333333 3.66666667] ; [2.66666667 1.33333333],0
a3,1,0.679708,0.170455,[7 4] ; [3 1],[7.33333333 3.66666667] ; [2.66666667 1.33333333],0
v1,1,0.679708,0.170455,[4 7] ; [1 3],[3.66666667 7.33333333] ; [1.33333333 2.66666667],0
r1,1,0.679708,0.170455,[7 4] ; [3 1],[7.33333333 3.66666667] ; [2.66666667 1.33333333],0
a4,1,0.679708,0.170455,[4 7] ; [1 3],[3.66666667 7.33333333] ; [1.33333333 2.66666667],0
b4,1,0.679708,0.170455,[7 4] ; [3 1],[7.33333333 3.66666667] ; [2.66666667 1.33333333],0
p2,1,0.770335,0.085227,[9 2] ; [3 1],[8.8 2.2] ; [3.2 0.8],0
n3,1,0.77816,0.079365,[3 4] ; [1 2],[2.8 4.2] ; [1.2 1.8],0
v2,1,0.836813,0.042424,[3 8] ; [1 2],[3.14285714 7.85714286] ; [0.85714286 2.14285714],0
p8,1,0.875996,0.024351,[6 5] ; [2 2],[5.86666667 5.13333333] ; [2.13333333 1.86666667],0
b1,1,0.875996,0.024351,[5 6] ; [2 2],[5.13333333 5.86666667] ; [1.86666667 2.13333333],0
