Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.001861,9.681736,[73 16] ; [8 9],[68.00943396 20.99056604] ; [12.99056604  4.00943396],0
s2,1,0.004483,8.077181,[28 61] ; [11  5],[33.05714286 55.94285714] ; [ 5.94285714 10.05714286],0
p11,1,0.006783,7.329428,[70 19] ; [8 9],[65.49056604 23.50943396] ; [12.50943396  4.49056604],0
s7,1,0.010057,6.624747,[32 53] ; [11  4],[36.55 48.45] ; [6.45 8.55],0
s5,1,0.052974,3.744731,[12 71] ; [5 9],[14.54639175 68.45360825] ; [ 2.45360825 11.54639175],0
d3,1,0.083782,2.989958,[60 29] ; [15  2],[62.97169811 26.02830189] ; [12.02830189  4.97169811],0
s6,1,0.112296,2.521604,[42 47] ; [11  5],[44.92380952 44.07619048] ; [8.07619048 7.92380952],0
a5,1,0.115495,2.47737,[62 27] ; [15  2],[64.6509434 24.3490566] ; [12.3490566  4.6509434],0
u1,1,0.122271,2.387991,[ 9 80] ; [ 4 13],[10.91509434 78.08490566] ; [ 2.08490566 14.91509434],0
u3,1,0.144127,2.133333,[12 15] ; [4 1],[13.5 13.5] ; [2.5 2.5],0
p10,1,0.151971,2.052359,[51 37] ; [13  4],[53.63809524 34.36190476] ; [10.36190476  6.63809524],0
b1,1,0.204214,1.611977,[41 48] ; [ 5 12],[38.62264151 50.37735849] ; [7.37735849 9.62264151],0
n2,1,0.2113,1.5625,[14  6] ; [2 3],[12.8  7.2] ; [3.2 1.8],0
d1,1,0.215435,1.534522,[43 46] ; [11  6],[45.33962264 43.66037736] ; [8.66037736 8.33962264],0
d2,1,0.220945,1.498226,[38 51] ; [10  7],[40.30188679 48.69811321] ; [7.69811321 9.30188679],0
r3,1,0.234581,1.412866,[85  4] ; [15  2],[83.96226415  5.03773585] ; [16.03773585  0.96226415],0
r1,1,0.242227,1.367584,[67 22] ; [15  2],[68.8490566 20.1509434] ; [13.1509434  3.8490566],0
p7,1,0.255578,1.292551,[50 39] ; [ 7 10],[47.85849057 41.14150943] ; [9.14150943 7.85849057],0
u2,1,0.257899,1.28,[18  9] ; [2 3],[16.875 10.125] ; [3.125 1.875],0
a7,1,0.281489,1.159887,[64 25] ; [10  7],[62.13207547 26.86792453] ; [11.86792453  5.13207547],0
b4,1,0.292885,1.106311,[59 30] ; [9 8],[57.09433962 31.90566038] ; [10.90566038  6.09433962],0
s3,1,0.309381,1.033314,[39 47] ; [10  7],[40.91262136 45.08737864] ; [8.08737864 8.91262136],0
p6,1,0.324315,0.971467,[25 61] ; [ 7 10],[26.7184466 59.2815534] ; [ 5.2815534 11.7184466],0
p4,1,0.391148,0.735369,[41 47] ; [ 6 11],[39.39047619 48.60952381] ; [7.60952381 9.39047619],0
p3,1,0.461984,0.541083,[40 49] ; [ 6 11],[38.62264151 50.37735849] ; [7.37735849 9.62264151],0
p8,1,0.471146,0.519287,[34 54] ; [ 5 12],[32.68571429 55.31428571] ; [ 6.31428571 10.68571429],0
v2,1,0.539373,0.376702,[48 39] ; [8 9],[46.84615385 40.15384615] ; [9.15384615 7.84615385],0
a6,1,0.545836,0.36483,[56 33] ; [12  5],[57.09433962 31.90566038] ; [10.90566038  6.09433962],0
n6,1,0.553883,0.350407,[59 30] ; [10  7],[57.93396226 31.06603774] ; [11.06603774  5.93396226],0
v3,1,0.559829,0.34,[24 61] ; [ 6 11],[25. 60.] ; [ 5. 12.],0
n3,1,0.56873,0.324812,[17  2] ; [4 1],[16.625  2.375] ; [4.375 0.625],0
r2,1,0.602628,0.27105,[77  9] ; [15  1],[77.56862745  8.43137255] ; [14.43137255  1.56862745],0
b2,1,0.643182,0.214605,[21 40] ; [3 8],[20.33333333 40.66666667] ; [3.66666667 7.33333333],0
b3,1,0.643182,0.214605,[21 40] ; [3 8],[20.33333333 40.66666667] ; [3.66666667 7.33333333],0
r4,1,0.651742,0.203711,[77 12] ; [14  3],[76.40566038 12.59433962] ; [14.59433962  2.40566038],0
v4,1,0.659574,0.194042,[81  8] ; [14  2],[80.52380952  8.47619048] ; [14.47619048  1.52380952],0
s8,1,0.682493,0.167333,[32 57] ; [ 7 10],[32.74528302 56.25471698] ; [ 6.25471698 10.74528302],0
p1,1,0.76813,0.08692,[ 7 81] ; [ 1 16],[ 6.7047619 81.2952381] ; [ 1.2952381 15.7047619],0
a4,1,0.805454,0.060661,[39 50] ; [8 9],[39.46226415 49.53773585] ; [7.53773585 9.46226415],0
a2,1,0.806974,0.059698,[18 71] ; [ 3 14],[17.63207547 71.36792453] ; [ 3.36792453 13.63207547],0
b5,1,0.820684,0.051377,[55 34] ; [11  6],[55.41509434 33.58490566] ; [10.58490566  6.41509434],0
d5,1,0.841547,0.039966,[70 19] ; [13  4],[69.68867925 19.31132075] ; [13.31132075  3.68867925],0
d4,1,0.843563,0.038943,[75 14] ; [14  3],[74.72641509 14.27358491] ; [14.27358491  2.72641509],0
p9,1,0.844874,0.038284,[60 28] ; [12  5],[60.34285714 27.65714286] ; [11.65714286  5.34285714],0
v1,1,0.899456,0.015964,[34 52] ; [ 7 10],[34.23300971 51.76699029] ; [ 6.76699029 10.23300971],0
a3,1,0.9393,0.005799,[62 27] ; [12  5],[62.13207547 26.86792453] ; [11.86792453  5.13207547],0
s1,1,0.965524,0.001868,[ 5 84] ; [ 1 16],[ 5.03773585 83.96226415] ; [ 0.96226415 16.03773585],0
n1,1,1.0,0.0,[ 4 16] ; [1 4],[ 4. 16.] ; [1. 4.],0
