Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,147.531392,[ 8 72] ; [391 111],[54.84536082 25.15463918] ; [344.15463918 157.84536082],1
d4,1,0.0,79.789836,[44 36] ; [460  42],[69.27835052 10.72164948] ; [434.72164948  67.27835052],1
d2,1,0.0,29.303255,[25 55] ; [316 183],[47.11571675 32.88428325] ; [293.88428325 205.11571675],1
a4,1,0.0,28.176107,[21 58] ; [293 207],[42.84283247 36.15716753] ; [271.15716753 228.84283247],1
d3,1,3e-06,21.884146,[41 39] ; [383 119],[58.28178694 21.71821306] ; [365.71821306 136.28178694],1
u1,1,4.2e-05,16.796809,[ 5 75] ; [138 364],[19.65635739 60.34364261] ; [123.34364261 378.65635739],1
a2,1,0.00015,14.369284,[11 69] ; [176 326],[25.70446735 54.29553265] ; [161.29553265 340.70446735],1
a3,1,0.001292,10.354483,[53 27] ; [410  91],[63.75215146 16.24784854] ; [399.24784854 101.75215146],0
r3,1,0.003464,8.54525,[70  9] ; [481  19],[75.17962003  3.82037997] ; [475.82037997  24.17962003],0
p1,1,0.012401,6.252673,[13 66] ; [ 39 461],[ 7.09499136 71.90500864] ; [ 44.90500864 455.09499136],0
b1,1,0.015394,5.870765,[40 40] ; [180 322],[30.24054983 49.75945017] ; [189.75945017 312.24054983],0
n4,1,0.015599,5.847509,[60 20] ; [429  72],[67.33218589 12.66781411] ; [421.66781411  79.33218589],0
p2,1,0.01607,5.795244,[60 19] ; [431  68],[67.10899654 11.89100346] ; [423.89100346  75.10899654],0
s6,1,0.024127,5.085456,[46 31] ; [353 135],[54.37699115 22.62300885] ; [344.62300885 143.37699115],0
s8,1,0.044342,4.043483,[30 48] ; [252 245],[38.25391304 39.74608696] ; [243.74608696 253.25391304],0
p7,1,0.048373,3.896985,[44 35] ; [328 161],[51.73943662 27.26056338] ; [320.26056338 168.73943662],0
r2,1,0.086797,2.932788,[74  6] ; [476  17],[76.78883072  3.21116928] ; [473.21116928  19.78883072],0
n2,1,0.091254,2.852112,[14  1] ; [83 30],[11.3671875  3.6328125] ; [85.6328125 27.3671875],0
p12,1,0.105912,2.614185,[11 67] ; [ 42 457],[ 7.16464471 70.83535529] ; [ 45.83535529 453.16464471],0
p4,1,0.114994,2.484214,[44 34] ; [328 172],[50.20069204 27.79930796] ; [321.79930796 178.20069204],0
b2,1,0.145077,2.123262,[25 23] ; [131 189],[20.34782609 27.65217391] ; [135.65217391 184.34782609],0
b3,1,0.145077,2.123262,[25 23] ; [131 189],[20.34782609 27.65217391] ; [135.65217391 184.34782609],0
v2,1,0.167465,1.905491,[41 37] ; [295 190],[46.55062167 31.44937833] ; [289.44937833 195.55062167],0
p5,1,0.176706,1.825109,[14 65] ; [ 61 438],[10.25086505 68.74913495] ; [ 64.74913495 434.25086505],0
