Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.001304,10.337084,[73 42] ; [11 23],[64.83221477 50.16778523] ; [19.16778523 14.83221477],0
v2,1,0.001678,9.871756,[56 51] ; [ 7 26],[48.15 58.85] ; [14.85 18.15],0
v3,1,0.002501,9.139739,[48 63] ; [ 5 29],[40.57241379 70.42758621] ; [12.42758621 21.57241379],0
s6,1,0.002988,8.814735,[74 37] ; [12 20],[66.75524476 44.24475524] ; [19.24475524 12.75524476],0
n4,1,0.013619,6.086868,[89 26] ; [19 15],[83.3557047 31.6442953] ; [24.6442953  9.3557047],0
v1,1,0.017309,5.664786,[59 53] ; [10 24],[52.93150685 59.06849315] ; [16.06849315 17.93150685],0
d3,1,0.045981,3.982279,[38 77] ; [ 5 28],[33.41216216 81.58783784] ; [ 9.58783784 23.41216216],0
a3,1,0.066639,3.363937,[64 50] ; [13 21],[59.31081081 54.68918919] ; [17.68918919 16.31081081],0
s5,1,0.069296,3.299626,[30 79] ; [ 4 29],[26.09859155 82.90140845] ; [ 7.90140845 25.09859155],0
u3,1,0.069528,3.294118,[29 22] ; [ 7 14],[25.5 25.5] ; [10.5 10.5],0
p11,1,0.08431,2.979798,[91 24] ; [22 12],[87.2147651 27.7852349] ; [25.7852349  8.2147651],0
r2,1,0.105351,2.622616,[112   3] ; [31  3],[110.36912752   4.63087248] ; [32.63087248  1.36912752],0
b5,1,0.119707,2.421156,[64 51] ; [24 10],[67.91946309 47.08053691] ; [20.08053691 13.91946309],0
n6,1,0.157668,1.996448,[93 22] ; [31  3],[95.70469799 19.29530201] ; [28.29530201  5.70469799],0
a7,1,0.189915,1.718273,[77 38] ; [18 15],[73.81756757 41.18243243] ; [21.18243243 11.81756757],0
p8,1,0.229758,1.44236,[55 55] ; [13 21],[51.94444444 58.05555556] ; [16.05555556 17.94444444],0
p5,1,0.23733,1.396382,[15 98] ; [ 2 32],[13.06802721 99.93197279] ; [ 3.93197279 30.06802721],0
b1,1,0.262767,1.25412,[46 69] ; [10 24],[43.22147651 71.77852349] ; [12.77852349 21.22147651],0
p4,1,0.292875,1.106356,[62 52] ; [15 19],[59.31081081 54.68918919] ; [17.68918919 16.31081081],0
p1,1,0.306959,1.043716,[18 96] ; [ 3 31],[16.17567568 97.82432432] ; [ 4.82432432 29.17567568],0
u2,1,0.357386,0.847059,[23 28] ; [ 7 14],[21.25 29.75] ; [ 8.75 12.25],0
a6,1,0.423348,0.641003,[73 42] ; [19 15],[71.00671141 43.99328859] ; [20.99328859 13.00671141],0
b2,1,0.431353,0.619179,[17 53] ; [ 3 16],[15.73033708 54.26966292] ; [ 4.26966292 14.73033708],0
b3,1,0.431353,0.619179,[17 53] ; [ 3 16],[15.73033708 54.26966292] ; [ 4.26966292 14.73033708],0
s2,1,0.443588,0.586984,[44 67] ; [11 23],[42.10344828 68.89655172] ; [12.89655172 21.10344828],0
s1,1,0.452089,0.565409,[  7 104] ; [ 1 33],[  6.12413793 104.87586207] ; [ 1.87586207 32.12413793],0
n1,1,0.473805,0.513088,[13 17] ; [2 5],[12.16216216 17.83783784] ; [2.83783784 4.16216216],0
s7,1,0.474334,0.511861,[46 60] ; [12 21],[44.23021583 61.76978417] ; [13.76978417 19.23021583],0
p9,1,0.475534,0.509087,[85 27] ; [27  6],[86.51034483 25.48965517] ; [25.48965517  7.51034483],0
a8,1,0.541034,0.373626,[12 92] ; [ 5 27],[13. 91.] ; [ 4. 28.],0
s8,1,0.545521,0.365402,[43 70] ; [11 23],[41.51020408 71.48979592] ; [12.48979592 21.51020408],0
d2,1,0.579594,0.306892,[29 86] ; [ 7 27],[27.7852349 87.2147651] ; [ 8.2147651 25.7852349],0
d1,1,0.58159,0.303671,[  6 109] ; [ 1 33],[  5.40268456 109.59731544] ; [ 1.59731544 32.40268456],0
p6,1,0.594759,0.282974,[35 77] ; [ 9 25],[33.75342466 78.24657534] ; [10.24657534 23.75342466],0
a4,1,0.614968,0.253003,[28 85] ; [ 7 27],[26.9047619 86.0952381] ; [ 8.0952381 25.9047619],0
d5,1,0.64404,0.213498,[54 61] ; [17 16],[55.16891892 59.83108108] ; [15.83108108 17.16891892],0
v4,1,0.666486,0.18574,[112   2] ; [33  1],[111.68918919   2.31081081] ; [33.31081081  0.68918919],0
s4,1,0.702874,0.145499,[20 93] ; [ 7 27],[20.75510204 92.24489796] ; [ 6.24489796 27.75510204],0
p12,1,0.807931,0.059096,[  8 105] ; [ 2 32],[  7.68707483 105.31292517] ; [ 2.31292517 31.68707483],0
p2,1,0.821485,0.050912,[86 28] ; [25  9],[85.5 28.5] ; [25.5  8.5],0
p10,1,0.874127,0.025096,[83 29] ; [24  9],[82.64827586 29.35172414] ; [24.35172414  8.64827586],0
b4,1,0.89367,0.017865,[59 56] ; [17 17],[58.65771812 56.34228188] ; [17.34228188 16.65771812],0
a2,1,0.896394,0.016957,[ 11 104] ; [ 3 31],[ 10.80536913 104.19463087] ; [ 3.19463087 30.80536913],0
n5,1,0.903774,0.014616,[85 29] ; [25  9],[84.72972973 29.27027027] ; [25.27027027  8.72972973],0
s3,1,0.908793,0.013124,[57 53] ; [18 16],[57.29166667 52.70833333] ; [17.70833333 16.29166667],0
p3,1,0.940532,0.005565,[54 59] ; [16 18],[53.80952381 59.19047619] ; [16.19047619 17.80952381],0
p7,1,0.947345,0.004362,[66 45] ; [20 14],[65.83448276 45.16551724] ; [20.16551724 13.83448276],0
n2,1,0.950599,0.003838,[26  4] ; [7 1],[26.05263158  3.94736842] ; [6.94736842 1.05263158],0
