Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000152,14.341463,[40 81] ; [10  1],[45.83333333 75.16666667] ; [4.16666667 6.83333333],1
p12,1,0.000565,11.887201,[  8 122] ; [4 7],[ 11.06382979 118.93617021] ; [ 0.93617021 10.06382979],1
s5,1,0.002173,9.397264,[34 88] ; [8 3],[38.52631579 83.47368421] ; [3.47368421 7.52631579],0
p8,1,0.002375,9.234606,[ 29 102] ; [7 4],[33.21126761 97.78873239] ; [2.78873239 8.21126761],0
r2,1,0.006267,7.471811,[127   3] ; [9 2],[125.39007092   4.60992908] ; [10.60992908  0.39007092],0
p6,1,0.014,6.038157,[ 28 102] ; [6 5],[31.34751773 98.65248227] ; [2.65248227 8.34751773],0
p4,1,0.031214,4.641164,[41 89] ; [6 3],[43.95683453 86.04316547] ; [3.04316547 5.95683453],0
n5,1,0.046657,3.957713,[79 51] ; [10  1],[82.05673759 47.94326241] ; [6.94326241 4.05673759],0
d4,1,0.079391,3.077327,[98 32] ; [5 5],[95.64285714 34.35714286] ; [7.35714286 2.64285714],0
v1,1,0.106957,2.598616,[50 79] ; [7 4],[52.52142857 76.47857143] ; [4.47857143 6.52142857],0
p1,1,0.132736,2.260211,[  8 123] ; [2 9],[  9.22535211 121.77464789] ; [ 0.77464789 10.22535211],0
s1,1,0.138611,2.193311,[  8 121] ; [2 9],[  9.21428571 119.78571429] ; [ 0.78571429 10.21428571],0
a6,1,0.166478,1.914378,[75 55] ; [8 2],[77.07142857 52.92857143] ; [5.92857143 4.07142857],0
p11,1,0.18632,1.746479,[81 50] ; [9 2],[83.02816901 47.97183099] ; [6.97183099 4.02816901],0
d5,1,0.189245,1.723485,[91 39] ; [5 5],[89.14285714 40.85714286] ; [6.85714286 3.14285714],0
p7,1,0.207735,1.587142,[45 82] ; [6 5],[46.93478261 80.06521739] ; [4.06521739 6.93478261],0
n4,1,0.218263,1.515758,[83 48] ; [9 2],[84.87323944 46.12676056] ; [7.12676056 3.87323944],0
a5,1,0.218263,1.515758,[83 48] ; [9 2],[84.87323944 46.12676056] ; [7.12676056 3.87323944],0
a4,1,0.264951,1.242701,[58 72] ; [3 8],[56.24113475 73.75886525] ; [4.75886525 6.24113475],0
a8,1,0.272254,1.205357,[ 13 113] ; [2 7],[ 14. 112.] ; [1. 8.],0
d3,1,0.276913,1.18218,[75 55] ; [4 6],[73.35714286 56.64285714] ; [5.64285714 4.35714286],0
p3,1,0.293461,1.103674,[44 87] ; [5 5],[45.5248227 85.4751773] ; [3.4751773 6.5248227],0
b2,1,0.294802,1.097561,[26 56] ; [4 4],[27.33333333 54.66666667] ; [2.66666667 5.33333333],0
b3,1,0.294802,1.097561,[26 56] ; [4 4],[27.33333333 54.66666667] ; [2.66666667 5.33333333],0
b4,1,0.29499,1.096708,[74 57] ; [8 3],[75.64788732 55.35211268] ; [6.35211268 4.64788732],0
s4,1,0.360707,0.835431,[ 29 101] ; [1 9],[ 27.85714286 102.14285714] ; [2.14285714 7.85714286],0
d1,1,0.371751,0.797805,[66 65] ; [4 7],[64.57746479 66.42253521] ; [5.42253521 5.57746479],0
a2,1,0.382555,0.762476,[ 26 105] ; [ 1 10],[ 24.9084507 106.0915493] ; [2.0915493 8.9084507],0
r3,1,0.403616,0.697528,[126   5] ; [10  1],[125.46478873   5.53521127] ; [10.53521127  0.46478873],0
b5,1,0.473008,0.514941,[81 50] ; [8 3],[82.1056338 48.8943662] ; [6.8943662 4.1056338],0
s7,1,0.475237,0.509773,[47 75] ; [5 5],[48.06060606 73.93939394] ; [3.93939394 6.06060606],0
p10,1,0.582718,0.301861,[79 50] ; [7 3],[79.81294964 49.18705036] ; [6.18705036 3.81294964],0
a1,1,0.604642,0.268051,[  7 124] ; [ 1 10],[  7.38028169 123.61971831] ; [ 0.61971831 10.38028169],0
b1,1,0.610568,0.259349,[61 70] ; [6 5],[61.80985915 69.19014085] ; [5.19014085 5.80985915],0
p9,1,0.632779,0.228311,[84 44] ; [8 3],[84.71942446 43.28057554] ; [7.28057554 3.71942446],0
a3,1,0.647977,0.20846,[80 50] ; [6 5],[79.29078014 50.70921986] ; [6.70921986 4.29078014],0
v2,1,0.675781,0.174914,[64 59] ; [5 6],[63.3358209 59.6641791] ; [5.6641791 5.3358209],0
u1,1,0.797486,0.065844,[ 20 111] ; [2 9],[ 20.29577465 110.70422535] ; [1.70422535 9.29577465],0
d2,1,0.833835,0.04401,[56 73] ; [4 6],[55.68345324 73.31654676] ; [4.31654676 5.68345324],0
r1,1,0.893917,0.017782,[105  26] ; [9 2],[105.16901408  25.83098592] ; [8.83098592 2.16901408],0
u3,1,0.903693,0.014641,[32 19] ; [3 2],[31.875 19.125] ; [3.125 1.875],0
s3,1,0.905946,0.01396,[62 67] ; [5 5],[62.17985612 66.82014388] ; [4.82014388 5.17985612],0
u2,1,0.931112,0.007473,[29 21] ; [3 2],[29.09090909 20.90909091] ; [2.90909091 2.09090909],0
s2,1,0.946199,0.004554,[60 69] ; [5 6],[59.89285714 69.10714286] ; [5.10714286 5.89285714],0
s8,1,0.96172,0.002304,[51 79] ; [4 6],[51.07142857 78.92857143] ; [3.92857143 6.07142857],0
a7,1,0.985356,0.000337,[83 48] ; [7 4],[83.02816901 47.97183099] ; [6.97183099 4.02816901],0
