Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.006072,7.528889,[ 2 23] ; [2 1],[ 3.57142857 21.42857143] ; [0.42857143 2.57142857],0
v2,1,0.152053,2.05153,[ 6 17] ; [2 1],[ 7.07692308 15.92307692] ; [0.92307692 2.07692308],0
a4,1,0.175409,1.836101,[ 7 18] ; [2 1],[ 8.03571429 16.96428571] ; [0.96428571 2.03571429],0
s6,1,0.175409,1.836101,[ 7 18] ; [2 1],[ 8.03571429 16.96428571] ; [0.96428571 2.03571429],0
d2,1,0.175409,1.836101,[ 7 18] ; [2 1],[ 8.03571429 16.96428571] ; [0.96428571 2.03571429],0
s8,1,0.180078,1.796978,[ 2 23] ; [1 2],[ 2.67857143 22.32142857] ; [0.32142857 2.67857143],0
a1,1,0.180078,1.796978,[ 2 23] ; [1 2],[ 2.67857143 22.32142857] ; [0.32142857 2.67857143],0
s7,1,0.225466,1.469238,[ 2 20] ; [1 2],[ 2.64 19.36] ; [0.36 2.64],0
d4,1,0.236377,1.402074,[17  8] ; [1 2],[16.07142857  8.92857143] ; [1.92857143 1.07142857],0
b4,1,0.304103,1.056114,[16  9] ; [1 2],[15.17857143  9.82142857] ; [1.82142857 1.17857143],0
p1,1,0.318388,0.995556,[ 3 22] ; [1 2],[ 3.57142857 21.42857143] ; [0.42857143 2.57142857],0
r3,1,0.456973,0.553299,[14 11] ; [1 2],[13.39285714 11.60714286] ; [1.60714286 1.39285714],0
p3,1,0.483522,0.490909,[ 4 20] ; [1 2],[ 4.44444444 19.55555556] ; [0.55555556 2.44444444],0
p8,1,0.483522,0.490909,[ 4 20] ; [1 2],[ 4.44444444 19.55555556] ; [0.55555556 2.44444444],0
a3,1,0.495947,0.463599,[13 11] ; [1 2],[12.44444444 11.55555556] ; [1.55555556 1.44444444],0
a7,1,0.541193,0.373333,[13 12] ; [1 2],[12.5 12.5] ; [1.5 1.5],0
s2,1,0.594853,0.282828,[ 5 20] ; [1 2],[ 5.35714286 19.64285714] ; [0.64285714 2.35714286],0
d5,1,0.630297,0.231658,[12 13] ; [1 2],[11.60714286 13.39285714] ; [1.39285714 1.60714286],0
v1,1,0.724263,0.124444,[ 6 19] ; [1 2],[ 6.25 18.75] ; [0.75 2.25],0
r1,1,0.724263,0.124444,[ 6 19] ; [1 2],[ 6.25 18.75] ; [0.75 2.25],0
p4,1,0.724263,0.124444,[ 6 19] ; [1 2],[ 6.25 18.75] ; [0.75 2.25],0
b5,1,0.724263,0.124444,[14 11] ; [2 1],[14.28571429 10.71428571] ; [1.71428571 1.28571429],0
v4,1,0.823218,0.049911,[10 15] ; [1 2],[ 9.82142857 15.17857143] ; [1.17857143 1.82142857],0
p11,1,0.823218,0.049911,[10 15] ; [1 2],[ 9.82142857 15.17857143] ; [1.17857143 1.82142857],0
p9,1,0.846085,0.037681,[ 9 14] ; [1 2],[ 8.84615385 14.15384615] ; [1.15384615 1.84615385],0
p7,1,0.846788,0.037333,[ 7 18] ; [1 2],[ 7.14285714 17.85714286] ; [0.85714286 2.14285714],0
p10,1,0.887949,0.019853,[ 9 15] ; [1 2],[ 8.88888889 15.11111111] ; [1.11111111 1.88888889],0
b2,1,0.943209,0.005075,[ 5 11] ; [1 2],[ 5.05263158 10.94736842] ; [0.94736842 2.05263158],0
b3,1,0.943209,0.005075,[ 5 11] ; [1 2],[ 5.05263158 10.94736842] ; [0.94736842 2.05263158],0
s3,1,1.0,0.0,[ 8 16] ; [1 2],[ 8. 16.] ; [1. 2.],0
n3,1,1.0,0.0,[4 4] ; [1 1],[4. 4.] ; [1. 1.],0
n2,1,1.0,0.0,[4 4] ; [1 1],[4. 4.] ; [1. 1.],0
u2,1,1.0,0.0,[6 6] ; [1 1],[6. 6.] ; [1. 1.],0
n1,1,1.0,0.0,[4 4] ; [1 1],[4. 4.] ; [1. 1.],0
