Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,49.526051,[244  51] ; [48 54],[216.97732997  78.02267003] ; [75.02267003 26.97732997],1
p7,1,0.0,48.933226,[184 110] ; [24 81],[153.26315789 140.73684211] ; [54.73684211 50.26315789],1
p10,1,0.0,44.328898,[232  63] ; [46 59],[205.025  89.975] ; [72.975 32.025],1
p11,1,0.0,37.654715,[235  62] ; [51 56],[210.25247525  86.74752475] ; [75.74752475 31.25247525],1
v4,1,0.0,36.833373,[283  14] ; [79 27],[266.78411911  30.21588089] ; [95.21588089 10.78411911],1
p4,1,0.0,33.459704,[170 127] ; [26 80],[144.44665012 152.55334988] ; [51.55334988 54.44665012],1
r3,1,0.0,33.384899,[278  17] ; [78 28],[261.89526185  33.10473815] ; [94.10473815 11.89526185],1
r4,1,0.0,28.329136,[257  40] ; [67 40],[238.18811881  58.81188119] ; [85.81188119 21.18811881],1
v1,1,0.0,27.951066,[162 134] ; [26 79],[138.77306733 157.22693267] ; [49.22693267 55.77306733],1
p8,1,0.0,27.61646,[154 137] ; [25 82],[130.87688442 160.12311558] ; [48.12311558 58.87688442],1
r1,1,0.000129,14.656116,[228  68] ; [61 45],[212.7960199  83.2039801] ; [76.2039801 29.7960199],1
p3,1,0.00016,14.253526,[134 163] ; [26 81],[117.62376238 179.37623762] ; [42.37623762 64.62376238],1
p6,1,0.000202,13.813497,[100 192] ; [16 90],[ 85.10552764 206.89447236] ; [30.89447236 75.10552764],1
d5,1,0.000561,11.901813,[244  52] ; [71 36],[231.36476427  64.63523573] ; [83.63523573 23.36476427],1
a1,1,0.000659,11.600929,[  7 290] ; [11 96],[ 13.23267327 283.76732673] ; [  4.76732673 102.23267327],1
a7,1,0.000927,10.968316,[218  77] ; [60 46],[204.51371571  90.48628429] ; [73.48628429 32.51371571],1
d3,1,0.001018,10.795076,[204  91] ; [55 52],[190.06218905 104.93781095] ; [68.93781095 38.06218905],0
