Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,40.371699,[22 78] ; [45 17],[41.35802469 58.64197531] ; [25.64197531 36.35802469],1
s6,1,0.0,34.830529,[26 76] ; [45 17],[44.15853659 57.84146341] ; [26.84146341 35.15853659],1
s8,1,0.0,31.197538,[ 9 93] ; [29 33],[23.63414634 78.36585366] ; [14.36585366 47.63414634],1
s5,1,0.0,26.962695,[ 9 90] ; [26 32],[22.07006369 76.92993631] ; [12.92993631 45.07006369],1
s7,1,3e-06,21.628739,[15 80] ; [30 29],[27.75974026 67.24025974] ; [17.24025974 41.75974026],1
s4,1,0.000259,13.346917,[13 89] ; [23 39],[22.3902439 79.6097561] ; [13.6097561 48.3902439],1
v1,1,0.002367,9.240843,[21 78] ; [26 33],[29.44936709 69.55063291] ; [17.55063291 41.44936709],0
u3,1,0.002947,8.840262,[14 36] ; [18 11],[20.25316456 29.74683544] ; [11.74683544 17.25316456],0
p10,1,0.004225,8.184524,[54 44] ; [48 14],[62.475 35.525] ; [39.525 22.475],0
v2,1,0.005754,7.625859,[21 80] ; [25 36],[28.67901235 72.32098765] ; [17.32098765 43.67901235],0
p4,1,0.007581,7.129763,[39 63] ; [37 25],[47.26829268 54.73170732] ; [28.73170732 33.26829268],0
n2,1,0.011602,6.370689,[25 16] ; [16  1],[28.98275862 12.01724138] ; [12.01724138  4.98275862],0
d4,1,0.013491,6.103512,[56 46] ; [46 16],[63.43902439 38.56097561] ; [38.56097561 23.43902439],0
d3,1,0.018624,5.536488,[42 59] ; [37 24],[49.25308642 51.74691358] ; [29.74691358 31.25308642],0
v4,1,0.031174,4.64337,[76 26] ; [54  7],[81.34969325 20.65030675] ; [48.65030675 12.34969325],0
b2,1,0.03505,4.442722,[22 36] ; [ 7 32],[17.34020619 40.65979381] ; [11.65979381 27.34020619],0
b3,1,0.03505,4.442722,[22 36] ; [ 7 32],[17.34020619 40.65979381] ; [11.65979381 27.34020619],0
p3,1,0.038765,4.271152,[31 70] ; [29 33],[37.17791411 63.82208589] ; [22.82208589 39.17791411],0
p6,1,0.039287,4.248409,[19 79] ; [21 41],[24.5 73.5] ; [15.5 46.5],0
p9,1,0.045254,4.009161,[64 33] ; [50 12],[69.54716981 27.45283019] ; [44.45283019 17.54716981],0
r3,1,0.050684,3.81868,[73 28] ; [53  9],[78.07361963 22.92638037] ; [47.92638037 14.07361963],0
r4,1,0.063676,3.438957,[44 58] ; [36 26],[49.75609756 52.24390244] ; [30.24390244 31.75609756],0
r2,1,0.069042,3.305648,[66 31] ; [48 11],[70.88461538 26.11538462] ; [43.11538462 15.88461538],0
p2,1,0.07556,3.157897,[63 38] ; [47 15],[68.1595092 32.8404908] ; [41.8404908 20.1595092],0
d1,1,0.075702,3.154849,[29 73] ; [26 36],[34.20731707 67.79268293] ; [20.79268293 41.20731707],0
b4,1,0.083524,2.994951,[50 52] ; [39 23],[55.35365854 46.64634146] ; [33.64634146 28.35365854],0
n5,1,0.096058,2.769804,[70 31] ; [35 27],[65.06134969 35.93865031] ; [39.93865031 22.06134969],0
b5,1,0.110744,2.543573,[58 44] ; [43 19],[62.81707317 39.18292683] ; [38.18292683 23.81707317],0
p11,1,0.185952,1.749403,[62 40] ; [44 18],[65.92682927 36.07317073] ; [40.07317073 21.92682927],0
p8,1,0.20227,1.625906,[33 68] ; [26 35],[36.78395062 64.21604938] ; [22.21604938 38.78395062],0
a5,1,0.212792,1.552332,[49 53] ; [36 26],[52.86585366 49.13414634] ; [32.13414634 29.86585366],0
a7,1,0.229889,1.441547,[52 50] ; [37 24],[55.69325153 46.30674847] ; [33.30674847 27.69325153],0
p12,1,0.287172,1.13283,[ 3 98] ; [ 4 58],[ 4.33742331 96.66257669] ; [ 2.66257669 59.33742331],0
p7,1,0.296951,1.087835,[44 56] ; [32 29],[47.20496894 52.79503106] ; [28.79503106 32.20496894],0
n4,1,0.34173,0.903931,[62 40] ; [33 29],[59.08536585 42.91463415] ; [35.91463415 26.08536585],0
p1,1,0.342012,0.902876,[ 9 93] ; [ 3 59],[ 7.46341463 94.53658537] ; [ 4.53658537 57.46341463],0
u2,1,0.361975,0.831028,[21 30] ; [15 14],[22.95 28.05] ; [13.05 15.95],0
a1,1,0.365492,0.818935,[ 6 96] ; [ 6 56],[ 7.46341463 94.53658537] ; [ 4.53658537 57.46341463],0
