Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.012184,6.283898,[15 29] ; [18 10],[20.16666667 23.83333333] ; [12.83333333 15.16666667],0
s8,1,0.013576,6.092439,[12 33] ; [16 13],[17.02702703 27.97297297] ; [10.97297297 18.02702703],0
b4,1,0.021049,5.322708,[22 23] ; [22  7],[26.75675676 18.24324324] ; [17.24324324 11.75675676],0
a8,1,0.057455,3.609375,[ 7 35] ; [ 9 15],[10.18181818 31.81818182] ; [ 5.81818182 18.18181818],0
s6,1,0.05958,3.549028,[21 24] ; [20  9],[24.93243243 20.06756757] ; [16.06756757 12.93243243],0
u3,1,0.072073,3.235165,[ 4 10] ; [6 3],[6.08695652 7.91304348] ; [3.91304348 5.08695652],0
s4,1,0.072618,3.222819,[ 8 37] ; [ 1 27],[ 5.54794521 39.45205479] ; [ 3.45205479 24.54794521],0
d4,1,0.119194,2.427881,[31 13] ; [25  4],[33.75342466 10.24657534] ; [22.24657534  6.75342466],0
r1,1,0.121026,2.403991,[28 17] ; [23  6],[31.01351351 13.98648649] ; [19.98648649  9.01351351],0
a5,1,0.144362,2.130839,[25 20] ; [21  8],[27.97297297 17.02702703] ; [18.02702703 10.97297297],0
r2,1,0.148,2.092748,[38  6] ; [28  1],[39.78082192  4.21917808] ; [26.21917808  2.78082192],0
s5,1,0.185149,1.755801,[ 7 36] ; [ 8 19],[ 9.21428571 33.78571429] ; [ 5.78571429 21.21428571],0
v3,1,0.209657,1.573792,[ 9 34] ; [ 9 17],[11.2173913 31.7826087] ; [ 6.7826087 19.2173913],0
s2,1,0.23148,1.431745,[14 31] ; [13 16],[16.41891892 28.58108108] ; [10.58108108 18.41891892],0
d2,1,0.231907,1.429129,[18 26] ; [16 13],[20.49315068 23.50684932] ; [13.50684932 15.49315068],0
a6,1,0.296283,1.09085,[25 19] ; [20  9],[27.12328767 16.87671233] ; [17.87671233 11.12328767],0
d5,1,0.296851,1.088286,[30 14] ; [23  6],[31.94520548 12.05479452] ; [21.05479452  7.94520548],0
u2,1,0.314854,1.010204,[ 4 10] ; [4 4],[5.09090909 8.90909091] ; [2.90909091 5.09090909],0
u4,1,0.323559,0.974504,[ 2 43] ; [ 3 26],[ 3.04054054 41.95945946] ; [ 1.95945946 27.04054054],0
p7,1,0.324675,0.970021,[23 22] ; [11 17],[20.95890411 24.04109589] ; [13.04109589 14.95890411],0
n5,1,0.35593,0.852202,[29 16] ; [15 13],[27.12328767 17.87671233] ; [16.87671233 11.12328767],0
s7,1,0.36361,0.825385,[18 26] ; [15 14],[19.89041096 24.10958904] ; [13.10958904 15.89041096],0
n3,1,0.366018,0.817138,[15  6] ; [7 1],[15.93103448  5.06896552] ; [6.06896552 1.93103448],0
v4,1,0.384023,0.757785,[39  6] ; [27  2],[40.13513514  4.86486486] ; [25.86486486  3.13513514],0
p4,1,0.409129,0.681331,[21 23] ; [11 18],[19.28767123 24.71232877] ; [12.71232877 16.28767123],0
n4,1,0.420234,0.649661,[28 17] ; [20  8],[29.5890411 15.4109589] ; [18.4109589  9.5890411],0
a7,1,0.434152,0.61169,[27 18] ; [20  9],[28.58108108 16.41891892] ; [18.41891892 10.58108108],0
a2,1,0.448853,0.573545,[ 9 36] ; [ 8 21],[10.33783784 34.66216216] ; [ 6.66216216 22.33783784],0
u1,1,0.451434,0.56705,[ 5 40] ; [ 5 24],[ 6.08108108 38.91891892] ; [ 3.91891892 25.08108108],0
n6,1,0.474185,0.512207,[31 14] ; [17 11],[29.5890411 15.4109589] ; [18.4109589  9.5890411],0
b1,1,0.482984,0.492118,[18 27] ; [14 15],[19.45945946 25.54054054] ; [12.54054054 16.45945946],0
p6,1,0.514822,0.424253,[15 28] ; [ 8 21],[13.73611111 29.26388889] ; [ 9.26388889 19.73611111],0
p3,1,0.54483,0.366661,[14 31] ; [11 18],[15.2027027 29.7972973] ; [ 9.7972973 19.2027027],0
a1,1,0.571478,0.320216,[ 3 42] ; [ 3 26],[ 3.64864865 41.35135135] ; [ 2.35135135 26.64864865],0
p11,1,0.579313,0.307347,[25 20] ; [18 11],[26.14864865 18.85135135] ; [16.85135135 12.14864865],0
d3,1,0.590185,0.290055,[30 14] ; [18 11],[28.93150685 15.06849315] ; [19.06849315  9.93150685],0
p5,1,0.64883,0.207378,[ 2 43] ; [ 2 27],[ 2.43243243 42.56756757] ; [ 1.56756757 27.43243243],0
r4,1,0.754877,0.097479,[37  8] ; [23  6],[36.48648649  8.51351351] ; [23.51351351  5.48648649],0
p1,1,0.759211,0.093952,[ 4 41] ; [ 2 27],[ 3.64864865 41.35135135] ; [ 2.35135135 26.64864865],0
p2,1,0.762636,0.091216,[34 11] ; [21  8],[33.44594595 11.55405405] ; [21.55405405  7.44594595],0
n1,1,0.810595,0.057436,[11  9] ; [4 4],[10.71428571  9.28571429] ; [4.28571429 3.71428571],0
d1,1,0.811782,0.056705,[22 23] ; [15 14],[22.5 22.5] ; [14.5 14.5],0
a3,1,0.818132,0.052876,[31 14] ; [20  8],[31.43835616 13.56164384] ; [19.56164384  8.43835616],0
b2,1,0.831871,0.045072,[ 9 17] ; [ 9 15],[ 9.36 16.64] ; [ 8.64 15.36],0
b3,1,0.831871,0.045072,[ 9 17] ; [ 9 15],[ 9.36 16.64] ; [ 8.64 15.36],0
a4,1,0.837882,0.041862,[23 22] ; [15 13],[23.42465753 21.57534247] ; [14.57534247 13.42465753],0
p8,1,0.869562,0.026966,[16 28] ; [10 19],[15.67123288 28.32876712] ; [10.32876712 18.67123288],0
b5,1,0.90342,0.014724,[32 13] ; [21  8],[32.22972973 12.77027027] ; [20.77027027  8.22972973],0
r3,1,0.917461,0.01074,[40  5] ; [26  3],[40.13513514  4.86486486] ; [25.86486486  3.13513514],0
s3,1,0.93555,0.006539,[24 20] ; [15 13],[23.83333333 20.16666667] ; [15.16666667 12.83333333],0
n2,1,0.946614,0.004484,[16  5] ; [6 2],[15.93103448  5.06896552] ; [6.06896552 1.93103448],0
