Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5e-06,20.854261,[65  3] ; [3 4],[61.65333333  6.34666667] ; [6.34666667 0.65333333],1
p2,1,0.000342,12.823206,[62  6] ; [3 4],[58.93333333  9.06666667] ; [6.06666667 0.93333333],1
p4,1,0.001066,10.709604,[59  7] ; [3 4],[56.05479452  9.94520548] ; [5.94520548 1.05479452],0
p10,1,0.004752,7.971422,[64  2] ; [5 2],[62.38356164  3.61643836] ; [6.61643836 0.38356164],0
s6,1,0.02376,5.112093,[56  9] ; [3 3],[54.01408451 10.98591549] ; [4.98591549 1.01408451],0
v4,1,0.045079,4.015699,[67  1] ; [6 1],[66.18666667  1.81333333] ; [6.81333333 0.18666667],0
p6,1,0.047128,3.940802,[44 22] ; [2 5],[41.5890411 24.4109589] ; [4.4109589 2.5890411],0
b1,1,0.050156,3.836229,[23 45] ; [5 2],[25.38666667 42.61333333] ; [2.61333333 4.38666667],0
v2,1,0.063076,3.454603,[42 23] ; [2 5],[39.72222222 25.27777778] ; [4.27777778 2.72222222],0
s1,1,0.066125,3.376682,[ 5 63] ; [2 5],[ 6.34666667 61.65333333] ; [0.65333333 6.34666667],0
p7,1,0.087375,2.922078,[53 13] ; [3 3],[51.33333333 14.66666667] ; [4.66666667 1.33333333],0
n3,1,0.087375,2.922078,[9 3] ; [2 4],[7.33333333 4.66666667] ; [3.66666667 2.33333333],0
s2,1,0.106132,2.610897,[41 27] ; [2 5],[38.98666667 29.01333333] ; [4.01333333 2.98666667],0
s5,1,0.138809,2.191112,[43 18] ; [3 4],[41.26470588 19.73529412] ; [4.73529412 2.26470588],0
a2,1,0.180256,1.795515,[14 54] ; [3 4],[15.41333333 52.58666667] ; [1.58666667 5.41333333],0
p3,1,0.188735,1.727466,[53 14] ; [4 3],[51.60810811 15.39189189] ; [5.39189189 1.60810811],0
p9,1,0.203176,1.619398,[65  3] ; [5 1],[64.32432432  3.67567568] ; [5.67567568 0.32432432],0
d2,1,0.20506,1.605968,[31 36] ; [5 2],[32.59459459 34.40540541] ; [3.40540541 3.59459459],0
b2,1,0.215735,1.532521,[24 25] ; [1 4],[22.68518519 26.31481481] ; [2.31481481 2.68518519],0
b3,1,0.215735,1.532521,[24 25] ; [1 4],[22.68518519 26.31481481] ; [2.31481481 2.68518519],0
b5,1,0.219453,1.507943,[32 36] ; [5 2],[33.54666667 34.45333333] ; [3.45333333 3.54666667],0
d4,1,0.220684,1.49992,[59  8] ; [5 2],[57.94594595  9.05405405] ; [6.05405405 0.94594595],0
n1,1,0.231605,1.430976,[4 7] ; [4 2],[5.17647059 5.82352941] ; [2.82352941 3.17647059],0
a6,1,0.251688,1.31391,[43 24] ; [6 1],[44.36486486 22.63513514] ; [4.63513514 2.36486486],0
p11,1,0.274788,1.192689,[59  9] ; [5 2],[58.02666667  9.97333333] ; [5.97333333 1.02666667],0
r2,1,0.274849,1.192385,[64  3] ; [6 1],[63.37837838  3.62162162] ; [6.62162162 0.37837838],0
n6,1,0.320344,0.98754,[63  4] ; [5 1],[62.4109589  4.5890411] ; [5.5890411 0.4109589],0
a4,1,0.416067,0.661398,[28 40] ; [4 3],[29.01333333 38.98666667] ; [2.98666667 4.01333333],0
v1,1,0.440493,0.594997,[47 19] ; [4 3],[46.10958904 19.89041096] ; [4.89041096 2.10958904],0
b4,1,0.471461,0.518549,[39 29] ; [5 2],[39.89333333 28.10666667] ; [4.10666667 2.89333333],0
v3,1,0.476713,0.506374,[37 28] ; [3 4],[36.11111111 28.88888889] ; [3.88888889 3.11111111],0
s7,1,0.532774,0.389098,[45 18] ; [5 1],[45.65217391 17.34782609] ; [4.34782609 1.65217391],0
s8,1,0.540368,0.374858,[42 25] ; [3 3],[41.30136986 25.69863014] ; [3.69863014 2.30136986],0
d1,1,0.564613,0.33178,[41 27] ; [5 2],[41.70666667 26.29333333] ; [4.29333333 2.70666667],0
s3,1,0.622493,0.24238,[41 27] ; [3 3],[40.43243243 27.56756757] ; [3.56756757 2.43243243],0
d5,1,0.638772,0.220351,[53 14] ; [5 2],[52.51351351 14.48648649] ; [5.48648649 1.51351351],0
a3,1,0.695149,0.153568,[53 15] ; [5 2],[52.58666667 15.41333333] ; [5.41333333 1.58666667],0
u1,1,0.766149,0.088456,[16 52] ; [2 5],[16.32 51.68] ; [1.68 5.32],0
r1,1,0.822985,0.050045,[56 12] ; [6 1],[56.21333333 11.78666667] ; [5.78666667 1.21333333],0
d3,1,0.853766,0.033972,[50 17] ; [5 2],[49.7972973 17.2027027] ; [5.2027027 1.7972973],0
p12,1,0.880155,0.022733,[21 46] ; [2 5],[20.82432432 46.17567568] ; [2.17567568 4.82432432],0
p1,1,0.899529,0.015941,[21 47] ; [2 5],[20.85333333 47.14666667] ; [2.14666667 4.85333333],0
n4,1,0.93795,0.00606,[59  9] ; [6 1],[58.93333333  9.06666667] ; [6.06666667 0.93333333],0
p8,1,0.951763,0.003659,[56 12] ; [5 1],[56.05405405 11.94594595] ; [4.94594595 1.05405405],0
n2,1,1.0,0.0,[10  2] ; [5 1],[10.  2.] ; [5. 1.],0
