Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,162.324033,[23 77] ; [292  41],[72.7482679 27.2517321] ; [242.2517321  90.7482679],1
p11,1,0.0,60.65221,[48 54] ; [283  51],[77.43577982 24.56422018] ; [253.56422018  80.43577982],1
p2,1,0.0,54.167925,[53 49] ; [285  45],[79.80555556 22.19444444] ; [258.19444444  71.80555556],1
p8,1,1e-06,24.225151,[28 74] ; [181 146],[49.69230769 52.30769231] ; [159.30769231 167.69230769],1
p3,1,2.3e-05,17.92609,[27 75] ; [167 165],[45.59447005 56.40552995] ; [148.40552995 183.59447005],1
n6,1,3.3e-05,17.238358,[65 36] ; [279  55],[79.87126437 21.12873563] ; [264.12873563  69.87126437],1
b1,1,3.7e-05,17.004675,[55 47] ; [105 229],[37.43119266 64.56880734] ; [122.56880734 211.43119266],1
v4,1,4.4e-05,16.676867,[84 16] ; [320  14],[93.0875576  6.9124424] ; [310.9124424  23.0875576],1
r4,1,9.8e-05,15.180413,[79 23] ; [306  28],[90.06880734 11.93119266] ; [294.93119266  39.06880734],1
v1,1,0.000178,14.047283,[32 70] ; [171 154],[48.49180328 53.50819672] ; [154.50819672 170.49180328],1
r3,1,0.000212,13.723598,[84 17] ; [316  18],[92.87356322  8.12643678] ; [307.12643678  26.87356322],1
p7,1,0.000225,13.608842,[43 59] ; [206 122],[59.06511628 42.93488372] ; [189.93488372 138.06511628],1
n5,1,0.000483,12.181168,[56 46] ; [243  89],[70.2718894 31.7281106] ; [228.7281106 103.2718894],1
p4,1,0.001029,10.774275,[37 64] ; [183 148],[51.43518519 49.56481481] ; [168.56481481 162.43518519],0
s6,1,0.001383,10.228109,[31 70] ; [160 168],[44.96736597 56.03263403] ; [146.03263403 181.96736597],0
s8,1,0.001664,9.887893,[12 89] ; [ 90 243],[23.73732719 77.26267281] ; [ 78.26267281 254.73732719],0
v2,1,0.001729,9.816741,[38 62] ; [179 141],[51.66666667 48.33333333] ; [165.33333333 154.66666667],0
p5,1,0.004651,8.010269,[  2 100] ; [ 37 296],[ 9.14482759 92.85517241] ; [ 29.85517241 303.14482759],0
p6,1,0.005545,7.692538,[18 83] ; [105 222],[29.02570093 71.97429907] ; [ 93.97429907 233.02570093],0
a3,1,0.013122,6.152654,[57 45] ; [229 102],[67.37182448 34.62817552] ; [218.62817552 112.37182448],0
s1,1,0.019836,5.426301,[ 5 95] ; [  4 328],[ 2.08333333 97.91666667] ; [  6.91666667 325.08333333],0
n4,1,0.032561,4.568703,[66 36] ; [252  82],[74.39449541 27.60550459] ; [243.60550459  90.39449541],0
a5,1,0.052706,3.75323,[62 40] ; [237  97],[69.94954128 32.05045872] ; [229.05045872 104.94954128],0
d5,1,0.064761,3.411065,[72 30] ; [265  69],[78.83944954 23.16055046] ; [258.16055046  75.83944954],0
v3,1,0.071085,3.257797,[27 72] ; [120 203],[34.48578199 64.51421801] ; [112.51421801 210.48578199],0
n3,1,0.094489,2.796182,[22 15] ; [54 18],[25.79816514 11.20183486] ; [50.20183486 21.79816514],0
d1,1,0.096444,2.763386,[46 56] ; [182 152],[53.33944954 48.66055046] ; [174.66055046 159.33944954],0
p12,1,0.098999,2.721601,[  1 100] ; [ 15 316],[ 3.74074074 97.25925926] ; [ 12.25925926 318.74074074],0
d3,1,0.104037,2.64254,[60 42] ; [225 108],[66.82758621 35.17241379] ; [218.17241379 114.82758621],0
d4,1,0.106751,2.60168,[71 29] ; [263  71],[76.95852535 23.04147465] ; [257.04147465  76.95852535],0
s3,1,0.119618,2.422321,[31 71] ; [ 75 254],[25.08584687 76.91415313] ; [ 80.91415313 248.08584687],0
n2,1,0.139503,2.183431,[23 17] ; [52 21],[26.54867257 13.45132743] ; [48.45132743 24.54867257],0
d2,1,0.159626,1.977769,[50 50] ; [140 193],[43.87990762 56.12009238] ; [146.12009238 186.87990762],0
a8,1,0.162964,1.946502,[ 6 88] ; [ 34 265],[ 9.56743003 84.43256997] ; [ 30.43256997 268.56743003],0
s7,1,0.189197,1.723857,[20 77] ; [ 87 232],[24.94951923 72.05048077] ; [ 82.05048077 236.94951923],0
r1,1,0.220519,1.500992,[75 27] ; [264  69],[79.48965517 22.51034483] ; [259.51034483  73.48965517],0
a6,1,0.256625,1.286871,[67 35] ; [239  95],[71.58715596 30.41284404] ; [234.41284404  99.58715596],0
a7,1,0.282436,1.15533,[66 35] ; [237  97],[70.35172414 30.64827586] ; [232.64827586 101.35172414],0
b2,1,0.301008,1.069723,[19 42] ; [ 75 120],[22.3984375 38.6015625] ; [ 71.6015625 123.3984375],0
b3,1,0.301008,1.069723,[19 42] ; [ 75 120],[22.3984375 38.6015625] ; [ 71.6015625 123.3984375],0
a4,1,0.304408,1.054783,[37 63] ; [142 190],[41.43518519 58.56481481] ; [137.56481481 194.43518519],0
u3,1,0.353798,0.859788,[26 19] ; [52 53],[23.4 21.6] ; [54.6 50.4],0
n1,1,0.357766,0.845719,[17 22] ; [25 47],[14.75675676 24.24324324] ; [27.24324324 44.75675676],0
u2,1,0.365329,0.819491,[19 24] ; [55 50],[21.5 21.5] ; [52.5 52.5],0
a2,1,0.375187,0.786414,[17 85] ; [ 69 265],[20.11926606 81.88073394] ; [ 65.88073394 268.11926606],0
a1,1,0.388854,0.742522,[ 6 96] ; [ 13 321],[ 4.44495413 97.55504587] ; [ 14.55504587 319.44495413],0
b5,1,0.439615,0.597286,[57 45] ; [201 133],[60.35779817 41.64220183] ; [197.64220183 136.35779817],0
b4,1,0.508346,0.43747,[63 39] ; [194 140],[60.12385321 41.87614679] ; [196.87614679 137.12385321],0
s4,1,0.672073,0.179186,[11 91] ; [ 31 300],[ 9.89376443 92.10623557] ; [ 32.10623557 298.89376443],0
s5,1,0.689395,0.159741,[17 83] ; [ 61 264],[18.35294118 81.64705882] ; [ 59.64705882 265.35294118],0
u1,1,0.8279,0.047261,[12 90] ; [ 42 292],[12.63302752 89.36697248] ; [ 41.36697248 292.63302752],0
p1,1,0.876319,0.024223,[ 8 93] ; [ 28 305],[ 8.37788018 92.62211982] ; [ 27.62211982 305.37788018],0
