Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,4.6e-05,16.607663,[19 56] ; [77 65],[33.1797235 41.8202765] ; [62.8202765 79.1797235],1
r3,1,8.2e-05,15.501576,[62 12] ; [143   3],[68.95454545  5.04545455] ; [136.04545455   9.95454545],1
d3,1,0.006745,7.339707,[42 33] ; [108  38],[50.90497738 24.09502262] ; [99.09502262 46.90497738],0
p11,1,0.007855,7.066218,[53 22] ; [125  21],[60.40723982 14.59276018] ; [117.59276018  28.40723982],0
p3,1,0.012421,6.249744,[31 43] ; [86 58],[39.71559633 34.28440367] ; [77.28440367 66.71559633],0
s4,1,0.018297,5.567513,[11 62] ; [  8 137],[ 6.36238532 66.63761468] ; [ 12.63761468 132.36238532],0
a6,1,0.024785,5.038865,[45 30] ; [109  37],[52.26244344 22.73755656] ; [101.73755656  44.26244344],0
d4,1,0.035696,4.411577,[53 22] ; [121  25],[59.04977376 15.95022624] ; [114.95022624  31.04977376],0
p9,1,0.043694,4.06835,[57 17] ; [127  18],[62.17351598 11.82648402] ; [121.82648402  23.17351598],0
p4,1,0.053636,3.72398,[38 37] ; [93 52],[44.65909091 30.34090909] ; [86.34090909 58.65909091],0
d1,1,0.055163,3.677165,[34 41] ; [86 60],[40.7239819 34.2760181] ; [79.2760181 66.7239819],0
v4,1,0.056212,3.645764,[66  8] ; [139   6],[69.26940639  4.73059361] ; [135.73059361   9.26940639],0
p5,1,0.062293,3.475256,[ 4 70] ; [ 20 126],[ 8.07272727 65.92727273] ; [ 15.92727273 130.07272727],0
r4,1,0.080176,3.061329,[61 14] ; [131  15],[65.15837104  9.84162896] ; [126.84162896  19.15837104],0
p10,1,0.10018,2.702675,[54 20] ; [118  25],[58.65437788 15.34562212] ; [113.34562212  29.65437788],0
p6,1,0.100475,2.697986,[21 52] ; [57 85],[26.48372093 46.51627907] ; [51.51627907 90.48372093],0
a4,1,0.13679,2.213708,[27 46] ; [69 76],[32.14678899 40.85321101] ; [63.85321101 81.14678899],0
a2,1,0.139427,2.184276,[12 63] ; [ 36 110],[16.28959276 58.71040724] ; [ 31.71040724 114.28959276],0
n6,1,0.174892,1.840503,[57 18] ; [122  24],[60.74660633 14.25339367] ; [118.25339367  27.74660633],0
a7,1,0.201495,1.631507,[51 24] ; [111  35],[54.97737557 20.02262443] ; [107.02262443  38.97737557],0
p2,1,0.211278,1.562646,[62 12] ; [130  15],[64.87671233  9.12328767] ; [127.12328767  17.87671233],0
a3,1,0.211446,1.561497,[47 26] ; [106  40],[51. 22.] ; [102.  44.],0
d5,1,0.221422,1.495132,[57 18] ; [121  25],[60.40723982 14.59276018] ; [117.59276018  28.40723982],0
b1,1,0.225138,1.471315,[33 42] ; [52 94],[28.84615385 46.15384615] ; [56.15384615 89.84615385],0
p8,1,0.225619,1.468269,[39 35] ; [87 55],[43.16666667 30.83333333] ; [82.83333333 59.16666667],0
p7,1,0.273903,1.197097,[46 27] ; [102  43],[49.55963303 23.44036697] ; [98.44036697 46.55963303],0
s3,1,0.274851,1.192376,[18 56] ; [ 26 118],[14.93577982 59.06422018] ; [ 29.06422018 114.93577982],0
r1,1,0.296929,1.087935,[57 17] ; [121  25],[59.87272727 14.12727273] ; [118.12727273  27.87272727],0
d2,1,0.35016,0.872876,[31 44] ; [70 76],[34.2760181 40.7239819] ; [66.7239819 79.2760181],0
u3,1,0.382629,0.762237,[17 11] ; [20 20],[15.23529412 12.76470588] ; [21.76470588 18.23529412],0
a5,1,0.399401,0.71013,[52 23] ; [109  37],[54.63800905 20.36199095] ; [106.36199095  39.63800905],0
