Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,49.537296,[ 3 23] ; [93 20],[17.95683453  8.04316547] ; [78.04316547 34.95683453],1
n2,1,0.053199,3.737664,[4 8] ; [32 18],[6.96774194 5.03225806] ; [29.03225806 20.96774194],0
d5,1,0.056908,3.625271,[13 13] ; [78 34],[17.14492754  8.85507246] ; [73.85507246 38.14492754],0
s7,1,0.071736,3.242853,[ 2 20] ; [29 78],[ 5.28682171 16.71317829] ; [25.71317829 81.28682171],0
a4,1,0.074447,3.182133,[ 6 20] ; [47 65],[ 9.98550725 16.01449275] ; [43.01449275 68.98550725],0
v2,1,0.08091,3.046527,[ 4 22] ; [36 74],[ 7.64705882 18.35294118] ; [32.35294118 77.64705882],0
a6,1,0.085282,2.961241,[10 16] ; [64 48],[13.94202899 12.05797101] ; [60.05797101 51.94202899],0
b1,1,0.089235,2.888122,[17  9] ; [53 60],[13.09352518 12.90647482] ; [56.90647482 56.09352518],0
n1,1,0.093385,2.815027,[ 2 10] ; [21 28],[4.52459016 7.47540984] ; [18.47540984 30.52459016],0
s5,1,0.163184,1.944472,[ 2 24] ; [21 89],[ 4.39705882 21.60294118] ; [18.60294118 91.39705882],0
p6,1,0.179398,1.802607,[ 3 22] ; [27 84],[ 5.51470588 19.48529412] ; [24.48529412 86.51470588],0
s3,1,0.185473,1.753212,[ 7 18] ; [47 64],[ 9.92647059 15.07352941] ; [44.07352941 66.92647059],0
b4,1,0.239128,1.385727,[18  8] ; [64 49],[15.3381295 10.6618705] ; [66.6618705 46.3381295],0
p4,1,0.239385,1.384214,[ 7 19] ; [44 68],[ 9.60869565 16.39130435] ; [41.39130435 70.60869565],0
p12,1,0.252952,1.306926,[ 1 25] ; [  1 112],[ 0.37410072 25.62589928] ; [  1.62589928 111.37410072],0
p9,1,0.296916,1.087994,[ 6 19] ; [38 71],[ 8.20895522 16.79104478] ; [35.79104478 73.20895522],0
n6,1,0.322362,0.979339,[14 12] ; [72 40],[16.20289855  9.79710145] ; [69.79710145 42.20289855],0
a2,1,0.375868,0.784174,[ 2 24] ; [16 97],[ 3.36690647 22.63309353] ; [14.63309353 98.36690647],0
p7,1,0.395273,0.722658,[ 9 17] ; [49 63],[10.92753623 15.07246377] ; [47.07246377 64.92753623],0
p3,1,0.476443,0.506993,[ 6 20] ; [34 79],[ 7.48201439 18.51798561] ; [32.51798561 80.48201439],0
p2,1,0.539303,0.376834,[13 13] ; [64 49],[14.4028777 11.5971223] ; [62.5971223 50.4028777],0
b5,1,0.708061,0.140221,[16 10] ; [65 48],[15.15107914 10.84892086] ; [65.84892086 47.15107914],0
u2,1,0.788497,0.071965,[ 7 11] ; [20 27],[ 7.47692308 10.52307692] ; [19.52307692 27.47692308],0
a1,1,0.849749,0.035887,[ 2 24] ; [ 10 103],[ 2.24460432 23.75539568] ; [  9.75539568 103.24460432],0
b3,1,0.915299,0.011312,[ 6 13] ; [20 46],[ 5.81176471 13.18823529] ; [20.18823529 45.81176471],0
b2,1,0.915299,0.011312,[ 6 13] ; [20 46],[ 5.81176471 13.18823529] ; [20.18823529 45.81176471],0
n5,1,0.921981,0.009592,[15 11] ; [64 49],[14.77697842 11.22302158] ; [64.22302158 48.77697842],0
p5,1,0.924916,0.008882,[ 1 24] ; [  5 108],[ 1.08695652 23.91304348] ; [  4.91304348 108.08695652],0
s4,1,0.931319,0.007428,[ 4 22] ; [18 94],[ 4.14492754 21.85507246] ; [17.85507246 94.14492754],0
p1,1,0.944012,0.004932,[ 2 24] ; [  9 102],[ 2.08759124 23.91240876] ; [  8.91240876 102.08759124],0
s1,1,0.944012,0.004932,[ 2 24] ; [  9 102],[ 2.08759124 23.91240876] ; [  8.91240876 102.08759124],0
n4,1,0.946867,0.004441,[15 11] ; [66 47],[15.15107914 10.84892086] ; [65.84892086 47.15107914],0
n3,1,1.0,0.0,[7 5] ; [28 20],[7. 5.] ; [28. 20.],0
