Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,49.537296,[ 3 23] ; [93 20],[17.95683453  8.04316547] ; [78.04316547 34.95683453],1
r3,1,2e-06,22.826346,[11 15] ; [96 16],[20.15942029  5.84057971] ; [86.84057971 25.15942029],1
r1,1,4.7e-05,16.557524,[ 7 19] ; [79 34],[16.08633094  9.91366906] ; [69.91366906 43.08633094],1
v4,1,0.000105,15.038988,[13 13] ; [95 17],[20.34782609  5.65217391] ; [87.65217391 24.34782609],1
d1,1,0.001959,9.587353,[ 4 22] ; [55 58],[11.03597122 14.96402878] ; [47.96402878 65.03597122],0
d4,1,0.002134,9.430797,[11 15] ; [81 29],[17.58823529  8.41176471] ; [74.41176471 35.58823529],0
s6,1,0.003683,8.433788,[ 4 22] ; [52 60],[10.55072464 15.44927536] ; [45.44927536 66.55072464],0
u3,1,0.004024,8.272917,[ 3 15] ; [27 21],[8.18181818 9.81818182] ; [21.81818182 26.18181818],0
a5,1,0.010184,6.602405,[ 7 19] ; [62 51],[12.90647482 13.09352518] ; [56.09352518 56.90647482],0
a8,1,0.012321,6.264025,[ 5 18] ; [  6 100],[ 1.96124031 21.03875969] ; [ 9.03875969 96.96124031],0
s2,1,0.01457,5.967781,[ 2 24] ; [35 77],[ 6.97101449 19.02898551] ; [30.02898551 81.97101449],0
a3,1,0.020702,5.351739,[ 8 17] ; [65 48],[13.22463768 11.77536232] ; [59.77536232 53.22463768],0
d3,1,0.023871,5.103955,[ 8 18] ; [62 50],[13.1884058 12.8115942] ; [56.8115942 55.1884058],0
v3,1,0.025459,4.992398,[ 1 25] ; [25 83],[ 5.04477612 20.95522388] ; [20.95522388 87.04477612],0
p11,1,0.036583,4.369705,[ 7 19] ; [56 57],[11.78417266 14.21582734] ; [51.21582734 61.78417266],0
a7,1,0.039204,4.251986,[10 16] ; [68 44],[14.69565217 11.30434783] ; [63.30434783 48.69565217],0
p8,1,0.046709,3.95584,[ 3 22] ; [35 75],[ 7.03703704 17.96296296] ; [30.96296296 79.03703704],0
d2,1,0.0496,3.854918,[ 7 19] ; [53 57],[11.47058824 14.52941176] ; [48.52941176 61.47058824],0
