Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,118.969512,[ 47 173] ; [239 111],[110.38596491 109.61403509] ; [175.61403509 174.38596491],1
p6,1,0.0,74.816375,[ 28 187] ; [170 178],[ 75.61278863 139.38721137] ; [122.38721137 225.61278863],1
p2,1,0.0,46.112792,[157  63] ; [324  26],[185.64912281  34.35087719] ; [295.35087719  54.64912281],1
p7,1,0.0,41.886377,[ 93 116] ; [250  97],[128.93345324  80.06654676] ; [214.06654676 132.93345324],1
p8,1,0.0,34.972002,[ 78 137] ; [216 133],[112.07446809 102.92553191] ; [181.92553191 167.07446809],1
v1,1,0.0,30.1868,[ 84 131] ; [214 126],[115.44144144  99.55855856] ; [182.55855856 157.44144144],1
n5,1,0.0,26.445608,[133  86] ; [280  68],[159.51851852  59.48148148] ; [253.48148148  94.51851852],1
n4,1,1e-06,23.944956,[145  76] ; [292  58],[169.13660245  51.86339755] ; [267.86339755  82.13660245],1
s6,1,2e-06,22.2663,[122  97] ; [256  86],[147.56149733  71.43850267] ; [230.43850267 111.56149733],1
p11,1,9e-06,19.71569,[146  75] ; [289  62],[168.06818182  52.93181818] ; [266.93181818  84.06818182],1
p5,1,2.1e-05,18.105115,[  8 211] ; [ 52 296],[ 23.17460317 195.82539683] ; [ 36.82539683 311.17460317],1
n6,1,4.5e-05,16.640498,[165  55] ; [306  41],[182.75132275  37.24867725] ; [288.24867725  58.75132275],1
r4,1,0.00011,14.948396,[185  36] ; [329  22],[198.59090909  22.40909091] ; [315.40909091  35.59090909],1
p10,1,0.000122,14.764704,[158  58] ; [299  48],[175.3321492  40.6678508] ; [281.6678508  65.3321492],1
s7,1,0.000233,13.542319,[ 79 135] ; [174 154],[ 99.89298893 114.10701107] ; [153.10701107 174.89298893],1
a5,1,0.000244,13.458824,[152  69] ; [288  63],[170.  51.] ; [270.  81.],1
r1,1,0.000333,12.876994,[164  55] ; [301  46],[179.9204947  39.0795053] ; [285.0795053  61.9204947],1
u1,1,0.000497,12.126616,[ 37 184] ; [104 247],[ 54.47727273 166.52272727] ; [ 86.52272727 264.47727273],1
s2,1,0.000684,11.531782,[ 91 130] ; [192 152],[110.69557522 110.30442478] ; [172.30442478 171.69557522],1
d1,1,0.001963,9.583544,[143  78] ; [269  82],[159.18181818  61.81818182] ; [252.81818182  98.18181818],0
v4,1,0.002158,9.410396,[199  19] ; [338  10],[206.83038869  11.16961131] ; [330.16961131  17.83038869],0
s5,1,0.002556,9.100186,[ 51 160] ; [123 214],[ 66.99635036 144.00364964] ; [107.00364964 229.99635036],0
s8,1,0.003694,8.428185,[ 79 142] ; [167 180],[ 95.71478873 125.28521127] ; [150.28521127 196.71478873],0
p9,1,0.005569,7.684587,[168  45] ; [305  43],[179.58823529  33.41176471] ; [293.41176471  54.58823529],0
d3,1,0.014884,5.930133,[169  51] ; [298  53],[179.92994746  40.07005254] ; [287.07005254  63.92994746],0
r3,1,0.024756,5.040872,[204  15] ; [338  10],[209.34391534   9.65608466] ; [332.65608466  15.34391534],0
p12,1,0.025887,4.963584,[ 10 209] ; [ 34 317],[ 16.90526316 202.09473684] ; [ 27.09473684 323.90526316],0
d2,1,0.052282,3.766738,[106 115] ; [197 153],[117.2732049 103.7267951] ; [185.7267951 164.2732049],0
v3,1,0.053766,3.719955,[ 71 142] ; [138 194],[ 81.68256881 131.31743119] ; [127.31743119 204.68256881],0
a2,1,0.057132,3.618754,[ 60 161] ; [122 229],[ 70.31818182 150.68181818] ; [111.68181818 239.31818182],0
v2,1,0.06264,3.466059,[111  94] ; [211 128],[121.34191176  83.65808824] ; [200.65808824 138.34191176],0
s3,1,0.068192,3.326022,[108 111] ; [195 146],[118.49464286 100.50535714] ; [184.50535714 156.49464286],0
a4,1,0.079214,3.080958,[ 97 124] ; [180 170],[107.21015762 113.78984238] ; [169.78984238 180.21015762],0
b5,1,0.099563,2.71253,[154  67] ; [221 130],[144.88636364  76.11363636] ; [230.11363636 120.88636364],0
p1,1,0.11238,2.520436,[ 13 205] ; [ 34 315],[ 18.07054674 199.92945326] ; [ 28.92945326 320.07054674],0
u3,1,0.153076,2.041331,[34 26] ; [60 28],[38.10810811 21.89189189] ; [55.89189189 32.10810811],0
d4,1,0.176933,1.823198,[193  28] ; [319  32],[197.81818182  23.18181818] ; [314.18181818  36.81818182],0
a1,1,0.262036,1.257969,[  8 213] ; [ 20 331],[ 10.81818182 210.18181818] ; [ 17.18181818 333.81818182],0
s4,1,0.267361,1.230237,[ 30 189] ; [ 59 284],[ 34.68149466 184.31850534] ; [ 54.31850534 288.68149466],0
a8,1,0.292665,1.107319,[ 34 168] ; [ 41 264],[ 29.8816568 172.1183432] ; [ 45.1183432 259.8816568],0
a6,1,0.314522,1.011593,[169  51] ; [282  69],[173.76532399  46.23467601] ; [277.23467601  73.76532399],0
b3,1,0.37424,0.789539,[37 81] ; [ 81 143],[40.71345029 77.28654971] ; [ 77.28654971 146.71345029],0
b2,1,0.37424,0.789539,[37 81] ; [ 81 143],[40.71345029 77.28654971] ; [ 77.28654971 146.71345029],0
u2,1,0.393793,0.727198,[32 26] ; [56 34],[34.48648649 23.51351351] ; [53.51351351 36.48648649],0
