Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,42.379937,[51 29] ; [ 5 53],[32.46376812 47.53623188] ; [23.53623188 34.46376812],1
a3,1,0.0,33.914792,[68 12] ; [21 36],[51.97080292 28.02919708] ; [37.02919708 19.97080292],1
d2,1,4.8e-05,16.517293,[49 30] ; [16 43],[37.21014493 41.78985507] ; [27.78985507 31.21014493],1
n4,1,5.4e-05,16.293626,[59 20] ; [24 35],[47.51449275 31.48550725] ; [35.48550725 23.51449275],1
d1,1,9.2e-05,15.287545,[49 32] ; [16 43],[37.60714286 43.39285714] ; [27.39285714 31.60714286],1
d5,1,0.000233,13.544044,[67 13] ; [32 26],[57.39130435 22.60869565] ; [41.60869565 16.39130435],1
d3,1,0.001349,10.273843,[53 27] ; [22 35],[43.79562044 36.20437956] ; [31.20437956 25.79562044],0
a6,1,0.002124,9.439455,[56 24] ; [26 33],[47.1942446 32.8057554] ; [34.8057554 24.1942446],0
d4,1,0.003858,8.349333,[67 13] ; [36 22],[59.71014493 20.28985507] ; [43.28985507 14.71014493],0
u1,1,0.010727,6.510068,[14 67] ; [ 2 57],[ 9.25714286 71.74285714] ; [ 6.74285714 52.25714286],0
r1,1,0.011237,6.427463,[58 21] ; [31 28],[50.94927536 28.05072464] ; [38.05072464 20.94927536],0
r4,1,0.028154,4.818609,[56 25] ; [30 29],[49.75714286 31.24285714] ; [36.24285714 22.75714286],0
a8,1,0.028483,4.798587,[12 64] ; [ 2 52],[ 8.18461538 67.81538462] ; [ 5.81538462 48.18461538],0
r3,1,0.031699,4.614697,[63 17] ; [36 22],[57.39130435 22.60869565] ; [41.60869565 16.39130435],0
n6,1,0.046676,3.957035,[49 29] ; [27 32],[43.27007299 34.72992701] ; [32.72992701 26.27007299],0
b4,1,0.056208,3.645875,[39 42] ; [38 21],[44.55 36.45] ; [32.45 26.55],0
r2,1,0.05668,3.631966,[71  7] ; [47 12],[67.18248175 10.81751825] ; [50.81751825  8.18248175],0
v4,1,0.069562,3.293336,[68 12] ; [42 16],[63.76811594 16.23188406] ; [46.23188406 11.76811594],0
u3,1,0.081822,3.02834,[ 2 11] ; [16 22],[4.58823529 8.41176471] ; [13.41176471 24.58823529],0
a7,1,0.087778,2.914655,[58 22] ; [34 24],[53.33333333 26.66666667] ; [38.66666667 19.33333333],0
v2,1,0.106537,2.604854,[33 44] ; [16 39],[28.58333333 48.41666667] ; [20.41666667 34.58333333],0
v1,1,0.126584,2.333903,[34 47] ; [17 41],[29.71942446 51.28057554] ; [21.28057554 36.71942446],0
u2,1,0.128955,2.305043,[ 3 10] ; [17 19],[5.30612245 7.69387755] ; [14.69387755 21.30612245],0
p7,1,0.142912,2.146323,[32 45] ; [17 41],[27.94814815 49.05185185] ; [21.05185185 36.94814815],0
a1,1,0.14383,2.1365,[10 71] ; [ 3 56],[ 7.52142857 73.47857143] ; [ 5.47857143 53.52142857],0
s7,1,0.163267,1.9437,[27 49] ; [13 41],[23.38461538 52.61538462] ; [16.61538462 37.38461538],0
s5,1,0.168511,1.896142,[19 56] ; [ 9 49],[15.78947368 59.21052632] ; [12.21052632 45.78947368],0
p9,1,0.198853,1.650778,[43 34] ; [24 30],[39.38167939 37.61832061] ; [27.61832061 26.38167939],0
b1,1,0.210422,1.568518,[38 43] ; [34 25],[41.65714286 39.34285714] ; [30.34285714 28.65714286],0
p10,1,0.251957,1.312417,[40 40] ; [22 33],[36.74074074 43.25925926] ; [25.25925926 29.74074074],0
v3,1,0.281199,1.161286,[22 53] ; [12 45],[19.31818182 55.68181818] ; [14.68181818 42.31818182],0
s8,1,0.292413,1.10848,[21 59] ; [11 48],[18.41726619 61.58273381] ; [13.58273381 45.41726619],0
p2,1,0.304887,1.052694,[35 45] ; [31 28],[37.98561151 42.01438849] ; [28.01438849 30.98561151],0
s6,1,0.329534,0.950729,[37 43] ; [22 36],[34.20289855 45.79710145] ; [24.79710145 33.20289855],0
p1,1,0.399557,0.70966,[ 4 77] ; [ 5 54],[ 5.20714286 75.79285714] ; [ 3.79285714 55.20714286],0
