Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,33.420994,[37 42] ; [ 1 56],[22.07352941 56.92647059] ; [15.92647059 41.07352941],1
a5,1,7e-06,20.16771,[53 26] ; [16 41],[40.08088235 38.91911765] ; [28.91911765 28.08088235],1
d4,1,0.000121,14.775535,[59 20] ; [24 33],[48.21323529 30.78676471] ; [34.78676471 22.21323529],1
a3,1,0.00045,12.313623,[51 28] ; [19 37],[40.96296296 38.03703704] ; [29.03703704 26.96296296],1
a4,1,0.000458,12.281186,[31 47] ; [ 7 50],[21.95555556 56.04444444] ; [16.04444444 40.95555556],1
d3,1,0.001745,9.800088,[43 35] ; [16 41],[34.08888889 43.91111111] ; [24.91111111 32.08888889],0
d2,1,0.003428,8.564481,[35 42] ; [12 45],[27.00746269 49.99253731] ; [19.99253731 37.00746269],0
a7,1,0.005986,7.554655,[52 27] ; [24 33],[44.14705882 34.85294118] ; [31.85294118 25.14705882],0
a6,1,0.014378,5.991151,[50 29] ; [24 33],[42.98529412 36.01470588] ; [31.01470588 25.98529412],0
u2,1,0.018422,5.555536,[17 11] ; [12 26],[12.3030303 15.6969697] ; [16.6969697 21.3030303],0
p10,1,0.029298,4.75,[54 22] ; [30 27],[48. 28.] ; [36. 21.],0
a2,1,0.033601,4.514877,[ 9 70] ; [ 1 56],[ 5.80882353 73.19117647] ; [ 4.19117647 52.80882353],0
r2,1,0.033611,4.5144,[62 13] ; [38 19],[56.81818182 18.18181818] ; [43.18181818 13.81818182],0
v4,1,0.069327,3.298872,[65 13] ; [40 17],[60.66666667 17.33333333] ; [44.33333333 12.66666667],0
p11,1,0.088049,2.909678,[53 26] ; [30 27],[48.21323529 30.78676471] ; [34.78676471 22.21323529],0
p3,1,0.100533,2.697068,[33 46] ; [16 41],[28.46323529 50.53676471] ; [20.53676471 36.46323529],0
r3,1,0.108179,2.580629,[62 17] ; [37 19],[57.93333333 21.06666667] ; [41.06666667 14.93333333],0
u3,1,0.127978,2.316865,[12 15] ; [10 28],[ 9.13846154 17.86153846] ; [12.86153846 25.13846154],0
r4,1,0.131423,2.275616,[45 34] ; [25 32],[40.66176471 38.33823529] ; [29.33823529 27.66176471],0
p12,1,0.167202,1.907851,[ 1 78] ; [ 3 53],[ 2.34074074 76.65925926] ; [ 1.65925926 54.34074074],0
p4,1,0.170684,1.876923,[37 42] ; [20 37],[33.11029412 45.88970588] ; [23.88970588 33.11029412],0
n3,1,0.172037,1.865107,[13 13] ; [14  6],[15.26086957 10.73913043] ; [11.73913043  8.26086957],0
n6,1,0.235132,1.409546,[58 20] ; [37 20],[54.88888889 23.11111111] ; [40.11111111 16.88888889],0
n4,1,0.251225,1.31648,[48 31] ; [29 28],[44.72794118 34.27205882] ; [32.27205882 24.72794118],0
s7,1,0.325013,0.968667,[24 50] ; [14 43],[21.46564885 52.53435115] ; [16.53435115 40.46564885],0
s8,1,0.360663,0.835585,[19 60] ; [10 47],[16.84558824 62.15441176] ; [12.15441176 44.84558824],0
s4,1,0.360663,0.835585,[19 60] ; [10 47],[16.84558824 62.15441176] ; [12.15441176 44.84558824],0
p9,1,0.366516,0.815444,[57 19] ; [38 18],[54.6969697 21.3030303] ; [40.3030303 15.6969697],0
n1,1,0.391278,0.734966,[11 15] ; [ 6 14],[ 9.60869565 16.39130435] ; [ 7.39130435 12.60869565],0
p2,1,0.395516,0.721916,[54 23] ; [36 21],[51.71641791 25.28358209] ; [38.28358209 18.71641791],0
v1,1,0.424725,0.637204,[20 57] ; [11 44],[18.08333333 58.91666667] ; [12.91666667 42.08333333],0
v3,1,0.44545,0.582204,[10 68] ; [10 47],[11.55555556 66.44444444] ; [ 8.44444444 48.55555556],0
b1,1,0.46757,0.527713,[34 45] ; [21 36],[31.94852941 47.05147059] ; [23.05147059 33.94852941],0
b3,1,0.473851,0.512981,[18 28] ; [11 24],[16.4691358 29.5308642] ; [12.5308642 22.4691358],0
b2,1,0.473851,0.512981,[18 28] ; [11 24],[16.4691358 29.5308642] ; [12.5308642 22.4691358],0
n2,1,0.514643,0.424615,[18  8] ; [12  8],[16.95652174  9.04347826] ; [13.04347826  6.95652174],0
p1,1,0.533704,0.387334,[ 7 71] ; [ 7 50],[ 8.08888889 69.91111111] ; [ 5.91111111 51.08888889],0
