Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.000406,12.50531,[ 1 11] ; [23 11],[6.26086957 5.73913043] ; [17.73913043 16.26086957],1
d4,1,0.000527,12.016254,[6 6] ; [32  2],[9.91304348 2.08695652] ; [28.08695652  5.91304348],1
a5,1,0.009864,6.659378,[7 5] ; [31  3],[9.91304348 2.08695652] ; [28.08695652  5.91304348],0
d2,1,0.010404,6.564367,[3 9] ; [23 11],[6.7826087 5.2173913] ; [19.2173913 14.7826087],0
a3,1,0.014564,5.968444,[5 7] ; [27  7],[8.34782609 3.65217391] ; [23.65217391 10.34782609],0
d3,1,0.023002,5.168378,[4 8] ; [24 10],[7.30434783 4.69565217] ; [20.69565217 13.30434783],0
p1,1,0.024778,5.039333,[5 7] ; [ 4 30],[2.34782609 9.65217391] ; [ 6.65217391 27.34782609],0
n4,1,0.06365,3.43962,[10  2] ; [18 16],[7.30434783 4.69565217] ; [20.69565217 13.30434783],0
p11,1,0.06365,3.43962,[10  2] ; [18 16],[7.30434783 4.69565217] ; [20.69565217 13.30434783],0
s1,1,0.067366,3.346055,[3 9] ; [ 2 32],[ 1.30434783 10.69565217] ; [ 3.69565217 30.30434783],0
v2,1,0.237862,1.393222,[5 6] ; [21 11],[6.65116279 4.34883721] ; [19.34883721 12.65116279],0
b1,1,0.242396,1.366607,[8 4] ; [16 18],[6.26086957 5.73913043] ; [17.73913043 16.26086957],0
p4,1,0.248138,1.333759,[3 8] ; [16 18],[4.64444444 6.35555556] ; [14.35555556 19.64444444],0
r3,1,0.25435,1.299253,[10  2] ; [32  2],[10.95652174  1.04347826] ; [31.04347826  2.95652174],0
p5,1,0.272471,1.204266,[3 9] ; [ 4 30],[ 1.82608696 10.17391304] ; [ 5.17391304 28.82608696],0
s7,1,0.293429,1.103819,[5 7] ; [19 13],[6.54545455 5.45454545] ; [17.45454545 14.54545455],0
s8,1,0.304981,1.052288,[5 7] ; [20 14],[6.52173913 5.47826087] ; [18.47826087 15.52173913],0
n5,1,0.318236,0.996182,[9 3] ; [20 14],[7.56521739 4.43478261] ; [21.43478261 12.56521739],0
p8,1,0.325331,0.967393,[5 7] ; [ 9 25],[3.65217391 8.34782609] ; [10.34782609 23.65217391],0
v3,1,0.382519,0.762589,[6 6] ; [11 20],[4.74418605 7.25581395] ; [12.25581395 18.74418605],0
p12,1,0.418609,0.654218,[3 9] ; [ 5 29],[2.08695652 9.91304348] ; [ 5.91304348 28.08695652],0
n6,1,0.439974,0.596351,[11  1] ; [28  6],[10.17391304  1.82608696] ; [28.82608696  5.17391304],0
a8,1,0.497305,0.460684,[ 2 10] ; [ 3 29],[ 1.36363636 10.63636364] ; [ 3.63636364 28.36363636],0
v1,1,0.50187,0.45098,[5 7] ; [18 16],[6. 6.] ; [17. 17.],0
a6,1,0.514212,0.425486,[8 4] ; [19 15],[7.04347826 4.95652174] ; [19.95652174 14.04347826],0
u3,1,0.59298,0.285714,[4 3] ; [3 4],[3.5 3.5] ; [3.5 3.5],0
p7,1,0.632215,0.229069,[4 8] ; [14 20],[4.69565217 7.30434783] ; [13.30434783 20.69565217],0
s6,1,0.664663,0.187908,[10  2] ; [30  4],[10.43478261  1.56521739] ; [29.56521739  4.43478261],0
s2,1,0.694182,0.154596,[7 5] ; [22 12],[7.56521739 4.43478261] ; [21.43478261 12.56521739],0
s4,1,0.71077,0.13751,[4 8] ; [13 20],[4.53333333 7.46666667] ; [12.46666667 20.53333333],0
r4,1,0.742668,0.107795,[11  1] ; [30  4],[10.69565217  1.30434783] ; [30.30434783  3.69565217],0
v4,1,0.742668,0.107795,[11  1] ; [30  4],[10.69565217  1.30434783] ; [30.30434783  3.69565217],0
p10,1,0.751731,0.100083,[8 3] ; [23 11],[7.57777778 3.42222222] ; [23.42222222 10.57777778],0
p6,1,0.762308,0.091477,[4 8] ; [13 21],[4.43478261 7.56521739] ; [12.56521739 21.43478261],0
s3,1,0.802816,0.062353,[6 5] ; [20 14],[6.35555556 4.64444444] ; [19.64444444 14.35555556],0
b3,1,0.815076,0.054701,[2 4] ; [10 16],[2.25 3.75] ; [ 9.75 16.25],0
b2,1,0.815076,0.054701,[2 4] ; [10 16],[2.25 3.75] ; [ 9.75 16.25],0
b4,1,0.834142,0.043845,[7 5] ; [21 13],[7.30434783 4.69565217] ; [20.69565217 13.30434783],0
p3,1,0.834142,0.043845,[5 7] ; [13 21],[4.69565217 7.30434783] ; [13.30434783 20.69565217],0
p9,1,0.846038,0.037704,[8 4] ; [23 10],[8.26666667 3.73333333] ; [22.73333333 10.26666667],0
b5,1,0.860802,0.030749,[6 6] ; [18 16],[6.26086957 5.73913043] ; [17.73913043 16.26086957],0
r1,1,0.920551,0.009948,[9 3] ; [25  9],[8.86956522 3.13043478] ; [25.13043478  8.86956522],0
a7,1,0.976346,0.000879,[7 5] ; [20 14],[7.04347826 4.95652174] ; [19.95652174 14.04347826],0
