Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,31.054175,[ 85 154] ; [94 51],[111.40885417 127.59114583] ; [67.59114583 77.40885417],1
p10,1,0.004587,8.03554,[177  64] ; [126  21],[188.20360825  52.79639175] ; [114.79639175  32.20360825],0
n2,1,0.004657,8.007961,[50 26] ; [27  2],[55.73333333 20.26666667] ; [21.26666667  7.73333333],0
r3,1,0.007695,7.103113,[207  34] ; [139   8],[214.91237113  26.08762887] ; [131.08762887  15.91237113],0
n3,1,0.009424,6.740673,[44 30] ; [25  4],[49.57281553 24.42718447] ; [19.42718447  9.57281553],0
p3,1,0.010453,6.556014,[ 97 145] ; [79 69],[109.21025641 132.78974359] ; [66.78974359 81.21025641],0
a7,1,0.011415,6.399519,[154  89] ; [112  36],[165.31457801  77.68542199] ; [100.68542199  47.31457801],0
r1,1,0.015894,5.814545,[167  74] ; [119  29],[177.18766067  63.81233933] ; [108.81233933  39.18766067],0
p7,1,0.019411,5.464107,[131 108] ; [97 48],[141.90625  97.09375] ; [86.09375 58.90625],0
p9,1,0.022455,5.210168,[187  51] ; [129  18],[195.34545455  42.65454545] ; [120.65454545  26.34545455],0
p1,1,0.022964,5.171234,[ 23 219] ; [  5 143],[ 17.37435897 224.62564103] ; [ 10.62564103 137.37435897],0
s1,1,0.023283,5.147279,[ 12 228] ; [  1 144],[  8.1038961 231.8961039] ; [  4.8961039 140.1038961],0
p4,1,0.023355,5.141936,[132 111] ; [97 50],[142.68461538 100.31538462] ; [86.31538462 60.68461538],0
d4,1,0.024718,5.043503,[178  65] ; [123  25],[187.06649616  55.93350384] ; [113.93350384  34.06649616],0
a5,1,0.031326,4.635006,[166  77] ; [116  32],[175.25831202  67.74168798] ; [106.74168798  41.25831202],0
p6,1,0.032598,4.566783,[ 78 163] ; [63 83],[ 87.80620155 153.19379845] ; [53.19379845 92.80620155],0
p11,1,0.036291,4.383384,[176  67] ; [121  27],[184.58056266  58.41943734] ; [112.41943734  35.58056266],0
u1,1,0.042478,4.116037,[ 32 211] ; [ 31 117],[ 39.15345269 203.84654731] ; [ 23.84654731 124.15345269],0
d3,1,0.042568,4.112477,[142 100] ; [102  46],[151.40512821  90.59487179] ; [92.59487179 55.40512821],0
d5,1,0.080054,3.063808,[180  63] ; [121  27],[187.06649616  55.93350384] ; [113.93350384  34.06649616],0
r4,1,0.095869,2.772949,[196  47] ; [129  19],[201.98209719  41.01790281] ; [123.01790281  24.98209719],0
v4,1,0.099066,2.720512,[216  27] ; [138   9],[220.56923077  22.43076923] ; [133.43076923  13.56923077],0
u3,1,0.109049,2.567943,[37 46] ; [24 16],[41.16260163 41.83739837] ; [19.83739837 20.16260163],0
s6,1,0.116345,2.46585,[148  89] ; [104  44],[155.12727273  81.87272727] ; [96.87272727 51.12727273],0
d1,1,0.128795,2.306973,[122 121] ; [86 62],[129.2685422 113.7314578] ; [78.7314578 69.2685422],0
s7,1,0.148013,2.09261,[ 99 135] ; [70 70],[105.73796791 128.26203209] ; [63.26203209 76.73796791],0
a3,1,0.173301,1.854159,[160  81] ; [108  40],[166.03598972  74.96401028] ; [101.96401028  46.03598972],0
s8,1,0.209496,1.574907,[ 86 156] ; [62 86],[ 91.83589744 150.16410256] ; [56.16410256 91.83589744],0
s4,1,0.279457,1.169728,[ 53 185] ; [ 26 121],[ 48.83636364 189.16363636] ; [ 30.16363636 116.83636364],0
s2,1,0.296343,1.09058,[107 135] ; [73 74],[111.97943445 130.02056555] ; [68.02056555 78.97943445],0
b5,1,0.3072,1.042676,[140 103] ; [93 55],[144.8056266  98.1943734] ; [88.1943734 59.8056266],0
u2,1,0.339108,0.913801,[37 46] ; [21 18],[39.45901639 43.54098361] ; [18.54098361 20.45901639],0
s3,1,0.340998,0.906676,[133 109] ; [74 74],[128.44615385 113.55384615] ; [78.55384615 69.44615385],0
a6,1,0.351766,0.867075,[158  85] ; [103  45],[162.20716113  80.79283887] ; [98.79283887 49.20716113],0
d2,1,0.403378,0.698234,[110 131] ; [74 74],[113.99485861 127.00514139] ; [70.00514139 77.99485861],0
u4,1,0.407486,0.686124,[  4 239] ; [  1 147],[  3.10741688 239.89258312] ; [  1.89258312 146.10741688],0
n4,1,0.409686,0.679713,[200  42] ; [127  21],[202.90769231  39.09230769] ; [124.09230769  23.90769231],0
s5,1,0.462448,0.539964,[ 71 166] ; [48 95],[ 74.21842105 162.78157895] ; [44.78157895 98.21842105],0
a8,1,0.490408,0.475631,[ 34 194] ; [ 24 112],[ 36.32967033 191.67032967] ; [ 21.67032967 114.32967033],0
a2,1,0.575686,0.313261,[ 50 193] ; [ 34 114],[ 52.20460358 190.79539642] ; [ 31.79539642 116.20460358],0
p5,1,0.577331,0.31057,[ 27 213] ; [ 14 134],[ 25.36082474 214.63917526] ; [ 15.63917526 132.36082474],0
p8,1,0.582078,0.302887,[118 122] ; [76 70],[120.62176166 119.37823834] ; [73.37823834 72.62176166],0
p12,1,0.647409,0.209182,[ 14 227] ; [  7 141],[ 13.01028278 227.98971722] ; [  7.98971722 140.01028278],0
a1,1,0.712928,0.13537,[ 10 233] ; [  5 143],[  9.32225064 233.67774936] ; [  5.67774936 142.32225064],0
n1,1,0.771481,0.084354,[35 41] ; [12 16],[34.34615385 41.65384615] ; [12.65384615 15.34615385],0
b2,1,0.788458,0.071992,[54 90] ; [34 61],[53.0209205 90.9790795] ; [34.9790795 60.0209205],0
b3,1,0.788458,0.071992,[54 90] ; [34 61],[53.0209205 90.9790795] ; [34.9790795 60.0209205],0
b4,1,0.81647,0.053865,[135 108] ; [84 64],[136.10485934 106.89514066] ; [82.89514066 65.10485934],0
b1,1,0.84195,0.03976,[101 142] ; [60 88],[100.05882353 142.94117647] ; [60.94117647 87.05882353],0
n6,1,0.869252,0.027096,[207  34] ; [128  20],[207.54498715  33.45501285] ; [127.45501285  20.54498715],0
r2,1,0.940498,0.005572,[219  22] ; [133  13],[219.20413437  21.79586563] ; [132.79586563  13.20413437],0
p2,1,0.966594,0.001754,[195  47] ; [119  29],[194.84102564  47.15897436] ; [119.15897436  28.84102564],0
a4,1,0.98612,0.000303,[104 136] ; [64 84],[103.91752577 136.08247423] ; [64.08247423 83.91752577],0
