Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.002246,9.336733,[40 13] ; [11 16],[33.7875 19.2125] ; [17.2125  9.7875],0
v2,1,0.011406,6.400981,[26 24] ; [ 6 21],[20.77922078 29.22077922] ; [11.22077922 15.77922078],0
n3,1,0.028094,4.822263,[16  5] ; [6 9],[12.83333333  8.16666667] ; [9.16666667 5.83333333],0
a7,1,0.033332,4.528653,[29 24] ; [ 8 19],[24.5125 28.4875] ; [12.4875 14.5125],0
p9,1,0.035645,4.413999,[37 14] ; [12 13],[32.88157895 18.11842105] ; [16.11842105  8.88157895],0
p2,1,0.037373,4.333333,[40 12] ; [14 12],[36. 16.] ; [18.  8.],0
r1,1,0.058349,3.583701,[11 42] ; [11 16],[14.575 38.425] ; [ 7.425 19.575],0
n5,1,0.070657,3.267701,[32 20] ; [22  5],[35.5443038 16.4556962] ; [18.4556962  8.5443038],0
p1,1,0.080902,3.046683,[ 2 50] ; [ 4 23],[ 3.94936709 48.05063291] ; [ 2.05063291 24.94936709],0
s3,1,0.083536,2.994721,[22 29] ; [ 6 20],[18.54545455 32.45454545] ; [ 9.45454545 16.54545455],0
s6,1,0.096497,2.762506,[26 27] ; [ 8 19],[22.525 30.475] ; [11.475 15.525],0
s8,1,0.097085,2.752789,[17 36] ; [ 4 23],[13.9125 39.0875] ; [ 7.0875 19.9125],0
b4,1,0.114093,2.496597,[37 16] ; [14 13],[33.7875 19.2125] ; [17.2125  9.7875],0
b1,1,0.128703,2.308076,[20 33] ; [15 12],[23.1875 29.8125] ; [11.8125 15.1875],0
v1,1,0.141563,2.160886,[19 30] ; [ 6 21],[16.11842105 32.88157895] ; [ 8.88157895 18.11842105],0
d4,1,0.172713,1.859234,[41 12] ; [17 10],[38.425 14.575] ; [19.575  7.425],0
n2,1,0.225038,1.47195,[16  6] ; [8 7],[14.27027027  7.72972973] ; [9.72972973 5.27027027],0
p12,1,0.22642,1.46321,[ 1 51] ; [ 2 25],[ 1.97468354 50.02531646] ; [ 1.02531646 25.97468354],0
s4,1,0.240518,1.377556,[ 8 45] ; [ 7 20],[ 9.9375 43.0625] ; [ 5.0625 21.9375],0
s2,1,0.265198,1.241418,[20 32] ; [ 7 20],[17.7721519 34.2278481] ; [ 9.2278481 17.7721519],0
d2,1,0.378098,0.776876,[19 34] ; [12 14],[20.79746835 32.20253165] ; [10.20253165 15.79746835],0
a5,1,0.387654,0.746287,[28 25] ; [17 10],[29.8125 23.1875] ; [15.1875 11.8125],0
p3,1,0.443009,0.588477,[21 32] ; [ 8 18],[19.4556962 33.5443038] ; [ 9.5443038 16.4556962],0
s1,1,0.480707,0.49726,[ 2 51] ; [ 2 25],[ 2.65 50.35] ; [ 1.35 25.65],0
a1,1,0.480707,0.49726,[ 2 51] ; [ 2 25],[ 2.65 50.35] ; [ 1.35 25.65],0
s5,1,0.484618,0.488453,[ 9 42] ; [ 3 23],[ 7.94805195 43.05194805] ; [ 4.05194805 21.94805195],0
p10,1,0.510478,0.433087,[31 18] ; [15 12],[29.65789474 19.34210526] ; [16.34210526 10.65789474],0
d5,1,0.536313,0.382415,[37 16] ; [17 10],[35.775 17.225] ; [18.225  8.775],0
p6,1,0.568618,0.325,[13 39] ; [ 5 21],[12. 40.] ; [ 6. 20.],0
p5,1,0.575307,0.313883,[ 4 48] ; [ 3 23],[ 4.66666667 47.33333333] ; [ 2.33333333 23.66666667],0
p4,1,0.579723,0.306683,[23 30] ; [13 13],[24.15189873 28.84810127] ; [11.84810127 14.15189873],0
d1,1,0.584834,0.298484,[23 30] ; [10 17],[21.8625 31.1375] ; [11.1375 15.8625],0
v3,1,0.648565,0.207714,[14 38] ; [ 6 21],[13.16455696 38.83544304] ; [ 6.83544304 20.16455696],0
s7,1,0.722978,0.125657,[19 30] ; [ 9 17],[18.29333333 30.70666667] ; [ 9.70666667 16.29333333],0
b2,1,0.783602,0.075421,[ 8 19] ; [ 7 14],[ 8.4375 18.5625] ; [ 6.5625 14.4375],0
b3,1,0.783602,0.075421,[ 8 19] ; [ 7 14],[ 8.4375 18.5625] ; [ 6.5625 14.4375],0
u2,1,0.788821,0.071739,[ 7 15] ; [3 8],[ 6.66666667 15.33333333] ; [3.33333333 7.66666667],0
u3,1,0.788821,0.071739,[ 7 15] ; [3 8],[ 6.66666667 15.33333333] ; [3.33333333 7.66666667],0
r2,1,0.792904,0.068928,[29 20] ; [14 11],[28.47297297 20.52702703] ; [14.52702703 10.47297297],0
d3,1,0.817173,0.053445,[28 25] ; [15 12],[28.4875 24.5125] ; [14.5125 12.4875],0
p7,1,0.817914,0.053005,[17 34] ; [ 9 16],[17.44736842 33.55263158] ; [ 8.55263158 16.44736842],0
a4,1,0.821394,0.050964,[17 36] ; [ 9 17],[17.44303797 35.55696203] ; [ 8.55696203 17.44303797],0
p8,1,0.823479,0.049762,[19 34] ; [ 9 18],[18.55 34.45] ; [ 9.45 17.55],0
v4,1,0.838806,0.04138,[37 14] ; [19  8],[36.61538462 14.38461538] ; [19.38461538  7.61538462],0
n1,1,0.849647,0.035936,[ 8 14] ; [ 5 10],[ 7.72972973 14.27027027] ; [5.27027027 9.72972973],0
a3,1,0.893448,0.01794,[30 22] ; [16 11],[30.27848101 21.72151899] ; [15.72151899 11.27848101],0
n4,1,0.916758,0.010924,[34 19] ; [17 10],[33.7875 19.2125] ; [17.2125  9.7875],0
b5,1,0.92879,0.007986,[30 23] ; [15 12],[29.8125 23.1875] ; [15.1875 11.8125],0
a6,1,0.938729,0.005909,[26 27] ; [13 14],[25.8375 27.1625] ; [13.1625 13.8375],0
a2,1,0.977614,0.000787,[ 6 47] ; [ 3 24],[ 5.9625 47.0375] ; [ 3.0375 23.9625],0
u1,1,0.977614,0.000787,[ 6 47] ; [ 3 24],[ 5.9625 47.0375] ; [ 3.0375 23.9625],0
