Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.004692,7.994643,[69  1] ; [3 1],[68.10810811  1.89189189] ; [3.89189189 0.10810811],0
n5,1,0.026609,4.916035,[63  8] ; [2 2],[61.53333333  9.46666667] ; [3.46666667 0.53333333],0
n4,1,0.026609,4.916035,[63  8] ; [2 2],[61.53333333  9.46666667] ; [3.46666667 0.53333333],0
r1,1,0.0566,3.634306,[61 10] ; [2 2],[59.64 11.36] ; [3.36 0.64],0
s8,1,0.127399,2.323911,[43 25] ; [1 3],[41.55555556 26.44444444] ; [2.44444444 1.55555556],0
s2,1,0.167617,1.904126,[42 28] ; [1 3],[40.67567568 29.32432432] ; [2.32432432 1.67567568],0
v3,1,0.18428,1.762762,[40 28] ; [1 3],[38.72222222 29.27777778] ; [2.27777778 1.72222222],0
n2,1,0.201352,1.63254,[13  2] ; [1 1],[12.35294118  2.64705882] ; [1.64705882 0.35294118],0
r4,1,0.268274,1.225552,[65  6] ; [3 1],[64.37333333  6.62666667] ; [3.62666667 0.37333333],0
r3,1,0.274849,1.192385,[64  6] ; [3 1],[63.37837838  6.62162162] ; [3.62162162 0.37837838],0
p12,1,0.400587,0.706564,[21 49] ; [2 2],[21.75675676 48.24324324] ; [1.24324324 2.75675676],0
a1,1,0.410893,0.676216,[ 8 63] ; [1 3],[ 8.52 62.48] ; [0.48 3.52],0
v1,1,0.412821,0.670662,[48 21] ; [2 2],[47.26027397 21.73972603] ; [2.73972603 1.26027397],0
a4,1,0.431399,0.619055,[32 39] ; [1 3],[31.24 39.76] ; [1.76 2.24],0
p4,1,0.498938,0.457195,[60  9] ; [3 1],[59.54794521  9.45205479] ; [3.45205479 0.54794521],0
b4,1,0.529096,0.396127,[42 29] ; [3 1],[42.6 28.4] ; [2.4 1.6],0
p6,1,0.563769,0.333221,[45 25] ; [2 2],[44.45945946 25.54054054] ; [2.54054054 1.45945946],0
b1,1,0.564028,0.332778,[28 43] ; [1 3],[27.45333333 43.54666667] ; [1.54666667 2.45333333],0
d1,1,0.590368,0.289771,[45 26] ; [2 2],[44.49333333 26.50666667] ; [2.50666667 1.49333333],0
a8,1,0.63277,0.228323,[10 53] ; [1 3],[10.34328358 52.65671642] ; [0.65671642 3.34328358],0
v2,1,0.639028,0.220015,[42 26] ; [2 2],[41.55555556 26.44444444] ; [2.44444444 1.55555556],0
s6,1,0.66763,0.184387,[55 11] ; [3 1],[54.68571429 11.31428571] ; [3.31428571 0.68571429],0
p8,1,0.687959,0.161304,[58 12] ; [3 1],[57.7027027 12.2972973] ; [3.2972973 0.7027027],0
a6,1,0.70254,0.145843,[46 24] ; [3 1],[46.35135135 23.64864865] ; [2.64864865 1.35135135],0
s5,1,0.745922,0.10499,[43 21] ; [3 1],[43.29411765 20.70588235] ; [2.70588235 1.29411765],0
n3,1,0.787221,0.072857,[9 6] ; [1 1],[8.82352941 6.17647059] ; [1.17647059 0.82352941],0
a5,1,0.797221,0.066021,[57 14] ; [3 1],[56.8 14.2] ; [3.2 0.8],0
s7,1,0.831413,0.045322,[47 18] ; [2 1],[46.83823529 18.16176471] ; [2.16176471 0.83823529],0
d5,1,0.865987,0.028479,[55 15] ; [3 1],[54.86486486 15.13513514] ; [3.13513514 0.86486486],0
p7,1,0.890632,0.018908,[53 15] ; [3 1],[52.88888889 15.11111111] ; [3.11111111 0.88888889],0
a3,1,0.908794,0.013124,[55 16] ; [3 1],[54.90666667 16.09333333] ; [3.09333333 0.90666667],0
p3,1,0.921067,0.009819,[54 16] ; [3 1],[53.91891892 16.08108108] ; [3.08108108 0.91891892],0
a2,1,0.961612,0.002317,[17 54] ; [1 3],[17.04 53.96] ; [0.96 3.04],0
d3,1,0.974627,0.001012,[52 18] ; [3 1],[52.02702703 17.97297297] ; [2.97297297 1.02702703],0
b5,1,0.978133,0.000751,[36 35] ; [2 2],[35.97333333 35.02666667] ; [2.02666667 1.97333333],0
u1,1,0.98743,0.000248,[18 53] ; [1 3],[17.98666667 53.01333333] ; [1.01333333 2.98666667],0
d2,1,1.0,0.0,[35 35] ; [2 2],[35. 35.] ; [2. 2.],0
