Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.474317,[24 48] ; [53 19],[38.5 33.5] ; [38.5 33.5],1
p10,1,0.004069,8.252632,[50 22] ; [64  8],[57. 15.] ; [57. 15.],0
n4,1,0.008518,6.921178,[51 22] ; [64  9],[57.5 15.5] ; [57.5 15.5],0
v3,1,0.011126,6.445077,[17 55] ; [31 40],[24.16783217 47.83216783] ; [23.83216783 47.16783217],0
a2,1,0.015031,5.912773,[13 60] ; [26 47],[19.5 53.5] ; [19.5 53.5],0
d5,1,0.029136,4.759564,[49 23] ; [61 12],[54.62068966 17.37931034] ; [55.37931034 17.62068966],0
r1,1,0.029513,4.737463,[51 22] ; [62 11],[56.5 16.5] ; [56.5 16.5],0
d1,1,0.030844,4.661629,[33 40] ; [46 27],[39.5 33.5] ; [39.5 33.5],0
n5,1,0.035916,4.401111,[48 24] ; [59 13],[53.5 18.5] ; [53.5 18.5],0
p11,1,0.045441,4.002193,[52 21] ; [62 11],[57. 16.] ; [57. 16.],0
d4,1,0.050222,3.834034,[51 22] ; [61 12],[56. 17.] ; [56. 17.],0
p8,1,0.056196,3.646233,[42 31] ; [53 20],[47.5 25.5] ; [47.5 25.5],0
p9,1,0.074033,3.191257,[57 16] ; [65  8],[61. 12.] ; [61. 12.],0
u1,1,0.074033,3.191257,[ 8 65] ; [16 57],[12. 61.] ; [12. 61.],0
u2,1,0.079783,3.069322,[16  8] ; [ 9 13],[13.04347826 10.95652174] ; [11.95652174 10.04347826],0
a1,1,0.085334,2.96026,[ 7 66] ; [ 2 71],[ 4.5 68.5] ; [ 4.5 68.5],0
n2,1,0.087569,2.918495,[19  3] ; [10  6],[16.78947368  5.21052632] ; [12.21052632  3.78947368],0
p4,1,0.124514,2.359596,[51 22] ; [59 14],[55. 18.] ; [55. 18.],0
b1,1,0.132615,2.261618,[27 46] ; [36 37],[31.5 41.5] ; [31.5 41.5],0
b4,1,0.178406,1.810853,[39 34] ; [47 26],[43. 30.] ; [43. 30.],0
d2,1,0.244999,1.351596,[30 43] ; [37 36],[33.5 39.5] ; [33.5 39.5],0
p2,1,0.289257,1.123077,[63 10] ; [67  6],[65.  8.] ; [65.  8.],0
r4,1,0.289257,1.123077,[63 10] ; [67  6],[65.  8.] ; [65.  8.],0
d3,1,0.303692,1.057911,[48 23] ; [55 18],[50.78472222 20.21527778] ; [52.21527778 20.78472222],0
s4,1,0.343389,0.897739,[15 55] ; [11 61],[12.81690141 57.18309859] ; [13.18309859 58.81690141],0
n6,1,0.354775,0.856305,[60 13] ; [64  9],[62. 11.] ; [62. 11.],0
a4,1,0.361769,0.831742,[33 40] ; [38 34],[35.74482759 37.25517241] ; [35.25517241 36.74482759],0
a5,1,0.385416,0.753354,[45 28] ; [50 23],[47.5 25.5] ; [47.5 25.5],0
s6,1,0.392005,0.732714,[40 31] ; [45 26],[42.5 28.5] ; [42.5 28.5],0
a7,1,0.406522,0.68895,[53 19] ; [58 15],[55.11724138 16.88275862] ; [55.88275862 17.11724138],0
s2,1,0.437471,0.602907,[32 41] ; [27 45],[29.70344828 43.29655172] ; [29.29655172 42.70344828],0
n1,1,0.451549,0.566761,[ 7 15] ; [7 9],[ 8.10526316 13.89473684] ; [ 5.89473684 10.10526316],0
s5,1,0.474763,0.51087,[25 44] ; [22 50],[23. 46.] ; [24. 48.],0
p5,1,0.479249,0.500571,[12 61] ; [ 9 64],[10.5 62.5] ; [10.5 62.5],0
r3,1,0.479313,0.500427,[69  3] ; [68  5],[68.02758621  3.97241379] ; [68.97241379  4.02758621],0
s7,1,0.523855,0.406297,[28 41] ; [24 44],[26.18978102 42.81021898] ; [25.81021898 42.18978102],0
s3,1,0.548718,0.359619,[33 40] ; [29 43],[31.2137931 41.7862069] ; [30.7862069 41.2137931],0
p1,1,0.614641,0.253472,[ 8 65] ; [10 63],[ 9. 64.] ; [ 9. 64.],0
b5,1,0.616168,0.251291,[40 33] ; [43 30],[41.5 31.5] ; [41.5 31.5],0
a3,1,0.629224,0.233115,[49 24] ; [51 21],[50.34482759 22.65517241] ; [49.65517241 22.34482759],0
s1,1,0.648975,0.207194,[ 2 70] ; [ 3 69],[ 2.5 69.5] ; [ 2.5 69.5],0
b3,1,0.677217,0.173276,[17 22] ; [18 28],[16.05882353 22.94117647] ; [18.94117647 27.05882353],0
b2,1,0.677217,0.173276,[17 22] ; [18 28],[16.05882353 22.94117647] ; [18.94117647 27.05882353],0
v4,1,0.698486,0.150051,[69  4] ; [70  3],[69.5  3.5] ; [69.5  3.5],0
r2,1,0.714695,0.133633,[67  5] ; [69  4],[67.53103448  4.46896552] ; [68.46896552  4.53103448],0
p3,1,0.733554,0.115873,[44 29] ; [46 27],[45. 28.] ; [45. 28.],0
p7,1,0.764053,0.090098,[59 12] ; [62 11],[59.65972222 11.34027778] ; [61.34027778 11.65972222],0
p12,1,0.771366,0.084442,[ 7 66] ; [ 6 67],[ 6.5 66.5] ; [ 6.5 66.5],0
a6,1,0.857758,0.032123,[50 23] ; [51 22],[50.5 22.5] ; [50.5 22.5],0
u3,1,0.873351,0.025409,[12 11] ; [12 10],[12.26666667 10.73333333] ; [11.73333333 10.26666667],0
a8,1,0.928798,0.007985,[ 7 62] ; [ 6 56],[ 6.84732824 62.15267176] ; [ 6.15267176 55.84732824],0
n3,1,0.96749,0.001661,[16  6] ; [11  4],[16.05405405  5.94594595] ; [10.94594595  4.05405405],0
