Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,39.121059,[104  26] ; [ 6 23],[89.93710692 40.06289308] ; [20.06289308  8.93710692],1
v4,1,0.0,35.794347,[128   3] ; [17 10],[120.22151899  10.77848101] ; [24.77848101  2.22151899],1
r2,1,1e-06,24.136112,[123   8] ; [17 11],[115.34591195  15.65408805] ; [24.65408805  3.34591195],1
p9,1,0.00082,11.195008,[115  16] ; [18 11],[108.89375  22.10625] ; [24.10625  4.89375],1
a6,1,0.019148,5.487968,[89 42] ; [13 16],[83.5125 47.4875] ; [18.4875 10.5125],0
s6,1,0.020152,5.398654,[80 50] ; [11 18],[74.40251572 55.59748428] ; [16.59748428 12.40251572],0
b1,1,0.022665,5.19397,[35 96] ; [14 15],[40.11875 90.88125] ; [ 8.88125 20.11875],0
a5,1,0.043376,4.080703,[81 50] ; [12 17],[76.14375 54.85625] ; [16.85625 12.14375],0
v3,1,0.045011,4.018232,[36 88] ; [ 3 25],[31.81578947 92.18421053] ; [ 7.18421053 20.81578947],0
d3,1,0.05539,3.670301,[92 39] ; [15 14],[87.60625 43.39375] ; [19.39375  9.60625],0
n2,1,0.073384,3.205652,[34  7] ; [7 5],[31.71698113  9.28301887] ; [9.28301887 2.71698113],0
p7,1,0.125338,2.349321,[80 45] ; [13 14],[76.48026316 48.51973684] ; [16.51973684 10.48026316],0
d4,1,0.133354,2.253025,[103  28] ; [19 10],[99.8875 31.1125] ; [22.1125  6.8875],0
s8,1,0.133435,2.252085,[46 85] ; [ 6 23],[42.575 88.425] ; [ 9.425 19.575],0
p10,1,0.154062,2.031567,[105  26] ; [19  9],[102.16352201  28.83647799] ; [21.83647799  6.16352201],0
a3,1,0.178633,1.808957,[81 50] ; [14 15],[77.78125 53.21875] ; [17.21875 11.78125],0
d1,1,0.266228,1.236081,[60 71] ; [10 19],[57.3125 73.6875] ; [12.6875 16.3125],0
v2,1,0.266565,1.234341,[65 58] ; [12 17],[62.30921053 60.69078947] ; [14.69078947 14.30921053],0
n6,1,0.274574,1.193753,[94 36] ; [18 11],[91.57232704 38.42767296] ; [20.42767296  8.57232704],0
n3,1,0.28556,1.140438,[30 12] ; [6 5],[28.52830189 13.47169811] ; [7.47169811 3.52830189],0
a4,1,0.289189,1.123392,[40 91] ; [ 6 23],[37.6625 93.3375] ; [ 8.3375 20.6625],0
a7,1,0.303003,1.060931,[94 37] ; [18 11],[91.7 39.3] ; [20.3  8.7],0
v1,1,0.307364,1.041971,[57 70] ; [10 19],[54.54487179 72.45512821] ; [12.45512821 16.54487179],0
n1,1,0.324756,0.969694,[11 30] ; [5 7],[12.37735849 28.62264151] ; [3.62264151 8.37735849],0
s4,1,0.35662,0.849759,[ 26 105] ; [ 8 21],[ 27.8375 103.1625] ; [ 6.1625 22.8375],0
d5,1,0.439255,0.598228,[91 40] ; [18 11],[89.24375 41.75625] ; [19.75625  9.24375],0
p5,1,0.492149,0.471824,[  9 121] ; [ 3 25],[  9.87341772 120.12658228] ; [ 2.12658228 25.87341772],0
a8,1,0.509299,0.435507,[  9 112] ; [ 1 25],[  8.23129252 112.76870748] ; [ 1.76870748 24.23129252],0
p3,1,0.518478,0.416921,[49 82] ; [ 9 20],[47.4875 83.5125] ; [10.5125 18.4875],0
b5,1,0.535928,0.383139,[76 55] ; [15 14],[74.50625 56.49375] ; [16.49375 12.50625],0
u3,1,0.54789,0.361111,[31 19] ; [8 7],[30. 20.] ; [9. 6.],0
b3,1,0.617617,0.249231,[22 44] ; [ 4 11],[21.18518519 44.81481481] ; [ 4.81481481 10.18518519],0
b2,1,0.617617,0.249231,[22 44] ; [ 4 11],[21.18518519 44.81481481] ; [ 4.81481481 10.18518519],0
u1,1,0.628713,0.233811,[ 10 121] ; [ 3 26],[ 10.64375 120.35625] ; [ 2.35625 26.64375],0
d2,1,0.638049,0.221302,[42 89] ; [ 8 21],[40.9375 90.0625] ; [ 9.0625 19.9375],0
s3,1,0.641869,0.216307,[62 68] ; [12 16],[60.88607595 69.11392405] ; [13.11392405 14.88607595],0
u2,1,0.645847,0.211176,[30 20] ; [8 7],[29.23076923 20.76923077] ; [8.76923077 6.23076923],0
s7,1,0.646577,0.210243,[40 88] ; [10 18],[41.02564103 86.97435897] ; [ 8.97435897 19.02564103],0
s2,1,0.665369,0.187067,[55 75] ; [11 18],[53.96226415 76.03773585] ; [12.03773585 16.96226415],0
b4,1,0.744084,0.10657,[77 54] ; [18 11],[77.78125 53.21875] ; [17.21875 11.78125],0
n5,1,0.778087,0.079418,[53 77] ; [11 18],[52.32704403 77.67295597] ; [11.67295597 17.32704403],0
p12,1,0.78743,0.072711,[  6 125] ; [ 1 28],[  5.73125 125.26875] ; [ 1.26875 27.73125],0
p2,1,0.79052,0.070562,[105  25] ; [22  6],[104.49367089  25.50632911] ; [22.50632911  5.49367089],0
s5,1,0.799771,0.064335,[40 89] ; [ 8 20],[39.43949045 89.56050955] ; [ 8.56050955 19.43949045],0
p1,1,0.807607,0.059299,[  6 124] ; [ 1 27],[  5.75949367 124.24050633] ; [ 1.24050633 26.75949367],0
p6,1,0.841635,0.039921,[33 95] ; [ 8 21],[33.42675159 94.57324841] ; [ 7.57324841 21.42675159],0
p8,1,0.912399,0.012103,[67 64] ; [14 14],[66.73584906 64.26415094] ; [14.26415094 13.73584906],0
a2,1,0.956848,0.002928,[ 14 117] ; [ 3 26],[ 13.91875 117.08125] ; [ 3.08125 25.91875],0
p4,1,0.983417,0.000432,[58 72] ; [13 16],[58.05031447 71.94968553] ; [12.94968553 16.05031447],0
