Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.9e-05,16.923943,[4 4] ; [62  3],[7.23287671 0.76712329] ; [58.76712329  6.23287671],1
r4,1,0.000973,10.878788,[3 5] ; [56  9],[6.46575342 1.53424658] ; [52.53424658 12.46575342],1
n2,1,0.005816,7.606536,[1 3] ; [16  2],[3.09090909 0.90909091] ; [13.90909091  4.09090909],0
p11,1,0.008346,6.957705,[1 7] ; [40 25],[4.49315068 3.50684932] ; [36.50684932 28.49315068],0
p2,1,0.01272,6.207709,[3 5] ; [51 14],[5.91780822 2.08219178] ; [48.08219178 16.91780822],0
r2,1,0.021738,5.266617,[5 3] ; [59  6],[7.01369863 0.98630137] ; [56.98630137  8.01369863],0
r1,1,0.025506,4.989182,[3 5] ; [49 16],[5.69863014 2.30136986] ; [46.30136986 18.69863014],0
d5,1,0.041878,4.140115,[4 4] ; [53 12],[6.24657534 1.75342466] ; [50.75342466 14.24657534],0
n6,1,0.067911,3.332815,[3 4] ; [49 16],[5.05555556 1.94444444] ; [46.94444444 18.05555556],0
s1,1,0.07044,3.272727,[2 6] ; [ 4 60],[0.66666667 7.33333333] ; [ 5.33333333 58.66666667],0
b1,1,0.192236,1.700395,[3 5] ; [40 25],[4.71232877 3.28767123] ; [38.28767123 26.71232877],0
b5,1,0.194818,1.680804,[6 2] ; [33 32],[4.2739726 3.7260274] ; [34.7260274 30.2739726],0
p6,1,0.261206,1.262356,[1 7] ; [20 43],[2.36619718 5.63380282] ; [18.63380282 44.36619718],0
s3,1,0.275677,1.188281,[3 5] ; [37 27],[4.44444444 3.55555556] ; [35.55555556 28.44444444],0
n5,1,0.297605,1.084897,[3 5] ; [37 28],[4.38356164 3.61643836] ; [35.61643836 29.38356164],0
n3,1,0.349445,0.87547,[2 2] ; [14  5],[2.7826087 1.2173913] ; [13.2173913  5.7826087],0
p5,1,0.421307,0.646666,[1 6] ; [ 4 61],[0.48611111 6.51388889] ; [ 4.51388889 60.48611111],0
p3,1,0.453255,0.5625,[5 3] ; [31 33],[4. 4.] ; [32. 32.],0
v1,1,0.456748,0.553852,[2 6] ; [25 40],[2.95890411 5.04109589] ; [24.04109589 40.95890411],0
a5,1,0.456748,0.553852,[6 2] ; [40 25],[5.04109589 2.95890411] ; [40.95890411 24.04109589],0
s5,1,0.470795,0.52011,[1 7] ; [15 48],[1.8028169 6.1971831] ; [14.1971831 48.8028169],0
n4,1,0.472901,0.515189,[4 4] ; [41 24],[4.93150685 3.06849315] ; [40.06849315 24.93150685],0
d1,1,0.478719,0.50178,[3 5] ; [33 32],[3.94520548 4.05479452] ; [32.05479452 32.94520548],0
u2,1,0.5456,0.36526,[1 3] ; [13 19],[1.55555556 2.44444444] ; [12.44444444 19.55555556],0
s6,1,0.552055,0.353649,[4 4] ; [39 25],[4.77777778 3.22222222] ; [38.22222222 25.77777778],0
p7,1,0.552055,0.353649,[4 4] ; [39 25],[4.77777778 3.22222222] ; [38.22222222 25.77777778],0
b4,1,0.587501,0.294264,[4 4] ; [39 26],[4.71232877 3.28767123] ; [38.28767123 26.71232877],0
n1,1,0.601448,0.272817,[1 3] ; [ 7 11],[1.45454545 2.54545455] ; [ 6.54545455 11.45454545],0
a7,1,0.630527,0.231347,[5 3] ; [46 19],[5.5890411 2.4109589] ; [45.4109589 19.5890411],0
p8,1,0.634553,0.225937,[3 4] ; [34 31],[3.59722222 3.40277778] ; [33.40277778 31.59722222],0
d4,1,0.674595,0.176274,[6 2] ; [44 21],[5.47945205 2.52054795] ; [44.52054795 20.47945205],0
a4,1,0.717491,0.130909,[2 6] ; [20 44],[2.44444444 5.55555556] ; [19.55555556 44.44444444],0
d3,1,0.737194,0.112608,[6 2] ; [45 20],[5.5890411 2.4109589] ; [45.4109589 19.5890411],0
a6,1,0.763316,0.090679,[5 3] ; [37 28],[4.60273973 3.39726027] ; [37.39726027 27.60273973],0
s2,1,0.772618,0.083493,[3 5] ; [27 36],[3.38028169 4.61971831] ; [26.61971831 36.38028169],0
b2,1,0.804681,0.061154,[1 4] ; [12 36],[1.22641509 3.77358491] ; [11.77358491 36.22641509],0
b3,1,0.804681,0.061154,[1 4] ; [12 36],[1.22641509 3.77358491] ; [11.77358491 36.22641509],0
a2,1,0.829605,0.046315,[1 7] ; [10 55],[1.20547945 6.79452055] ; [ 9.79452055 55.20547945],0
v3,1,0.837177,0.042232,[3 5] ; [22 43],[2.73972603 5.26027397] ; [22.26027397 42.73972603],0
v2,1,0.867429,0.027864,[4 4] ; [30 34],[3.77777778 4.22222222] ; [30.22222222 33.77777778],0
d2,1,0.90188,0.0152,[4 4] ; [31 34],[3.83561644 4.16438356] ; [31.16438356 33.83561644],0
a3,1,0.967244,0.001686,[4 4] ; [32 33],[3.94520548 4.05479452] ; [32.05479452 32.94520548],0
