Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,9e-06,19.671432,[71  5] ; [18 13],[63.21495327 12.78504673] ; [25.78504673  5.21495327],1
s6,1,4.3e-05,16.71785,[59 15] ; [11 18],[50.29126214 23.70873786] ; [19.70873786  9.29126214],1
p10,1,0.000371,12.674191,[55 21] ; [11 20],[46.87850467 29.12149533] ; [19.12149533 11.87850467],1
s8,1,0.002248,9.334879,[33 42] ; [ 4 27],[26.17924528 48.82075472] ; [10.82075472 20.17924528],0
d5,1,0.003378,8.590909,[61 14] ; [16 14],[55. 20.] ; [22.  8.],0
a4,1,0.004493,8.072832,[40 36] ; [ 7 24],[33.38317757 42.61682243] ; [13.61682243 17.38317757],0
a5,1,0.004883,7.922432,[58 18] ; [15 16],[51.85046729 24.14953271] ; [21.14953271  9.85046729],0
a7,1,0.005203,7.807458,[57 19] ; [14 16],[50.90566038 25.09433962] ; [20.09433962  9.90566038],0
r2,1,0.007565,7.133767,[73  3] ; [24  6],[69.54716981  6.45283019] ; [27.45283019  2.54716981],0
s7,1,0.0078,7.078757,[36 33] ; [ 7 23],[29.96969697 39.03030303] ; [13.03030303 16.96969697],0
v4,1,0.008081,7.015447,[71  4] ; [24  7],[67.21698113  7.78301887] ; [27.78301887  3.21698113],0
n5,1,0.010062,6.623917,[53 21] ; [14 17],[47.21904762 26.78095238] ; [19.78095238 11.21904762],0
d1,1,0.013724,6.073335,[42 34] ; [ 9 22],[36.22429907 39.77570093] ; [14.77570093 16.22429907],0
d4,1,0.013835,6.059062,[60 14] ; [18 13],[54.97142857 19.02857143] ; [23.02857143  7.97142857],0
v1,1,0.015554,5.852551,[40 36] ; [ 8 22],[34.41509434 41.58490566] ; [13.58490566 16.41509434],0
p2,1,0.016586,5.739713,[63 13] ; [19 12],[58.24299065 17.75700935] ; [23.75700935  7.24299065],0
n4,1,0.020341,5.38241,[54 21] ; [15 16],[48.82075472 26.17924528] ; [20.17924528 10.82075472],0
u1,1,0.022122,5.236193,[16 60] ; [ 1 30],[12.07476636 63.92523364] ; [ 4.92523364 26.07476636],0
r3,1,0.024666,5.047158,[71  4] ; [25  6],[67.9245283  7.0754717] ; [28.0754717  2.9245283],0
a2,1,0.032607,4.56632,[22 54] ; [ 3 28],[17.75700935 58.24299065] ; [ 7.24299065 23.75700935],0
p6,1,0.047029,3.94434,[39 37] ; [ 9 21],[34.41509434 41.58490566] ; [13.58490566 16.41509434],0
p8,1,0.050789,3.815222,[37 39] ; [ 8 21],[32.57142857 43.42857143] ; [12.42857143 16.57142857],0
b4,1,0.071474,3.248831,[44 32] ; [12 19],[39.77570093 36.22429907] ; [16.22429907 14.77570093],0
u3,1,0.071735,3.242873,[14  7] ; [5 9],[11.4  9.6] ; [7.6 6.4],0
p9,1,0.079552,3.07403,[55 21] ; [17 14],[51.14018692 24.85981308] ; [20.85981308 10.14018692],0
v2,1,0.081834,3.028093,[39 33] ; [11 20],[34.95145631 37.04854369] ; [15.04854369 15.95145631],0
d2,1,0.135006,2.233978,[41 34] ; [12 19],[37.5 37.5] ; [15.5 15.5],0
n6,1,0.138206,2.197818,[58 16] ; [20 11],[54.97142857 19.02857143] ; [23.02857143  7.97142857],0
d3,1,0.158097,1.992337,[50 25] ; [15 14],[46.875 28.125] ; [18.125 10.875],0
a3,1,0.169202,1.89,[53 22] ; [17 13],[50. 25.] ; [20. 10.],0
s5,1,0.186745,1.743112,[28 46] ; [ 7 22],[25.14563107 48.85436893] ; [ 9.85436893 19.14563107],0
v3,1,0.241384,1.372495,[26 48] ; [ 7 23],[23.48076923 50.51923077] ; [ 9.51923077 20.48076923],0
s2,1,0.259598,1.270901,[41 35] ; [13 18],[38.35514019 37.64485981] ; [15.64485981 15.35514019],0
s3,1,0.265013,1.242379,[47 29] ; [15 15],[44.45283019 31.54716981] ; [17.54716981 12.45283019],0
a8,1,0.267704,1.228475,[12 53] ; [ 3 28],[10.15625 54.84375] ; [ 4.84375 26.15625],0
