Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,209.611525,[556  70] ; [ 93 134],[476.2883939 149.7116061] ; [172.7116061  54.2883939],1
n6,1,0.0,79.371193,[569  56] ; [149  77],[527.32079906  97.67920094] ; [190.67920094  35.32079906],1
p10,1,0.0,43.470372,[533  86] ; [146  76],[499.76337693 119.23662307] ; [179.23662307  42.76337693],1
p9,1,0.0,33.242912,[548  71] ; [160  62],[521.10820452  97.89179548] ; [186.89179548  35.10820452],1
v1,1,0.0,27.591596,[364 246] ; [ 86 134],[330.72289157 279.27710843] ; [119.27710843 100.72289157],1
p11,1,0.0,27.167135,[525 102] ; [153  74],[497.78220141 129.21779859] ; [180.21779859  46.78220141],1
p4,1,0.0,25.812767,[402 219] ; [102 123],[369.95744681 251.04255319] ; [134.04255319  90.95744681],1
s7,1,1e-06,24.32227,[323 274] ; [ 75 142],[291.8992629 305.1007371] ; [106.1007371 110.8992629],1
p8,1,4e-05,16.883474,[346 267] ; [ 91 134],[319.66706444 293.33293556] ; [117.33293556 107.66706444],1
s6,1,8e-05,15.547411,[439 176] ; [127  96],[415.38186158 199.61813842] ; [150.61813842  72.38186158],1
v3,1,0.000166,14.185674,[267 338] ; [ 63 151],[243.77289377 361.22710623] ; [ 86.22710623 127.77289377],1
p3,1,0.000325,12.919854,[333 289] ; [ 89 136],[309.89846517 312.10153483] ; [112.10153483 112.89846517],1
p5,1,0.000515,12.059181,[ 83 537] ; [ 11 214],[ 68.9704142 551.0295858] ; [ 25.0295858 199.9704142],1
s8,1,0.000517,12.054802,[298 324] ; [ 78 148],[275.79245283 346.20754717] ; [100.20754717 125.79245283],1
a2,1,0.000656,11.610447,[167 460] ; [ 35 192],[148.30679157 478.69320843] ; [ 53.69320843 173.30679157],1
a5,1,0.000798,11.24583,[475 151] ; [146  81],[455.73974209 170.26025791] ; [165.26025791  61.73974209],1
r4,1,0.000977,10.869916,[599  28] ; [203  24],[588.82201405  38.17798595] ; [213.17798595  13.82201405],1
p7,1,0.001201,10.488193,[411 198] ; [124 100],[391.13445378 217.86554622] ; [143.86554622  80.13445378],0
a8,1,0.001282,10.367985,[ 91 475] ; [ 15 195],[ 77.31443299 488.68556701] ; [ 28.68556701 181.31443299],0
a3,1,0.001345,10.279883,[460 164] ; [141  85],[441.20470588 182.79529412] ; [159.79529412  66.20470588],0
a4,1,0.001724,9.822719,[298 326] ; [ 81 146],[277.90364277 346.09635723] ; [101.09635723 125.90364277],0
p6,1,0.002193,9.380426,[243 373] ; [ 61 158],[224.26826347 391.73173653] ; [ 79.73173653 139.26826347],0
p2,1,0.003498,8.527574,[532  91] ; [173  52],[517.94221698 105.05778302] ; [187.05778302  37.94221698],0
u1,1,0.0041,8.238774,[125 502] ; [ 26 201],[110.86299766 516.13700234] ; [ 40.13700234 186.86299766],0
r1,1,0.006287,7.466115,[521 103] ; [170  56],[507.27529412 116.72470588] ; [183.72470588  42.27529412],0
d2,1,0.006838,7.315153,[315 308] ; [ 91 136],[297.57411765 325.42588235] ; [108.42588235 118.57411765],0
s2,1,0.011039,6.459098,[335 284] ; [100 126],[318.65680473 300.34319527] ; [116.34319527 109.65680473],0
r2,1,0.012677,6.213588,[604  20] ; [209  16],[597.54063604  26.45936396] ; [215.45936396   9.54063604],0
s3,1,0.014907,5.927453,[363 255] ; [111 114],[347.48754448 270.51245552] ; [126.51245552  98.48754448],0
n1,1,0.021867,5.256363,[50 70] ; [17 51],[42.76595745 77.23404255] ; [24.23404255 43.76595745],0
p12,1,0.029073,4.763274,[ 56 564] ; [ 10 214],[ 48.48341232 571.51658768] ; [ 17.51658768 206.48341232],0
b2,1,0.034777,4.456087,[153 231] ; [36 87],[143.14792899 240.85207101] ; [45.85207101 77.14792899],0
b3,1,0.034777,4.456087,[153 231] ; [36 87],[143.14792899 240.85207101] ; [45.85207101 77.14792899],0
d5,1,0.035518,4.420075,[515 109] ; [172  54],[504.33882353 119.66117647] ; [182.66117647  43.33882353],0
d1,1,0.0383,4.291661,[381 246] ; [120 107],[367.83021077 259.16978923] ; [133.16978923  93.83021077],0
s5,1,0.045684,3.993206,[214 388] ; [ 60 154],[202.14215686 399.85784314] ; [ 71.85784314 142.14215686],0
s1,1,0.136099,2.221521,[ 17 597] ; [ 11 216],[ 20.44233056 593.55766944] ; [  7.55766944 219.44233056],0
n2,1,0.170646,1.877257,[98 26] ; [47 20],[94.13612565 29.86387435] ; [50.86387435 16.13612565],0
v2,1,0.174847,1.840886,[348 253] ; [113 102],[339.53553922 261.46446078] ; [121.46446078  93.53553922],0
s4,1,0.17915,1.804665,[ 98 518] ; [ 45 182],[104.49347568 511.50652432] ; [ 38.50652432 188.49347568],0
a6,1,0.326342,0.96336,[431 192] ; [149  78],[425.10588235 197.89411765] ; [154.89411765  72.10588235],0
b4,1,0.350282,0.872436,[356 271] ; [137  90],[361.95667447 265.04332553] ; [131.04332553  95.95667447],0
u3,1,0.393146,0.72919,[96 71] ; [53 31],[99.13545817 67.86454183] ; [49.86454183 34.13545817],0
b1,1,0.394485,0.725074,[241 386] ; [ 80 147],[235.67564403 391.32435597] ; [ 85.32435597 141.67564403],0
p1,1,0.435014,0.609399,[ 55 568] ; [ 16 208],[ 52.2231405 570.7768595] ; [ 18.7768595 205.2231405],0
d3,1,0.505881,0.442578,[429 194] ; [161  65],[432.94464075 190.05535925] ; [157.05535925  68.94464075],0
u2,1,0.570298,0.322185,[92 73] ; [50 34],[94.09638554 70.90361446] ; [47.90361446 36.09638554],0
a1,1,0.616091,0.2514,[ 28 599] ; [ 12 215],[ 29.3676815 597.6323185] ; [ 10.6323185 216.3676815],0
a7,1,0.682109,0.167762,[453 172] ; [167  59],[455.346651 169.653349] ; [164.653349  61.346651],0
b5,1,0.682941,0.166834,[377 250] ; [140  87],[379.57728337 247.42271663] ; [137.42271663  89.57728337],0
n3,1,0.8276,0.047428,[90 33] ; [50 17],[90.63157895 32.36842105] ; [49.36842105 17.63157895],0
d4,1,0.89124,0.018696,[513 110] ; [186  41],[512.32588235 110.67411765] ; [186.67411765  40.32588235],0
