Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,61.415471,[107  35] ; [ 98 182],[68.98104265 73.01895735] ; [136.01895735 143.98104265],1
v1,1,0.00015,14.371183,[83 60] ; [112 177],[64.54861111 78.45138889] ; [130.45138889 158.54861111],1
s8,1,0.005376,7.74851,[63 81] ; [ 89 205],[49.97260274 94.02739726] ; [102.02739726 191.97260274],0
a1,1,0.009458,6.734222,[ 11 134] ; [  7 288],[  5.93181818 139.06818182] ; [ 12.06818182 282.93181818],0
b4,1,0.034536,4.467992,[94 51] ; [160 135],[83.70454545 61.29545455] ; [170.29545455 124.70454545],0
s2,1,0.035648,4.413867,[77 68] ; [124 168],[66.69336384 78.30663616] ; [134.30663616 157.69336384],0
a3,1,0.038789,4.270075,[105  40] ; [183 110],[95.34246575 49.65753425] ; [192.65753425 100.34246575],0
n4,1,0.045642,3.994766,[109  35] ; [195  99],[99.94520548 44.05479452] ; [204.05479452  89.94520548],0
p5,1,0.053324,3.733733,[ 11 134] ; [ 10 284],[  6.93621868 138.06378132] ; [ 14.06378132 279.93621868],0
s7,1,0.061511,3.49618,[65 74] ; [107 180],[56.12206573 82.87793427] ; [115.87793427 171.12206573],0
d1,1,0.071999,3.236839,[84 61] ; [144 151],[75.13636364 69.86363636] ; [152.86363636 142.13636364],0
d2,1,0.080513,3.054519,[72 71] ; [122 172],[63.48283753 79.51716247] ; [130.51716247 163.48283753],0
d3,1,0.086098,2.945853,[104  41] ; [186 107],[96.00456621 48.99543379] ; [193.99543379  99.00456621],0
s4,1,0.089969,2.874926,[ 18 126] ; [ 55 235],[ 24.22119816 119.77880184] ; [ 48.77880184 241.22119816],0
n6,1,0.100548,2.696837,[121  23] ; [228  67],[114.47835991  29.52164009] ; [234.52164009  60.47835991],0
n5,1,0.108342,2.578236,[106  37] ; [195  98],[98.72247706 44.27752294] ; [202.27752294  90.72247706],0
p12,1,0.117891,2.445124,[  9 135] ; [  9 283],[  5.94495413 138.05504587] ; [ 12.05504587 279.94495413],0
p8,1,0.119814,2.419746,[60 81] ; [101 189],[52.67053364 88.32946636] ; [108.32946636 181.67053364],0
n1,1,0.140644,2.170902,[11 27] ; [41 55],[14.74626866 23.25373134] ; [37.25373134 58.74626866],0
s6,1,0.168794,1.893621,[91 49] ; [169 122],[84.45475638 55.54524362] ; [175.54524362 115.45475638],0
a5,1,0.171532,1.869503,[101  44] ; [186 109],[94.57954545 50.42045455] ; [192.42045455 102.57954545],0
a4,1,0.194423,1.683779,[65 80] ; [112 180],[58.72997712 86.27002288] ; [118.27002288 173.72997712],0
b3,1,0.208339,1.582932,[33 50] ; [ 52 112],[28.56275304 54.43724696] ; [ 56.43724696 107.56275304],0
b2,1,0.208339,1.582932,[33 50] ; [ 52 112],[28.56275304 54.43724696] ; [ 56.43724696 107.56275304],0
d4,1,0.224369,1.476205,[118  26] ; [226  68],[113.09589041  30.90410959] ; [230.90410959  63.09589041],0
a7,1,0.227273,1.45785,[107  37] ; [202  92],[101.5890411  42.4109589] ; [207.4109589  86.5890411],0
u1,1,0.234696,1.412173,[ 22 123] ; [ 33 262],[ 18.125 126.875] ; [ 36.875 258.125],0
v4,1,0.269326,1.220174,[138   6] ; [273  20],[135.43249428   8.56750572] ; [275.56750572  17.43249428],0
b1,1,0.270702,1.213186,[ 43 102] ; [103 192],[48.11363636 96.88636364] ; [ 97.88636364 197.11363636],0
p2,1,0.270875,1.212311,[105  40] ; [227  67],[109.65831435  35.34168565] ; [222.34168565  71.65831435],0
r3,1,0.272194,1.205659,[136   8] ; [269  25],[133.15068493  10.84931507] ; [271.84931507  22.15068493],0
r1,1,0.288219,1.127922,[117  27] ; [225  68],[112.69565217  31.30434783] ; [229.30434783  63.69565217],0
u2,1,0.312764,1.018969,[23 17] ; [53 57],[20.26666667 19.73333333] ; [55.73333333 54.26666667],0
s5,1,0.313863,1.014348,[43 98] ; [ 74 212],[ 38.63466042 102.36533958] ; [ 78.36533958 207.63466042],0
a2,1,0.34935,0.875816,[ 32 113] ; [ 54 241],[ 28.34090909 116.65909091] ; [ 57.65909091 237.34090909],0
r4,1,0.387553,0.746607,[130  15] ; [256  39],[127.20454545  17.79545455] ; [258.79545455  36.20454545],0
d5,1,0.423862,0.639582,[114  31] ; [221  73],[110.64920273  34.35079727] ; [224.35079727  69.64920273],0
p1,1,0.424789,0.637027,[  9 136] ; [ 13 280],[  7.28310502 137.71689498] ; [ 14.71689498 278.28310502],0
s3,1,0.426372,0.632685,[77 61] ; [152 142],[73.15277778 64.84722222] ; [155.84722222 138.15277778],0
u3,1,0.490194,0.4761,[20 19] ; [64 47],[21.84 17.16] ; [62.16 48.84],0
p9,1,0.504284,0.44591,[110  31] ; [217  72],[107.2255814  33.7744186] ; [219.7744186  69.2255814],0
p4,1,0.558303,0.34265,[54 88] ; [103 190],[51.25057471 90.74942529] ; [105.74942529 187.25057471],0
u4,1,0.574203,0.315701,[  3 142] ; [  4 291],[  2.30681818 142.69318182] ; [  4.69318182 290.30681818],0
a8,1,0.603078,0.270378,[ 19 112] ; [ 35 242],[ 17.33823529 113.66176471] ; [ 36.66176471 240.33823529],0
n3,1,0.670458,0.181066,[29 12] ; [63 31],[27.94074074 13.05925926] ; [64.05925926 29.94074074],0
p7,1,0.722392,0.126213,[65 73] ; [139 145],[66.71090047 71.28909953] ; [137.28909953 146.71090047],0
a6,1,0.813255,0.055804,[97 48] ; [194 101],[95.89772727 49.10227273] ; [195.10227273  99.89772727],0
n2,1,0.839166,0.041193,[31 10] ; [71 25],[30.52554745 10.47445255] ; [71.47445255 24.52554745],0
s1,1,0.963653,0.002077,[  5 136] ; [ 10 279],[  4.91860465 136.08139535] ; [ 10.08139535 278.91860465],0
