Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.000913,10.995911,[2 1] ; [ 1 24],[0.32142857 2.67857143] ; [ 2.67857143 22.32142857],1
v3,1,0.005034,7.867179,[2 1] ; [ 2 24],[0.4137931 2.5862069] ; [ 3.5862069 22.4137931],0
p10,1,0.005034,7.867179,[2 1] ; [ 2 24],[0.4137931 2.5862069] ; [ 3.5862069 22.4137931],0
p6,1,0.02278,5.185227,[2 1] ; [ 3 21],[0.55555556 2.44444444] ; [ 4.44444444 19.55555556],0
p8,1,0.04329,4.08404,[2 1] ; [ 4 21],[0.64285714 2.35714286] ; [ 5.35714286 19.64285714],0
s8,1,0.056332,3.642213,[1 2] ; [ 1 25],[0.20689655 2.79310345] ; [ 1.79310345 24.20689655],0
p3,1,0.07776,3.111111,[2 1] ; [ 5 20],[0.75 2.25] ; [ 6.25 18.75],0
s2,1,0.109716,2.558303,[2 1] ; [ 6 20],[0.82758621 2.17241379] ; [ 7.17241379 18.82758621],0
p4,1,0.158868,1.984972,[2 1] ; [ 7 19],[0.93103448 2.06896552] ; [ 8.06896552 17.93103448],0
v2,1,0.215492,1.534143,[2 1] ; [ 8 18],[1.03448276 1.96551724] ; [ 8.96551724 17.03448276],0
b4,1,0.278664,1.173595,[1 2] ; [17  9],[1.86206897 1.13793103] ; [16.13793103  9.86206897],0
d3,1,0.278664,1.173595,[2 1] ; [ 9 17],[1.13793103 1.86206897] ; [ 9.86206897 16.13793103],0
n5,1,0.347627,0.882102,[2 1] ; [10 16],[1.24137931 1.75862069] ; [10.75862069 15.24137931],0
n4,1,0.500802,0.453236,[2 1] ; [12 14],[1.44827586 1.55172414] ; [12.55172414 13.44827586],0
s4,1,0.568028,0.325994,[1 2] ; [ 5 21],[0.62068966 2.37931034] ; [ 5.37931034 20.62068966],0
d5,1,0.58438,0.299206,[2 1] ; [13 13],[1.55172414 1.44827586] ; [13.44827586 12.55172414],0
b5,1,0.58438,0.299206,[2 1] ; [13 13],[1.55172414 1.44827586] ; [13.44827586 12.55172414],0
n6,1,0.672452,0.178748,[1 2] ; [12 14],[1.34482759 1.65517241] ; [11.65517241 14.34482759],0
p2,1,0.672452,0.178748,[1 2] ; [12 14],[1.34482759 1.65517241] ; [11.65517241 14.34482759],0
a7,1,0.672452,0.178748,[1 2] ; [12 14],[1.34482759 1.65517241] ; [11.65517241 14.34482759],0
a6,1,0.672452,0.178748,[1 2] ; [12 14],[1.34482759 1.65517241] ; [11.65517241 14.34482759],0
a3,1,0.724263,0.124444,[1 2] ; [11 14],[1.28571429 1.71428571] ; [10.71428571 14.28571429],0
d4,1,0.765064,0.089304,[2 1] ; [15 11],[1.75862069 1.24137931] ; [15.24137931 10.75862069],0
d1,1,0.814041,0.055327,[1 2] ; [ 7 19],[0.82758621 2.17241379] ; [ 7.17241379 18.82758621],0
d2,1,0.927575,0.008262,[1 2] ; [ 8 18],[0.93103448 2.06896552] ; [ 8.06896552 17.93103448],0
u2,1,0.929308,0.00787,[1 1] ; [7 8],[0.94117647 1.05882353] ; [7.05882353 7.94117647],0
p11,1,0.964716,0.001957,[1 2] ; [ 9 17],[1.03448276 1.96551724] ; [ 8.96551724 17.03448276],0
