Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,26.024994,[ 6 39] ; [51 34],[19.73076923 25.26923077] ; [37.26923077 47.73076923],1
a6,1,0.000157,14.290113,[19 26] ; [65 21],[28.85496183 16.14503817] ; [55.14503817 30.85496183],1
a3,1,0.000392,12.570648,[20 25] ; [65 21],[29.19847328 15.80152672] ; [55.80152672 30.19847328],1
u1,1,0.002675,9.016958,[ 1 44] ; [19 67],[ 6.87022901 38.12977099] ; [13.12977099 72.87022901],0
d2,1,0.004316,8.145932,[18 26] ; [57 28],[25.58139535 18.41860465] ; [49.41860465 35.58139535],0
r2,1,0.004663,8.00577,[34 10] ; [80  5],[38.88372093  5.11627907] ; [75.11627907  9.88372093],0
d1,1,0.004761,7.968055,[20 25] ; [60 26],[27.48091603 17.51908397] ; [52.51908397 33.48091603],0
v1,1,0.034463,4.471585,[10 35] ; [35 51],[15.45801527 29.54198473] ; [29.54198473 56.45801527],0
d4,1,0.04996,3.842797,[33 11] ; [76 10],[36.89230769  7.10769231] ; [72.10769231 13.89230769],0
n4,1,0.05702,3.621999,[25 20] ; [62 24],[29.88549618 15.11450382] ; [57.11450382 28.88549618],0
b4,1,0.086538,2.93762,[33 12] ; [50 36],[28.51145038 16.48854962] ; [54.48854962 31.51145038],0
d3,1,0.105602,2.61884,[25 20] ; [60 26],[29.19847328 15.80152672] ; [55.80152672 30.19847328],0
s4,1,0.162229,1.953327,[10 34] ; [11 73],[ 7.21875 36.78125] ; [13.78125 70.21875],0
r4,1,0.215764,1.532323,[30 15] ; [66 20],[32.97709924 12.02290076] ; [63.02290076 22.97709924],0
p5,1,0.218152,1.516486,[ 3 42] ; [ 2 84],[ 1.71755725 43.28244275] ; [ 3.28244275 82.71755725],0
v3,1,0.294318,1.099764,[16 28] ; [23 61],[13.40625 30.59375] ; [25.59375 58.40625],0
n5,1,0.312217,1.021273,[22 23] ; [50 36],[24.73282443 20.26717557] ; [47.26717557 38.73282443],0
a8,1,0.328651,0.954206,[ 4 36] ; [ 4 73],[ 2.73504274 37.26495726] ; [ 5.26495726 71.73504274],0
r1,1,0.330091,0.948543,[31 14] ; [66 20],[33.32061069 11.67938931] ; [63.67938931 22.32061069],0
p8,1,0.338594,0.915747,[12 33] ; [30 56],[14.42748092 30.57251908] ; [27.57251908 58.42748092],0
b3,1,0.3767,0.781445,[ 6 24] ; [15 37],[ 7.68292683 22.31707317] ; [13.31707317 38.68292683],0
b2,1,0.3767,0.781445,[ 6 24] ; [15 37],[ 7.68292683 22.31707317] ; [13.31707317 38.68292683],0
p6,1,0.386709,0.749266,[ 9 35] ; [12 71],[ 7.27559055 36.72440945] ; [13.72440945 69.27559055],0
r3,1,0.410305,0.677916,[36  8] ; [75 11],[37.56923077  6.43076923] ; [73.43076923 12.56923077],0
s1,1,0.417913,0.656176,[ 2 43] ; [ 7 78],[ 3.11538462 41.88461538] ; [ 5.88461538 79.11538462],0
a1,1,0.427201,0.63042,[ 2 43] ; [ 7 79],[ 3.09160305 41.90839695] ; [ 5.90839695 80.09160305],0
s8,1,0.431959,0.617551,[13 32] ; [19 65],[11.1627907 33.8372093] ; [20.8372093 63.1627907],0
n6,1,0.458425,0.549737,[31 14] ; [53 32],[29.07692308 15.92307692] ; [54.92307692 30.07692308],0
n1,1,0.462941,0.538776,[ 4 12] ; [10 18],[ 5.09090909 10.90909091] ; [ 8.90909091 19.09090909],0
u2,1,0.463245,0.538043,[14 11] ; [ 9 11],[12.77777778 12.22222222] ; [10.22222222  9.77777778],0
p11,1,0.465079,0.533645,[20 25] ; [44 42],[21.98473282 23.01526718] ; [42.01526718 43.98473282],0
b5,1,0.480351,0.498067,[28 17] ; [48 38],[26.10687023 18.89312977] ; [49.89312977 36.10687023],0
p1,1,0.520581,0.412743,[ 4 41] ; [ 5 80],[ 3.11538462 41.88461538] ; [ 5.88461538 79.11538462],0
p4,1,0.523541,0.406912,[21 23] ; [36 50],[19.29230769 24.70769231] ; [37.70769231 48.29230769],0
s6,1,0.524275,0.405476,[23 22] ; [38 46],[21.27906977 23.72093023] ; [39.72093023 44.27906977],0
b1,1,0.587739,0.293889,[25 20] ; [52 34],[26.45038168 18.54961832] ; [50.54961832 35.45038168],0
p3,1,0.605377,0.266962,[13 32] ; [28 56],[14.30232558 30.69767442] ; [26.69767442 57.30232558],0
n3,1,0.608483,0.26239,[9 7] ; [14 15],[8.17777778 7.82222222] ; [14.82222222 14.17777778],0
s3,1,0.704989,0.143333,[17 26] ; [37 49],[18. 25.] ; [36. 50.],0
