Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.004183,8.202712,[ 5 30] ; [4 2],[ 7.68292683 27.31707317] ; [1.31707317 4.68292683],0
p8,1,0.01714,5.68202,[ 7 28] ; [4 2],[ 9.3902439 25.6097561] ; [1.6097561 4.3902439],0
a2,1,0.020344,5.382173,[ 4 31] ; [3 3],[ 5.97560976 29.02439024] ; [1.02439024 4.97560976],0
s8,1,0.031818,4.608295,[ 6 29] ; [3 2],[ 7.875 27.125] ; [1.125 3.875],0
p1,1,0.035153,4.437709,[ 2 33] ; [2 4],[ 3.41463415 31.58536585] ; [0.58536585 5.41463415],0
u1,1,0.035153,4.437709,[ 2 33] ; [2 4],[ 3.41463415 31.58536585] ; [0.58536585 5.41463415],0
p6,1,0.041392,4.159903,[ 5 30] ; [3 3],[ 6.82926829 28.17073171] ; [1.17073171 4.82926829],0
p11,1,0.049219,3.867863,[14 21] ; [5 1],[16.2195122 18.7804878] ; [2.7804878 3.2195122],0
d1,1,0.049219,3.867863,[14 21] ; [5 1],[16.2195122 18.7804878] ; [2.7804878 3.2195122],0
p4,1,0.052612,3.756215,[ 9 25] ; [4 2],[11.05 22.95] ; [1.95 4.05],0
s7,1,0.060984,3.510415,[11 20] ; [4 1],[12.91666667 18.08333333] ; [2.08333333 2.91666667],0
a4,1,0.066857,3.35856,[15 20] ; [5 1],[17.07317073 17.92682927] ; [2.92682927 3.07317073],0
a6,1,0.066857,3.35856,[15 20] ; [5 1],[17.07317073 17.92682927] ; [2.92682927 3.07317073],0
r3,1,0.149953,2.072727,[18 15] ; [1 4],[16.5 16.5] ; [2.5 2.5],0
d3,1,0.182077,1.780591,[19 16] ; [5 1],[20.48780488 14.51219512] ; [3.51219512 2.48780488],0
n6,1,0.187265,1.739007,[18 15] ; [5 1],[19.46153846 13.53846154] ; [3.53846154 2.46153846],0
n4,1,0.224325,1.476488,[20 15] ; [5 1],[21.34146341 13.65853659] ; [3.65853659 2.34146341],0
v3,1,0.227052,1.459236,[ 9 26] ; [3 3],[10.24390244 24.75609756] ; [1.75609756 4.24390244],0
p7,1,0.228863,1.447916,[11 23] ; [3 2],[12.20512821 21.79487179] ; [1.79487179 3.20512821],0
b3,1,0.244551,1.354167,[ 5 15] ; [3 3],[ 6.15384615 13.84615385] ; [1.84615385 4.15384615],0
b2,1,0.244551,1.354167,[ 5 15] ; [3 3],[ 6.15384615 13.84615385] ; [1.84615385 4.15384615],0
s6,1,0.266575,1.234286,[12 23] ; [3 2],[13.125 21.875] ; [1.875 3.125],0
b1,1,0.279876,1.167692,[15 20] ; [4 2],[16.2195122 18.7804878] ; [2.7804878 3.2195122],0
n1,1,0.285683,1.139855,[ 8 15] ; [2 1],[ 8.84615385 14.15384615] ; [1.15384615 1.84615385],0
a3,1,0.307153,1.042879,[21 13] ; [5 1],[22.1 11.9] ; [3.9 2.1],0
v1,1,0.375434,0.785601,[11 24] ; [3 3],[11.95121951 23.04878049] ; [2.04878049 3.95121951],0
s5,1,0.407626,0.685714,[ 8 27] ; [2 3],[ 8.75 26.25] ; [1.25 3.75],0
s3,1,0.461384,0.542535,[14 19] ; [3 2],[14.76315789 18.23684211] ; [2.23684211 2.76315789],0
b4,1,0.54313,0.369769,[25 10] ; [5 1],[25.6097561  9.3902439] ; [4.3902439 1.6097561],0
a7,1,0.622251,0.242716,[19 15] ; [4 2],[19.55 14.45] ; [3.45 2.55],0
s2,1,0.662351,0.19068,[10 24] ; [1 4],[ 9.58974359 24.41025641] ; [1.41025641 3.58974359],0
r2,1,0.669512,0.182173,[19 13] ; [3 3],[18.52631579 13.47368421] ; [3.47368421 2.52631579],0
p2,1,0.757093,0.095667,[21 14] ; [4 2],[21.34146341 13.65853659] ; [3.65853659 2.34146341],0
n3,1,0.801614,0.063131,[ 9 13] ; [1 2],[ 8.8 13.2] ; [1.2 1.8],0
v2,1,0.837224,0.042208,[15 18] ; [3 3],[15.23076923 17.76923077] ; [2.76923077 3.23076923],0
b5,1,0.845778,0.037833,[19 16] ; [3 3],[18.7804878 16.2195122] ; [3.2195122 2.7804878],0
v4,1,0.918507,0.010468,[19 14] ; [3 2],[19.10526316 13.89473684] ; [2.89473684 2.10526316],0
