Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,27.379954,[27 48] ; [109  42],[45.13274336 29.86725664] ; [90.86725664 60.13274336],1
d3,1,0.0,26.555672,[29 46] ; [111  39],[46.66666667 28.33333333] ; [93.33333333 56.66666667],1
d5,1,2.7e-05,17.611565,[44 31] ; [127  24],[56.74778761 18.25221239] ; [114.25221239  36.74778761],1
a2,1,4.3e-05,16.728996,[ 5 70] ; [ 47 105],[17.18061674 57.81938326] ; [ 34.81938326 117.18061674],1
r1,1,5e-05,16.462411,[38 37] ; [116  34],[51.33333333 23.66666667] ; [102.66666667  47.33333333],1
r4,1,0.000151,14.35765,[41 34] ; [120  32],[53.1938326 21.8061674] ; [107.8061674  44.1938326],1
r3,1,0.000184,13.99077,[49 26] ; [130  20],[59.66666667 15.33333333] ; [119.33333333  30.66666667],1
r2,1,0.000357,12.747167,[56 17] ; [140  10],[64.16143498  8.83856502] ; [131.83856502  18.16143498],1
b5,1,0.001459,10.130161,[36 39] ; [106  46],[46.91629956 28.08370044] ; [95.08370044 56.91629956],0
u1,1,0.002135,9.429489,[ 3 72] ; [ 29 123],[10.57268722 64.42731278] ; [ 21.42731278 130.57268722],0
s6,1,0.005833,7.601134,[30 42] ; [92 58],[39.56756757 32.43243243] ; [82.43243243 67.56756757],0
v4,1,0.012941,6.177149,[55 19] ; [133  19],[61.55752212 12.44247788] ; [126.44247788  25.55752212],0
a5,1,0.015942,5.809214,[39 36] ; [104  48],[47.24669604 27.75330396] ; [95.75330396 56.24669604],0
p9,1,0.018684,5.530834,[33 38] ; [93 54],[41.03669725 29.96330275] ; [84.96330275 62.03669725],0
d1,1,0.024025,5.092821,[30 45] ; [85 67],[37.99559471 37.00440529] ; [77.00440529 74.99559471],0
u3,1,0.02765,4.849767,[10 22] ; [26 20],[14.76923077 17.23076923] ; [21.23076923 24.76923077],0
b1,1,0.047021,3.944631,[47 28] ; [74 78],[39.97797357 35.02202643] ; [81.02202643 70.97797357],0
d4,1,0.050963,3.809478,[50 24] ; [120  31],[55.91111111 18.08888889] ; [114.08888889  36.91111111],0
p2,1,0.070749,3.265556,[39 36] ; [98 54],[45.26431718 29.73568282] ; [91.73568282 60.26431718],0
a3,1,0.08286,3.007889,[43 31] ; [104  45],[48.78026906 25.21973094] ; [98.21973094 50.78026906],0
p10,1,0.105124,2.626036,[31 42] ; [80 68],[36.66515837 36.33484163] ; [74.33484163 73.66515837],0
s2,1,0.116932,2.457943,[28 47] ; [73 78],[33.51769912 41.48230088] ; [67.48230088 83.51769912],0
b3,1,0.135833,2.224544,[18 25] ; [21 53],[14.33333333 28.66666667] ; [24.66666667 49.33333333],0
b2,1,0.135833,2.224544,[18 25] ; [21 53],[14.33333333 28.66666667] ; [24.66666667 49.33333333],0
s7,1,0.162123,1.954314,[22 44] ; [61 79],[26.59223301 39.40776699] ; [56.40776699 83.59223301],0
u2,1,0.17401,1.848054,[10 22] ; [21 24],[12.88311688 19.11688312] ; [18.11688312 26.88311688],0
n3,1,0.174498,1.843872,[19 16] ; [37 17],[22.02247191 12.97752809] ; [33.97752809 20.02247191],0
v2,1,0.178518,1.809917,[28 45] ; [70 76],[32.66666667 40.33333333] ; [65.33333333 80.66666667],0
p6,1,0.185436,1.753512,[15 58] ; [ 43 106],[19.07207207 53.92792793] ; [ 38.92792793 110.07207207],0
v1,1,0.215161,1.536355,[25 49] ; [64 87],[29.27111111 44.72888889] ; [59.72888889 91.27111111],0
s3,1,0.231235,1.433251,[31 42] ; [77 74],[35.19642857 37.80357143] ; [72.80357143 78.19642857],0
n6,1,0.242495,1.366033,[43 30] ; [101  50],[46.92857143 26.07142857] ; [97.07142857 53.92857143],0
a1,1,0.245606,1.348124,[ 7 68] ; [  8 144],[ 4.95594714 70.04405286] ; [ 10.04405286 141.95594714],0
s1,1,0.26264,1.254788,[ 7 68] ; [  8 141],[ 5.02232143 69.97767857] ; [  9.97767857 139.02232143],0
a8,1,0.398557,0.712675,[ 5 67] ; [ 14 119],[ 6.67317073 65.32682927] ; [ 12.32682927 120.67317073],0
a4,1,0.40564,0.691542,[29 45] ; [68 83],[31.90222222 42.09777778] ; [65.09777778 85.90222222],0
s8,1,0.407193,0.686982,[20 54] ; [ 49 102],[22.69333333 51.30666667] ; [ 46.30666667 104.69333333],0
p12,1,0.458055,0.550642,[ 2 72] ; [  2 150],[ 1.30973451 72.69026549] ; [  2.69026549 149.30973451],0
n2,1,0.613801,0.254676,[23 14] ; [37 18],[24.13043478 12.86956522] ; [35.86956522 19.13043478],0
p7,1,0.625682,0.237961,[31 43] ; [68 82],[32.70535714 41.29464286] ; [66.29464286 83.70535714],0
n4,1,0.643043,0.214784,[46 28] ; [89 62],[44.4 29.6] ; [90.6 60.4],0
p4,1,0.658263,0.19564,[28 45] ; [63 89],[29.52444444 43.47555556] ; [61.47555556 90.52444444],0
s5,1,0.669012,0.18276,[19 53] ; [ 42 102],[20.33333333 51.66666667] ; [ 40.66666667 103.33333333],0
b4,1,0.69985,0.148628,[42 33] ; [81 71],[40.63876652 34.36123348] ; [82.36123348 69.63876652],0
p3,1,0.718479,0.129954,[25 50] ; [54 97],[26.21681416 48.78318584] ; [52.78318584 98.21681416],0
u4,1,0.730165,0.11896,[ 1 74] ; [  3 149],[ 1.3215859 73.6784141] ; [  2.6784141 149.3215859],0
n1,1,0.735787,0.113864,[15 22] ; [20 34],[14.23076923 22.76923077] ; [20.76923077 33.23076923],0
p8,1,0.764821,0.089494,[22 52] ; [ 42 109],[21.04888889 52.95111111] ; [ 42.95111111 108.04888889],0
n5,1,0.792224,0.069392,[44 30] ; [87 64],[43.08444444 30.91555556] ; [87.91555556 63.08444444],0
s4,1,0.835292,0.04323,[15 60] ; [ 32 119],[15.59734513 59.40265487] ; [ 31.40265487 119.59734513],0
p1,1,0.864543,0.029102,[ 5 70] ; [ 11 140],[ 5.30973451 69.69026549] ; [ 10.69026549 140.30973451],0
v3,1,0.926981,0.008399,[21 49] ; [ 45 102],[21.29032258 48.70967742] ; [ 44.70967742 102.29032258],0
d2,1,0.959751,0.002547,[36 38] ; [74 77],[36.17777778 37.82222222] ; [73.82222222 77.17777778],0
