Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,74.438979,[145  85] ; [ 26 121],[104.32360743 125.67639257] ; [66.67639257 80.32360743],1
v1,1,0.0,29.404238,[165  69] ; [62 84],[139.78421053  94.21578947] ; [87.21578947 58.78421053],1
a3,1,0.000312,12.999103,[184  51] ; [90 57],[168.56020942  66.43979058] ; [105.43979058  41.56020942],1
a5,1,0.001259,10.401719,[195  41] ; [102  47],[182.05714286  53.94285714] ; [114.94285714  34.05714286],0
p3,1,0.001906,9.637722,[158  77] ; [76 72],[143.5770235  91.4229765] ; [90.4229765 57.5770235],0
r1,1,0.001965,9.582307,[204  31] ; [110  38],[192.66318538  42.33681462] ; [121.33681462  26.66318538],0
n2,1,0.002238,9.343529,[33  3] ; [18 12],[27.81818182  8.18181818] ; [23.18181818  6.81818182],0
p4,1,0.006333,7.453047,[178  56] ; [94 55],[166.18276762  67.81723238] ; [105.81723238  43.18276762],0
p11,1,0.008438,6.938019,[210  26] ; [118  31],[201.05974026  34.94025974] ; [126.94025974  22.05974026],0
s1,1,0.017465,5.648991,[  3 233] ; [  8 139],[  6.77806789 229.22193211] ; [  4.22193211 142.77806789],0
r4,1,0.019907,5.420061,[222  14] ; [130  19],[215.77142857  20.22857143] ; [136.22857143  12.77142857],0
r3,1,0.025443,4.993505,[228   7] ; [137  12],[223.37239583  11.62760417] ; [141.62760417   7.37239583],0
p12,1,0.029074,4.763208,[ 31 205] ; [  9 138],[ 24.64751958 211.35248042] ; [ 15.35248042 131.64751958],0
u1,1,0.029382,4.745064,[ 43 193] ; [ 15 134],[ 35.55324675 200.44675325] ; [ 22.44675325 126.55324675],0
d1,1,0.029415,4.743185,[153  83] ; [80 69],[142.82597403  93.17402597] ; [90.17402597 58.82597403],0
s7,1,0.031293,4.636792,[120 103] ; [60 82],[109.97260274 113.02739726] ; [70.02739726 71.97260274],0
d5,1,0.040572,4.1938,[195  40] ; [110  38],[187.14099217  47.85900783] ; [117.85900783  30.14099217],0
d3,1,0.045658,3.994178,[171  64] ; [94 55],[162.17447917  72.82552083] ; [102.82552083  46.17447917],0
n3,1,0.051075,3.80582,[27  9] ; [15 14],[23.26153846 12.73846154] ; [18.73846154 10.26153846],0
a2,1,0.05924,3.558523,[ 57 179] ; [ 24 125],[ 49.65194805 186.34805195] ; [ 31.34805195 117.65194805],0
a6,1,0.06219,3.478009,[163  71] ; [90 59],[154.57441253  79.42558747] ; [98.42558747 50.57441253],0
p7,1,0.070775,3.264945,[193  40] ; [109  36],[186.15343915  46.84656085] ; [115.84656085  29.15343915],0
n5,1,0.081013,3.044458,[188  47] ; [107  41],[181.00522193  53.99477807] ; [113.99477807  34.00522193],0
v4,1,0.086324,2.941627,[227   6] ; [139   9],[223.82677165   9.17322835] ; [142.17322835   5.82677165],0
b4,1,0.101279,2.685282,[142  94] ; [77 72],[134.24415584 101.75584416] ; [84.75584416 64.24415584],0
s8,1,0.111823,2.528272,[119 113] ; [64 85],[111.43307087 120.56692913] ; [71.56692913 77.43307087],0
d2,1,0.12923,2.301729,[118 117] ; [63 86],[110.76822917 124.23177083] ; [70.23177083 78.76822917],0
d4,1,0.13832,2.196549,[201  34] ; [118  30],[195.7310705  39.2689295] ; [123.2689295  24.7310705],0
s5,1,0.139631,2.182026,[ 87 143] ; [ 45 103],[ 80.31746032 149.68253968] ; [51.68253968 96.31746032],0
s2,1,0.156273,2.009921,[117 117] ; [63 85],[110.2617801 123.7382199] ; [69.7382199 78.2617801],0
b2,1,0.168157,1.8993,[64 87] ; [29 58],[59.00420168 91.99579832] ; [33.99579832 53.00420168],0
b3,1,0.168157,1.8993,[64 87] ; [29 58],[59.00420168 91.99579832] ; [33.99579832 53.00420168],0
p10,1,0.191581,1.70542,[204  30] ; [121  26],[199.60629921  34.39370079] ; [125.39370079  21.60629921],0
r2,1,0.207351,1.589823,[222   9] ; [137  10],[219.38888889  11.61111111] ; [139.61111111   7.38888889],0
u4,1,0.218598,1.513548,[  8 228] ; [  2 147],[  6.12987013 229.87012987] ; [  3.87012987 145.12987013],0
