Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,102.141178,[28 45] ; [297  33],[58.87096774 14.12903226] ; [266.12903226  63.87096774],1
n6,1,0.0,32.594697,[47 26] ; [298  32],[62.49379653 10.50620347] ; [282.50620347  47.49379653],1
p4,1,0.000212,13.721612,[36 37] ; [236  93],[49.39303483 23.60696517] ; [222.60696517 106.39303483],1
p2,1,0.000222,13.633756,[55 18] ; [298  30],[64.26184539  8.73815461] ; [288.73815461  39.26184539],1
p7,1,0.000573,11.863312,[36 34] ; [232  88],[48.1025641 21.8974359] ; [219.8974359 100.1025641],1
p11,1,0.001084,10.678773,[50 24] ; [279  53],[59.96551724 14.03448276] ; [269.03448276  62.96551724],0
r4,1,0.001593,9.967396,[61 13] ; [311  21],[67.80295567  6.19704433] ; [304.19704433  27.80295567],0
a8,1,0.001613,9.944659,[ 2 68] ; [ 52 240],[10.44198895 59.55801105] ; [ 43.55801105 248.44198895],0
d2,1,0.004481,8.077979,[29 45] ; [190 141],[40.01481481 33.98518519] ; [178.98518519 152.01481481],0
v3,1,0.005416,7.735139,[26 45] ; [175 144],[36.59230769 34.40769231] ; [164.40769231 154.59230769],0
p8,1,0.010107,6.615895,[32 40] ; [197 126],[41.74177215 30.25822785] ; [187.25822785 135.74177215],0
p3,1,0.017345,5.661093,[33 39] ; [201 128],[42.01496259 29.98503741] ; [191.98503741 137.01496259],0
n1,1,0.018234,5.573517,[ 8 21] ; [28 23],[13.05 15.95] ; [22.95 28.05],0
s4,1,0.02275,5.18749,[19 55] ; [ 48 278],[12.395 61.605] ; [ 54.605 271.395],0
s8,1,0.023151,5.157115,[29 44] ; [179 150],[37.77114428 35.22885572] ; [170.22885572 158.77114428],0
p6,1,0.028629,4.789767,[23 47] ; [152 170],[31.25 38.75] ; [143.75 178.25],0
u1,1,0.029714,4.725752,[10 64] ; [ 84 248],[17.13300493 56.86699507] ; [ 76.86699507 255.13300493],0
r1,1,0.032901,4.550915,[56 18] ; [283  47],[62.09405941 11.90594059] ; [276.90594059  53.09405941],0
a3,1,0.033317,4.529399,[50 24] ; [261  69],[56.96534653 17.03465347] ; [254.03465347  75.96534653],0
p10,1,0.035921,4.400835,[55 16] ; [285  42],[60.65326633 10.34673367] ; [279.34673367  47.65326633],0
r2,1,0.040564,4.194119,[67  6] ; [319  10],[70.09452736  2.90547264] ; [315.90547264  13.09452736],0
d1,1,0.051024,3.807489,[46 28] ; [244  88],[52.85714286 21.14285714] ; [237.14285714  94.85714286],0
p5,1,0.051139,3.803711,[ 5 67] ; [ 52 277],[10.23441397 61.76558603] ; [ 46.76558603 282.23441397],0
s7,1,0.053561,3.726333,[30 40] ; [174 139],[37.2845953 32.7154047] ; [166.7154047 146.2845953],0
a5,1,0.068944,3.307976,[54 20] ; [273  59],[59.60098522 14.39901478] ; [267.39901478  64.60098522],0
n3,1,0.115114,2.482572,[18 11] ; [40 11],[21.025  7.975] ; [36.975 14.025],0
r3,1,0.115993,2.47061,[68  5] ; [322  10],[70.2962963  2.7037037] ; [319.7037037  12.2962963],0
p12,1,0.163055,1.945666,[ 4 68] ; [ 36 291],[ 7.21804511 64.78195489] ; [ 32.78195489 294.21804511],0
u3,1,0.164173,1.935362,[18  6] ; [42 29],[15.15789474  8.84210526] ; [44.84210526 26.15789474],0
a4,1,0.188837,1.726668,[34 40] ; [180 151],[39.10123457 34.89876543] ; [174.89876543 156.10123457],0
a2,1,0.238439,1.3898,[17 57] ; [ 99 233],[21.14285714 52.85714286] ; [ 94.85714286 237.14285714],0
a1,1,0.253754,1.302515,[ 2 72] ; [ 20 312],[ 4.00985222 69.99014778] ; [ 17.99014778 314.00985222],0
v4,1,0.301106,1.069288,[69  4] ; [320  10],[70.46401985  2.53598015] ; [318.53598015  11.46401985],0
s2,1,0.304221,1.0556,[37 37] ; [185 142],[40.96758105 33.03241895] ; [181.03241895 145.96758105],0
s3,1,0.382599,0.762335,[37 36] ; [183 142],[40.35175879 32.64824121] ; [179.64824121 145.35175879],0
u2,1,0.385795,0.752154,[15  8] ; [39 32],[13.21276596  9.78723404] ; [40.78723404 30.21276596],0
d4,1,0.409242,0.681001,[65  9] ; [302  30],[66.89162562  7.10837438] ; [300.10837438  31.89162562],0
p9,1,0.414796,0.665011,[61 10] ; [292  35],[62.97236181  8.02763819] ; [290.02763819  36.97236181],0
s6,1,0.455788,0.556219,[49 22] ; [237  86],[51.53807107 19.46192893] ; [234.46192893  88.53807107],0
a6,1,0.541122,0.373465,[53 21] ; [225 106],[50.79506173 23.20493827] ; [227.20493827 103.79506173],0
n2,1,0.543182,0.369674,[21  8] ; [40 11],[22.1125  6.8875] ; [38.8875 12.1125],0
s5,1,0.556752,0.345359,[27 44] ; [133 185],[29.20308483 41.79691517] ; [130.79691517 187.20308483],0
d3,1,0.596726,0.279962,[54 20] ; [252  80],[55.77339901 18.22660099] ; [250.22660099  81.77339901],0
b5,1,0.666096,0.186203,[49 25] ; [211 121],[47.38916256 26.61083744] ; [212.61083744 119.38916256],0
a7,1,0.689049,0.160117,[56 18] ; [243  88],[54.63209877 19.36790123] ; [244.36790123  86.63209877],0
v2,1,0.743011,0.107498,[50 20] ; [225  99],[48.85786802 21.14213198] ; [226.14213198  97.85786802],0
b4,1,0.852424,0.034606,[45 29] ; [198 134],[44.29064039 29.70935961] ; [198.70935961 133.29064039],0
b2,1,0.907458,0.013513,[15 21] ; [ 89 130],[14.68235294 21.31764706] ; [ 89.31764706 129.68235294],0
b3,1,0.907458,0.013513,[15 21] ; [ 89 130],[14.68235294 21.31764706] ; [ 89.31764706 129.68235294],0
b1,1,0.937423,0.006164,[28 46] ; [124 208],[27.7044335 46.2955665] ; [124.2955665 207.7044335],0
p1,1,0.986014,0.000307,[ 6 67] ; [ 27 304],[ 5.96287129 67.03712871] ; [ 27.03712871 303.96287129],0
s1,1,0.995263,3.5e-05,[ 2 71] ; [  9 318],[ 2.0075 70.9925] ; [  8.9925 318.0075],0
