Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,39.28326,[189  57] ; [45 61],[163.53409091  82.46590909] ; [70.46590909 35.53409091],1
d3,1,0.0,38.200598,[188  58] ; [45 61],[162.83522727  83.16477273] ; [70.16477273 35.83522727],1
r3,1,7e-06,20.293936,[237   8] ; [88 18],[226.85185185  18.14814815] ; [98.14814815  7.85185185],1
a2,1,1.5e-05,18.707117,[ 63 183] ; [  6 100],[ 48.22159091 197.77840909] ; [20.77840909 85.22159091],1
r4,1,7e-05,15.799748,[223  23] ; [79 27],[211.05681818  34.94318182] ; [90.94318182 15.05681818],1
b5,1,9.4e-05,15.256254,[168  78] ; [49 57],[151.65340909  94.34659091] ; [65.34659091 40.65340909],1
u1,1,0.00037,12.678827,[ 48 198] ; [  5 101],[ 37.03977273 208.96022727] ; [15.96022727 90.03977273],1
v4,1,0.0027,8.999639,[238   8] ; [94 12],[232.02272727  13.97727273] ; [99.97727273  6.02272727],0
d5,1,0.003126,8.73264,[204  42] ; [73 33],[193.58522727  52.41477273] ; [83.41477273 22.58522727],0
s1,1,0.004434,8.097128,[  1 242] ; [  5 101],[  4.17765043 238.82234957] ; [  1.82234957 104.17765043],0
p2,1,0.004996,7.880995,[202  44] ; [72 33],[192.03418803  53.96581197] ; [81.96581197 23.03418803],0
r1,1,0.006918,7.29404,[191  54] ; [68 38],[180.78347578  64.21652422] ; [78.21652422 27.78347578],0
d4,1,0.012136,6.29096,[207  39] ; [77 29],[198.47727273  47.52272727] ; [85.52272727 20.47727273],0
r2,1,0.012945,6.176563,[227  17] ; [87 16],[220.79538905  23.20461095] ; [93.20461095  9.79538905],0
p4,1,0.020242,5.390911,[145 100] ; [48 57],[135.1 109.9] ; [57.9 47.1],0
d1,1,0.021967,5.248412,[144 102] ; [48 58],[134.18181818 111.81818182] ; [57.81818182 48.18181818],0
p10,1,0.022557,5.2023,[198  45] ; [74 31],[189.93103448  53.06896552] ; [82.06896552 22.93103448],0
p8,1,0.036081,4.393293,[130 110] ; [44 61],[121.04347826 118.95652174] ; [52.95652174 52.04347826],0
b1,1,0.036209,4.387234,[ 76 170] ; [45 61],[ 84.5625 161.4375] ; [36.4375 69.5625],0
v1,1,0.047673,3.921492,[131 112] ; [44 60],[122.55043228 120.44956772] ; [52.44956772 51.55043228],0
u3,1,0.055099,3.679101,[44 36] ; [15 26],[39.00826446 40.99173554] ; [19.99173554 21.00826446],0
p6,1,0.078576,3.094114,[ 88 154] ; [28 77],[ 80.89913545 161.10086455] ; [35.10086455 69.89913545],0
