Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000176,14.066124,[3 8] ; [187  55],[8.26086957 2.73913043] ; [181.73913043  60.26086957],1
r4,1,0.001014,10.801071,[8 3] ; [238  11],[10.40769231  0.59230769] ; [235.59230769  13.40769231],0
r1,1,0.004093,8.241906,[6 5] ; [213  34],[9.3372093 1.6627907] ; [209.6627907  37.3372093],0
s1,1,0.00694,7.288562,[2 9] ; [  7 238],[ 0.38671875 10.61328125] ; [  8.61328125 236.38671875],0
r2,1,0.011996,6.311469,[9 2] ; [239   8],[10.57364341  0.42635659] ; [237.42635659   9.57364341],0
b1,1,0.014281,6.003101,[8 3] ; [ 90 159],[4.14615385 6.85384615] ; [ 93.85384615 155.14615385],0
p11,1,0.015905,5.813362,[6 5] ; [207  42],[9.01153846 1.98846154] ; [203.98846154  45.01153846],0
p1,1,0.019693,5.438886,[4 7] ; [ 30 218],[1.44401544 9.55598456] ; [ 32.55598456 215.44401544],0
v2,1,0.101869,2.676043,[4 7] ; [149  95],[6.6 4.4] ; [146.4  97.6],0
s7,1,0.126884,2.330214,[5 6] ; [161  77],[7.33333333 3.66666667] ; [158.66666667  79.33333333],0
a2,1,0.165839,1.920156,[ 1 10] ; [ 70 179],[3.00384615 7.99615385] ; [ 67.99615385 181.00384615],0
s3,1,0.177235,1.82066,[5 5] ; [171  73],[6.92913386 3.07086614] ; [169.07086614  74.92913386],0
b3,1,0.219679,1.506465,[2 6] ; [68 76],[3.68421053 4.31578947] ; [66.31578947 77.68421053],0
b2,1,0.219679,1.506465,[2 6] ; [68 76],[3.68421053 4.31578947] ; [66.31578947 77.68421053],0
v4,1,0.241445,1.372138,[10  1] ; [240   7],[10.65891473  0.34108527] ; [239.34108527   7.65891473],0
u1,1,0.271085,1.211246,[ 1 10] ; [ 58 191],[2.49615385 8.50384615] ; [ 56.50384615 192.49615385],0
n6,1,0.272901,1.202106,[9 2] ; [225  21],[10.0155642  0.9844358] ; [223.9844358  22.0155642],0
s8,1,0.284894,1.143594,[5 6] ; [152  95],[6.69379845 4.30620155] ; [150.30620155  96.69379845],0
n4,1,0.329224,0.951948,[10  1] ; [196  53],[8.71538462 2.28461538] ; [197.28461538  51.71538462],0
n3,1,0.390879,0.736205,[2 2] ; [36 15],[2.76363636 1.23636364] ; [35.23636364 15.76363636],0
b5,1,0.397378,0.716246,[7 4] ; [126 123],[5.62692308 5.37307692] ; [127.37307692 121.62692308],0
b4,1,0.420966,0.647618,[8 3] ; [151  98],[6.72692308 4.27307692] ; [152.27307692  96.72692308],0
d3,1,0.456013,0.555664,[7 4] ; [183  65],[8.06949807 2.93050193] ; [181.93050193  66.06949807],0
s2,1,0.502057,0.450586,[7 4] ; [180  67],[7.97286822 3.02713178] ; [179.02713178  67.97286822],0
p2,1,0.544529,0.36721,[9 2] ; [219  30],[9.64615385 1.35384615] ; [218.35384615  30.64615385],0
s4,1,0.569634,0.323295,[2 9] ; [ 63 181],[2.80392157 8.19607843] ; [ 62.19607843 181.80392157],0
p8,1,0.570265,0.32224,[6 5] ; [155  91],[6.89105058 4.10894942] ; [154.10894942  91.89105058],0
v3,1,0.577425,0.310416,[4 7] ; [110 135],[4.8984375 6.1015625] ; [109.1015625 135.8984375],0
a7,1,0.61642,0.250931,[7 4] ; [176  73],[7.74230769 3.25769231] ; [175.25769231  73.74230769],0
p12,1,0.637545,0.221967,[ 1 10] ; [ 35 213],[1.52895753 9.47104247] ; [ 34.47104247 213.52895753],0
p3,1,0.653573,0.201425,[6 5] ; [152  96],[6.71042471 4.28957529] ; [151.28957529  96.71042471],0
p5,1,0.68607,0.163372,[3 8] ; [ 55 194],[2.45384615 8.54615385] ; [ 55.54615385 193.45384615],0
p4,1,0.694679,0.154066,[7 4] ; [171  76],[7.58914729 3.41085271] ; [170.41085271  76.58914729],0
p6,1,0.717933,0.130482,[5 6] ; [125 120],[5.5859375 5.4140625] ; [124.4140625 120.5859375],0
s6,1,0.726735,0.122131,[10  1] ; [214  31],[9.625 1.375] ; [214.375  30.625],0
a4,1,0.738244,0.111676,[5 6] ; [126 123],[5.54230769 5.45769231] ; [125.45769231 123.54230769],0
d5,1,0.741185,0.109088,[9 2] ; [211  36],[9.37984496 1.62015504] ; [210.62015504  36.37984496],0
d4,1,0.760447,0.092961,[10  1] ; [217  30],[9.67829457 1.32170543] ; [217.32170543  29.67829457],0
a1,1,0.772255,0.083768,[ 1 10] ; [ 17 232],[ 0.76153846 10.23846154] ; [ 17.23846154 231.76153846],0
n2,1,0.779585,0.078322,[3 1] ; [42 10],[3.21428571 0.78571429] ; [41.78571429 10.21428571],0
d1,1,0.790819,0.070356,[7 4] ; [168  81],[7.40384615 3.59615385] ; [167.59615385  81.40384615],0
a3,1,0.847995,0.03674,[9 2] ; [197  51],[8.74903475 2.25096525] ; [197.25096525  50.74903475],0
n5,1,0.897642,0.016549,[9 2] ; [199  49],[8.83397683 2.16602317] ; [199.16602317  48.83397683],0
d2,1,0.92183,0.009629,[6 5] ; [131 116],[5.84108527 5.15891473] ; [131.15891473 115.84108527],0
a6,1,0.982138,0.000501,[7 4] ; [158  89],[7.03488372 3.96511628] ; [157.96511628  89.03488372],0
v1,1,0.988082,0.000223,[7 4] ; [156  90],[6.9766537 4.0233463] ; [156.0233463  89.9766537],0
a5,1,0.992629,8.5e-05,[9 2] ; [204  45],[9.01153846 1.98846154] ; [203.98846154  45.01153846],0
n1,1,1.0,0.0,[2 2] ; [26 26],[2. 2.] ; [26. 26.],0
