Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,333.053915,[347  45] ; [ 74 267],[225.14597544 166.85402456] ; [195.85402456 145.14597544],1
s7,1,0.0,138.013466,[276 105] ; [ 93 236],[198.01267606 182.98732394] ; [170.98732394 158.01267606],1
s6,1,0.0,133.780832,[342  45] ; [167 174],[270.58104396 116.41895604] ; [238.41895604 102.58104396],1
s8,1,0.0,105.73769,[256 135] ; [ 95 250],[186.46875 204.53125] ; [164.53125 180.46875],1
s5,1,0.0,77.465302,[189 184] ; [ 64 273],[132.91408451 240.08591549] ; [120.08591549 216.91408451],1
s4,1,0.0,28.953282,[ 95 294] ; [ 32 311],[ 67.49043716 321.50956284] ; [ 59.50956284 283.49043716],1
p6,1,0.000144,14.450589,[178 212] ; [108 231],[153.00411523 236.99588477] ; [132.99588477 206.00411523],1
d1,1,0.000184,13.988527,[262 131] ; [184 162],[237.1826793 155.8173207] ; [208.8173207 137.1826793],1
u1,1,0.000296,13.095747,[ 89 304] ; [ 43 303],[ 70.19756428 322.80243572] ; [ 61.80243572 284.19756428],1
d4,1,0.000321,12.946546,[343  47] ; [270  76],[324.82336957  65.17663043] ; [288.17663043  57.82336957],1
p12,1,0.000627,11.694577,[ 49 343] ; [ 18 326],[ 35.68478261 356.31521739] ; [ 31.31521739 312.68478261],1
d2,1,0.000671,11.566964,[210 181] ; [142 203],[187. 204.] ; [165. 180.],1
p4,1,0.001298,10.345642,[264 127] ; [192 151],[242.91008174 148.08991826] ; [213.08991826 129.91008174],0
u3,1,0.002274,9.314234,[63 27] ; [54 57],[52.3880597 37.6119403] ; [64.6119403 46.3880597],0
r2,1,0.002852,8.899844,[382   8] ; [320  22],[374.01639344  15.98360656] ; [327.98360656  14.01639344],0
a2,1,0.006526,7.398934,[111 282] ; [ 68 278],[ 95.19215156 297.80784844] ; [ 83.80784844 262.19215156],0
a3,1,0.009249,6.774095,[301  91] ; [234 109],[285.33333333 106.66666667] ; [249.66666667  93.33333333],0
r4,1,0.00938,6.748916,[373  20] ; [311  35],[363.75101488  29.24898512] ; [320.24898512  25.75101488],0
u4,1,0.009443,6.737105,[ 15 378] ; [  3 343],[  9.57239513 383.42760487] ; [  8.42760487 337.57239513],0
a5,1,0.017976,5.598439,[307  86] ; [244 102],[293.02165088  99.97834912] ; [257.97834912  88.02165088],0
a4,1,0.020073,5.405535,[197 196] ; [143 201],[181.30257802 211.69742198] ; [158.69742198 185.30257802],0
s1,1,0.030773,4.665599,[ 16 372] ; [  5 339],[ 11.13114754 376.86885246] ; [  9.86885246 334.13114754],0
p11,1,0.033239,4.533408,[314  79] ; [297  49],[324.92963464  68.07036536] ; [286.07036536  59.92963464],0
p10,1,0.034912,4.449466,[364  28] ; [303  40],[355.73333333  36.26666667] ; [311.26666667  31.73333333],0
v1,1,0.039632,4.233552,[228 151] ; [177 160],[214.37849162 164.62150838] ; [190.62150838 146.37849162],0
n5,1,0.053095,3.740914,[313  78] ; [254  89],[302.03950954  88.96049046] ; [264.96049046  78.03950954],0
d5,1,0.071346,3.25178,[327  62] ; [273  73],[317.55102041  71.44897959] ; [282.44897959  63.55102041],0
n4,1,0.075264,3.164304,[313  78] ; [258  88],[302.93215739  88.06784261] ; [268.06784261  77.93215739],0
r1,1,0.076913,3.128964,[324  67] ; [268  77],[314.5  76.5] ; [277.5  67.5],0
n6,1,0.087906,2.912312,[343  46] ; [290  56],[335.01632653  53.98367347] ; [297.98367347  48.01632653],0
a1,1,0.096374,2.76454,[ 24 369] ; [ 12 334],[ 19.14479026 373.85520974] ; [ 16.85520974 329.14479026],0
n1,1,0.099244,2.717647,[36 49] ; [24 56],[30.90909091 54.09090909] ; [29.09090909 50.90909091],0
a8,1,0.103466,2.651289,[ 58 305] ; [ 36 274],[ 50.7013373 312.2986627] ; [ 43.2986627 266.7013373],0
v3,1,0.103667,2.648196,[162 213] ; [125 211],[151.37130802 223.62869198] ; [135.62869198 200.37130802],0
b1,1,0.148796,2.084549,[146 247] ; [111 235],[136.67253045 256.32746955] ; [120.32746955 225.67253045],0
n2,1,0.150425,2.067937,[68 17] ; [57 24],[64.0060241 20.9939759] ; [60.9939759 20.0060241],0
p7,1,0.173063,1.856209,[260 121] ; [215 124],[251.35416667 129.64583333] ; [223.64583333 115.35416667],0
d3,1,0.187041,1.740774,[283 107] ; [235 110],[274.85714286 115.14285714] ; [243.14285714 101.85714286],0
p3,1,0.188882,1.726319,[215 177] ; [172 172],[206.11956522 185.88043478] ; [180.88043478 163.11956522],0
p1,1,0.244713,1.353237,[ 39 352] ; [ 26 319],[ 34.53125 356.46875] ; [ 30.46875 314.53125],0
r3,1,0.272949,1.201867,[379  13] ; [329  17],[376.06504065  15.93495935] ; [331.93495935  14.06504065],0
a6,1,0.288412,1.127019,[262 128] ; [245 101],[268.6548913 121.3451087] ; [238.3451087 107.6548913],0
a7,1,0.314159,1.013109,[292  99] ; [247  99],[285.95522388 105.04477612] ; [253.04477612  92.95522388],0
p5,1,0.347723,0.881749,[ 54 334] ; [ 40 305],[ 49.75716235 338.24283765] ; [ 44.24283765 300.75716235],0
v2,1,0.41451,0.665828,[221 154] ; [185 146],[215.65155807 159.34844193] ; [190.34844193 140.65155807],0
p2,1,0.429104,0.625246,[335  57] ; [300  43],[338.66666667  53.33333333] ; [296.33333333  46.66666667],0
p8,1,0.537076,0.380985,[212 178] ; [192 147],[216.13168724 173.86831276] ; [187.86831276 151.13168724],0
n3,1,0.557146,0.344669,[64 21] ; [57 23],[62.33333333 22.66666667] ; [58.66666667 21.33333333],0
u2,1,0.591557,0.287919,[54 36] ; [63 49],[52.12871287 37.87128713] ; [64.87128713 47.12871287],0
b5,1,0.639495,0.219404,[244 149] ; [209 137],[240.9052774 152.0947226] ; [212.0947226 133.9052774],0
b2,1,0.699097,0.149413,[ 96 144] ; [ 76 123],[ 94.03189066 145.96810934] ; [ 77.96810934 121.03189066],0
b3,1,0.699097,0.149413,[ 96 144] ; [ 76 123],[ 94.03189066 145.96810934] ; [ 77.96810934 121.03189066],0
b4,1,0.994208,5.3e-05,[225 168] ; [198 148],[224.95128552 168.04871448] ; [198.04871448 147.95128552],0
