Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,27.425876,[64 25] ; [ 9 31],[50.36434109 38.63565891] ; [22.63565891 17.36434109],1
a3,1,0.826688,0.04794,[53 36] ; [23 17],[52.43410853 36.56589147] ; [23.56589147 16.43410853],0
n2,1,0.845252,0.038095,[16  5] ; [11  4],[15.75  5.25] ; [11.25  3.75],0
p4,1,0.867081,0.028012,[41 47] ; [18 22],[40.5625 47.4375] ; [18.4375 21.5625],0
v2,1,0.870284,0.026666,[38 49] ; [16 22],[37.584 49.416] ; [16.416 21.584],0
d1,1,0.880068,0.022766,[41 48] ; [19 21],[41.39534884 47.60465116] ; [18.60465116 21.39534884],0
p8,1,0.886146,0.020501,[30 59] ; [14 26],[30.35658915 58.64341085] ; [13.64341085 26.35658915],0
s5,1,0.899293,0.016016,[17 70] ; [ 8 31],[17.26190476 69.73809524] ; [ 7.73809524 31.26190476],0
v4,1,0.899647,0.015903,[83  5] ; [37  2],[83.1496063  4.8503937] ; [36.8503937  2.1496063],0
r2,1,0.929783,0.007765,[87  2] ; [39  1],[86.93023256  2.06976744] ; [39.06976744  0.93023256],0
r3,1,0.929783,0.007765,[87  2] ; [39  1],[86.93023256  2.06976744] ; [39.06976744  0.93023256],0
d4,1,0.980846,0.000576,[66 23] ; [29 10],[66.0546875 22.9453125] ; [28.9453125 10.0546875],0
