Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,27.425876,[64 25] ; [ 9 31],[50.36434109 38.63565891] ; [22.63565891 17.36434109],1
a5,1,0.00507,7.854143,[63 26] ; [18 22],[55.88372093 33.11627907] ; [25.11627907 14.88372093],0
v3,1,0.006537,7.396074,[37 49] ; [ 7 32],[30.272 55.728] ; [13.728 25.272],0
p11,1,0.007506,7.147618,[58 31] ; [16 24],[51.05426357 37.94573643] ; [22.94573643 17.05426357],0
n6,1,0.009427,6.740055,[69 20] ; [22 18],[62.78294574 26.21705426] ; [28.21705426 11.78294574],0
p10,1,0.018797,5.520315,[28 59] ; [ 5 35],[22.60629921 64.39370079] ; [10.39370079 29.60629921],0
a7,1,0.022123,5.236096,[65 24] ; [21 19],[59.33333333 29.66666667] ; [26.66666667 13.33333333],0
v1,1,0.03152,4.624442,[40 49] ; [10 30],[34.49612403 54.50387597] ; [15.50387597 24.49612403],0
s7,1,0.033721,4.508792,[31 51] ; [ 7 31],[25.96666667 56.03333333] ; [12.03333333 25.96666667],0
r1,1,0.035873,4.403144,[81  8] ; [31  9],[77.27131783 11.72868217] ; [34.72868217  5.27131783],0
p2,1,0.079971,3.065492,[61 28] ; [21 19],[56.57364341 32.42635659] ; [25.42635659 14.57364341],0
s8,1,0.106605,2.603841,[28 60] ; [ 7 32],[24.2519685 63.7480315] ; [10.7480315 28.2519685],0
a2,1,0.119346,2.425877,[19 70] ; [ 4 36],[15.86821705 73.13178295] ; [ 7.13178295 32.86821705],0
n1,1,0.126647,2.333133,[10  9] ; [ 4 11],[ 7.82352941 11.17647059] ; [6.17647059 8.82352941],0
u3,1,0.142587,2.149812,[20 16] ; [13  4],[22.41509434 13.58490566] ; [10.58490566  6.41509434],0
p1,1,0.176425,1.827485,[ 8 80] ; [ 1 39],[ 6.1875 81.8125] ; [ 2.8125 37.1875],0
d3,1,0.214809,1.538716,[57 32] ; [21 19],[53.81395349 35.18604651] ; [24.18604651 15.81395349],0
a6,1,0.219729,1.506141,[59 30] ; [22 18],[55.88372093 33.11627907] ; [25.11627907 14.88372093],0
u1,1,0.246917,1.340664,[16 73] ; [ 4 36],[13.79844961 75.20155039] ; [ 6.20155039 33.79844961],0
b1,1,0.256857,1.28562,[54 35] ; [20 20],[51.05426357 37.94573643] ; [22.94573643 17.05426357],0
s4,1,0.269598,1.218794,[ 9 77] ; [ 7 33],[10.92063492 75.07936508] ; [ 5.07936508 34.92063492],0
s3,1,0.305317,1.050825,[46 42] ; [17 23],[43.3125 44.6875] ; [19.6875 20.3125],0
a4,1,0.345226,0.890928,[34 54] ; [12 28],[31.625 56.375] ; [14.375 25.625],0
b3,1,0.3553,0.854439,[17 40] ; [ 5 20],[15.29268293 41.70731707] ; [ 6.70731707 18.29268293],0
b2,1,0.3553,0.854439,[17 40] ; [ 5 20],[15.29268293 41.70731707] ; [ 6.70731707 18.29268293],0
b4,1,0.368349,0.809225,[55 34] ; [28 12],[57.26356589 31.73643411] ; [25.73643411 14.26356589],0
s2,1,0.370351,0.802485,[34 53] ; [12 27],[31.76190476 55.23809524] ; [14.23809524 24.76190476],0
a1,1,0.43669,0.604964,[ 5 84] ; [ 1 39],[ 4.13953488 84.86046512] ; [ 1.86046512 38.13953488],0
d5,1,0.440646,0.594599,[68 21] ; [28 12],[66.23255814 22.76744186] ; [29.76744186 10.23255814],0
u2,1,0.48762,0.481773,[17 18] ; [10  7],[18.17307692 16.82692308] ; [8.82692308 8.17307692],0
n3,1,0.49169,0.472827,[15  4] ; [11  5],[14.11428571  4.88571429] ; [11.88571429  4.11428571],0
a8,1,0.510443,0.433159,[10 70] ; [ 3 33],[ 8.96551724 71.03448276] ; [ 4.03448276 31.96551724],0
s6,1,0.524652,0.404738,[46 42] ; [18 21],[44.34645669 43.65354331] ; [19.65354331 19.34645669],0
p7,1,0.559357,0.340818,[43 44] ; [22 18],[44.52755906 42.47244094] ; [20.47244094 19.52755906],0
p3,1,0.584748,0.298621,[33 55] ; [13 27],[31.625 56.375] ; [14.375 25.625],0
p6,1,0.654945,0.199723,[21 66] ; [ 8 31],[20.02380952 66.97619048] ; [ 8.97619048 30.02380952],0
d2,1,0.660116,0.193383,[43 46] ; [21 19],[44.15503876 44.84496124] ; [19.84496124 20.15503876],0
s1,1,0.705669,0.142642,[ 5 82] ; [ 3 37],[ 5.48031496 81.51968504] ; [ 2.51968504 37.48031496],0
b5,1,0.715839,0.132515,[52 37] ; [22 18],[51.05426357 37.94573643] ; [22.94573643 17.05426357],0
