Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,38.06179,[41  9] ; [ 4 28],[27.43902439 22.56097561] ; [17.56097561 14.43902439],1
p11,1,0.0,29.706045,[42 11] ; [ 6 26],[29.92941176 23.07058824] ; [18.07058824 13.92941176],1
r3,1,9.5e-05,15.235587,[36 13] ; [ 9 22],[27.5625 21.4375] ; [17.4375 13.5625],1
p2,1,0.000177,14.058284,[38 12] ; [11 21],[29.87804878 20.12195122] ; [19.12195122 12.87804878],1
s8,1,0.00048,12.191737,[19 33] ; [ 1 31],[12.38095238 39.61904762] ; [ 7.61904762 24.38095238],1
p4,1,0.000667,11.58026,[26 26] ; [ 4 27],[18.79518072 33.20481928] ; [11.20481928 19.79518072],1
a5,1,0.002519,9.126398,[39 14] ; [13 19],[32.42352941 20.57647059] ; [19.57647059 12.42352941],0
p6,1,0.004455,8.088422,[17 33] ; [ 2 29],[11.72839506 38.27160494] ; [ 7.27160494 23.72839506],0
p7,1,0.008814,6.860059,[26 24] ; [ 7 24],[20.37037037 29.62962963] ; [12.62962963 18.37037037],0
s6,1,0.009601,6.70755,[27 23] ; [ 8 24],[21.34146341 28.65853659] ; [13.65853659 18.34146341],0
s7,1,0.010121,6.613541,[25 25] ; [ 6 23],[19.62025316 30.37974684] ; [11.37974684 17.62025316],0
n3,1,0.01383,6.059752,[14  5] ; [ 6 12],[10.27027027  8.72972973] ; [9.72972973 8.27027027],0
p8,1,0.039356,4.245433,[19 33] ; [ 5 27],[14.85714286 37.14285714] ; [ 9.14285714 22.85714286],0
v4,1,0.050399,3.828125,[33 15] ; [15 17],[28.8 19.2] ; [19.2 12.8],0
p5,1,0.05127,3.799428,[ 9 43] ; [ 1 31],[ 6.19047619 45.80952381] ; [ 3.80952381 28.19047619],0
v1,1,0.052246,3.767878,[21 28] ; [ 7 25],[16.9382716 32.0617284] ; [11.0617284 20.9382716],0
n6,1,0.062855,3.460399,[36 14] ; [16 15],[32.09876543 17.90123457] ; [19.90123457 11.09876543],0
n2,1,0.065254,3.398532,[15  4] ; [9 9],[12.32432432  6.67567568] ; [11.67567568  6.32432432],0
p3,1,0.070263,3.276863,[21 30] ; [ 7 25],[17.20481928 33.79518072] ; [10.79518072 21.20481928],0
s2,1,0.070263,3.276863,[21 30] ; [ 7 25],[17.20481928 33.79518072] ; [10.79518072 21.20481928],0
s3,1,0.077456,3.117494,[24 25] ; [ 9 22],[20.2125 28.7875] ; [12.7875 18.2125],0
d5,1,0.118656,2.434967,[40 13] ; [19 13],[36.78823529 16.21176471] ; [22.21176471  9.78823529],0
n5,1,0.126977,2.329076,[44  6] ; [24  8],[41.46341463  8.53658537] ; [26.53658537  5.46341463],0
d4,1,0.141631,2.160148,[39 14] ; [18 13],[35.96428571 17.03571429] ; [21.03571429  9.96428571],0
a7,1,0.169543,1.886982,[27 26] ; [11 20],[23.97619048 29.02380952] ; [14.02380952 16.97619048],0
a3,1,0.230398,1.438405,[36 17] ; [17 14],[33.44047619 19.55952381] ; [19.55952381 11.44047619],0
u3,1,0.23314,1.421602,[ 5 11] ; [ 2 13],[ 3.61290323 12.38709677] ; [ 3.38709677 11.61290323],0
v2,1,0.297265,1.086425,[23 27] ; [11 21],[20.73170732 29.26829268] ; [13.26829268 18.73170732],0
