Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,49.369909,[106  16] ; [65 78],[78.7245283 43.2754717] ; [92.2754717 50.7245283],1
v1,1,0.000608,11.752162,[88 34] ; [72 68],[74.50381679 47.49618321] ; [85.49618321 54.50381679],1
d1,1,0.003592,8.4796,[97 25] ; [93 54],[86.17100372 35.82899628] ; [103.82899628  43.17100372],0
s6,1,0.006506,7.404388,[93 27] ; [131  15],[101.05263158  18.94736842] ; [122.94736842  23.05263158],0
p12,1,0.014126,6.022373,[ 21 101] ; [ 11 136],[ 14.51301115 107.48698885] ; [ 17.48698885 129.51301115],0
d4,1,0.015904,5.813465,[112  10] ; [120  27],[105.21933086  16.78066914] ; [126.78066914  20.21933086],0
d3,1,0.018621,5.536716,[104  18] ; [108  39],[96.14869888 25.85130112] ; [115.85130112  31.14869888],0
s4,1,0.020415,5.376034,[ 17 105] ; [ 37 109],[24.58208955 97.41791045] ; [ 29.41791045 116.58208955],0
n6,1,0.04148,4.156314,[111   9] ; [124  23],[105.61797753  14.38202247] ; [129.38202247  17.61797753],0
a1,1,0.044129,4.051631,[ 10 112] ; [  4 143],[  6.34944238 115.65055762] ; [  7.65055762 139.34944238],0
u4,1,0.058768,3.571816,[  5 117] ; [  1 146],[  2.72118959 119.27881041] ; [  3.27881041 143.72118959],0
n5,1,0.060977,3.510611,[101  20] ; [108  38],[94.71535581 26.28464419] ; [114.28464419  31.71535581],0
p1,1,0.077193,3.123026,[ 16 105] ; [ 10 137],[ 11.73880597 109.26119403] ; [ 14.26119403 132.73880597],0
n4,1,0.078536,3.09494,[104  18] ; [112  34],[98.32835821 23.67164179] ; [117.67164179  28.32835821],0
a4,1,0.084421,2.977672,[66 56] ; [64 83],[58.95910781 63.04089219] ; [71.04089219 75.95910781],0
r4,1,0.13464,2.238169,[118   4] ; [136  11],[115.19702602   6.80297398] ; [138.80297398   8.19702602],0
p5,1,0.139138,2.187462,[24 98] ; [ 19 127],[ 19.57462687 102.42537313] ; [ 23.42537313 122.57462687],0
s5,1,0.150688,2.065273,[58 58] ; [57 82],[52.31372549 63.68627451] ; [62.68627451 76.31372549],0
p8,1,0.159377,1.980129,[76 44] ; [80 66],[70.37593985 49.62406015] ; [85.62406015 60.37593985],0
a2,1,0.178595,1.809277,[46 76] ; [ 44 103],[40.81784387 81.18215613] ; [49.18215613 97.81784387],0
p3,1,0.189709,1.719872,[72 50] ; [75 72],[66.66914498 55.33085502] ; [80.33085502 66.66914498],0
s7,1,0.294083,1.100835,[89 25] ; [102  39],[85.38823529 28.61176471] ; [105.61176471  35.38823529],0
d5,1,0.295513,1.094335,[109  13] ; [125  22],[106.12639405  15.87360595] ; [127.87360595  19.12639405],0
s3,1,0.312298,1.020933,[81 36] ; [110  37],[84.64772727 32.35227273] ; [106.35227273  40.64772727],0
v4,1,0.316723,1.002431,[116   5] ; [144   3],[117.3880597   3.6119403] ; [142.6119403   4.3880597],0
r3,1,0.320277,0.987815,[119   3] ; [140   7],[117.46468401   4.53531599] ; [141.53531599   5.46468401],0
a3,1,0.321504,0.982819,[99 22] ; [113  34],[95.71641791 25.28358209] ; [116.28358209  30.71641791],0
u2,1,0.339816,0.911125,[17  6] ; [21 13],[15.33333333  7.66666667] ; [22.66666667 11.33333333],0
d2,1,0.3588,0.842088,[74 48] ; [81 66],[70.29739777 51.70260223] ; [84.70260223 62.29739777],0
u3,1,0.381626,0.765456,[18  5] ; [23 11],[16.54385965  6.45614035] ; [24.45614035  9.54385965],0
r1,1,0.392442,0.731361,[107  14] ; [123  22],[104.62406015  16.37593985] ; [125.37593985  19.62406015],0
n3,1,0.410643,0.676937,[16  8] ; [26  8],[17.37931034  6.62068966] ; [24.62068966  9.37931034],0
p11,1,0.446331,0.579953,[100  22] ; [115  32],[97.50929368 24.49070632] ; [117.49070632  29.50929368],0
p6,1,0.467748,0.527292,[53 67] ; [71 75],[55.93984962 64.06015038] ; [68.06015038 77.93984962],0
b5,1,0.492685,0.470658,[79 43] ; [101  46],[81.63568773 40.36431227] ; [98.36431227 48.63568773],0
n2,1,0.621218,0.244159,[19  5] ; [25  9],[18.20689655  5.79310345] ; [25.79310345  8.20689655],0
s1,1,0.661879,0.191249,[  3 116] ; [  5 140],[  3.60606061 115.39393939] ; [  4.39393939 140.60606061],0
b4,1,0.665899,0.186437,[77 45] ; [89 58],[75.28624535 46.71375465] ; [90.71375465 56.28624535],0
p4,1,0.674251,0.176669,[84 38] ; [97 49],[82.39552239 39.60447761] ; [98.60447761 47.39552239],0
b2,1,0.705817,0.142491,[30 51] ; [39 59],[31.22346369 49.77653631] ; [37.77653631 60.22346369],0
b3,1,0.705817,0.142491,[30 51] ; [39 59],[31.22346369 49.77653631] ; [37.77653631 60.22346369],0
p9,1,0.719367,0.1291,[111  10] ; [133  14],[110.1641791  10.8358209] ; [133.8358209  13.1641791],0
u1,1,0.752846,0.099155,[37 85] ; [ 42 105],[35.82899628 86.17100372] ; [ 43.17100372 103.82899628],0
n1,1,0.79092,0.070287,[ 8 15] ; [13 21],[ 8.47368421 14.52631579] ; [12.52631579 21.47368421],0
r2,1,0.797744,0.065673,[117   5] ; [138   5],[117.39622642   4.60377358] ; [137.60377358   5.39622642],0
s2,1,0.817214,0.053421,[81 38] ; [102  45],[81.86842105 37.13157895] ; [101.13157895  45.86842105],0
p7,1,0.830465,0.045841,[83 34] ; [99 43],[82.21621622 34.78378378] ; [99.78378378 42.21621622],0
p2,1,0.846118,0.037665,[108  14] ; [129  18],[107.48698885  14.51301115] ; [129.51301115  17.48698885],0
a8,1,0.849024,0.036238,[20 86] ; [ 24 110],[19.43333333 86.56666667] ; [ 24.56666667 109.43333333],0
a5,1,0.876254,0.024248,[97 25] ; [118  29],[97.50929368 24.49070632] ; [117.49070632  29.50929368],0
b1,1,0.924685,0.008937,[43 79] ; [51 96],[42.63197026 79.36802974] ; [51.36802974 95.63197026],0
a6,1,0.955652,0.003093,[95 26] ; [115  32],[94.81343284 26.18656716] ; [115.18656716  31.81343284],0
p10,1,0.96893,0.001517,[107  14] ; [128  17],[106.89849624  14.10150376] ; [128.10150376  16.89849624],0
