Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,47.675244,[132  38] ; [26 54],[107.44  62.56] ; [50.56 29.44],1
a6,1,0.0,34.166361,[132  38] ; [32 48],[111.52  58.48] ; [52.48 27.52],1
a2,1,4.1e-05,16.816993,[ 43 127] ; [ 3 77],[ 31.28 138.72] ; [14.72 65.28],1
r4,1,0.000548,11.945543,[148  22] ; [55 25],[138.04  31.96] ; [64.96 15.04],1
p10,1,0.001435,10.160156,[134  33] ; [49 31],[123.72874494  43.27125506] ; [59.27125506 20.72874494],0
r3,1,0.002261,9.324933,[161   8] ; [67 13],[154.74698795  14.25301205] ; [73.25301205  6.74698795],0
d5,1,0.002374,9.234922,[135  35] ; [49 31],[125.12  44.88] ; [58.88 21.12],0
r1,1,0.003395,8.582193,[128  41] ; [46 34],[118.09638554  50.90361446] ; [55.90361446 24.09638554],0
d1,1,0.004239,8.178354,[105  65] ; [34 46],[94.52 75.48] ; [44.48 35.52],0
p4,1,0.007677,7.107401,[92 78] ; [28 50],[82.25806452 87.74193548] ; [37.74193548 40.25806452],0
r2,1,0.013416,6.113374,[156  11] ; [65 13],[150.64081633  16.35918367] ; [70.35918367  7.64081633],0
u1,1,0.014878,5.930874,[ 27 143] ; [ 4 76],[ 21.08 148.92] ; [ 9.92 70.08],0
b5,1,0.016234,5.777311,[104  66] ; [36 44],[95.2 74.8] ; [44.8 35.2],0
p6,1,0.02578,4.970714,[ 53 115] ; [14 64],[ 45.75609756 122.24390244] ; [21.24390244 56.75609756],0
v4,1,0.027117,4.883338,[161   8] ; [70 10],[156.78313253  12.21686747] ; [74.21686747  5.78313253],0
p3,1,0.033532,4.518387,[79 90] ; [26 54],[71.26506024 97.73493976] ; [33.73493976 46.26506024],0
u3,1,0.033678,4.510965,[28 29] ; [ 7 21],[23.47058824 33.52941176] ; [11.52941176 16.47058824],0
p2,1,0.035633,4.414597,[140  29] ; [57 23],[133.70682731  35.29317269] ; [63.29317269 16.70682731],0
p9,1,0.096045,2.770014,[133  33] ; [55 23],[127.90163934  38.09836066] ; [60.09836066 17.90163934],0
d4,1,0.102088,2.67261,[135  35] ; [56 24],[129.88  40.12] ; [61.12 18.88],0
n3,1,0.128176,2.31446,[30  8] ; [16 10],[27.3125 10.6875] ; [18.6875  7.3125],0
a5,1,0.141654,2.1599,[118  52] ; [48 32],[112.88  57.12] ; [53.12 26.88],0
v2,1,0.160156,1.972749,[92 71] ; [37 42],[86.88842975 76.11157025] ; [42.11157025 36.88842975],0
s5,1,0.165996,1.918735,[ 19 147] ; [14 64],[ 22.45081967 143.54918033] ; [10.54918033 67.45081967],0
p11,1,0.175158,1.838235,[140  30] ; [60 20],[136.  34.] ; [64. 16.],0
v1,1,0.194418,1.683816,[79 88] ; [30 48],[74.29795918 92.70204082] ; [34.70204082 43.29795918],0
p8,1,0.195391,1.676497,[85 83] ; [33 46],[80.25910931 87.74089069] ; [37.74089069 41.25910931],0
s4,1,0.355928,0.852209,[ 14 156] ; [ 4 76],[ 12.24 157.76] ; [ 5.76 74.24],0
n5,1,0.385784,0.75219,[120  49] ; [61 19],[122.84738956  46.15261044] ; [58.15261044 21.84738956],0
s2,1,0.409006,0.681689,[ 33 136] ; [12 67],[ 30.66532258 138.33467742] ; [14.33467742 64.66532258],0
n2,1,0.428563,0.626714,[28  9] ; [18  9],[26.59375 10.40625] ; [19.40625  7.59375],0
d2,1,0.437586,0.602605,[76 94] ; [39 39],[78.83064516 91.16935484] ; [36.16935484 41.83064516],0
s1,1,0.440324,0.595438,[  2 167] ; [ 2 78],[  2.71485944 166.28514056] ; [ 1.28514056 78.71485944],0
v3,1,0.465322,0.533063,[ 59 103] ; [25 54],[ 56.46473029 105.53526971] ; [27.53526971 51.46473029],0
u2,1,0.553617,0.350877,[25 32] ; [10 17],[23.75 33.25] ; [11.25 15.75],0
n4,1,0.56556,0.330168,[129  41] ; [58 22],[127.16  42.84] ; [59.84 20.16],0
b2,1,0.627336,0.23569,[41 58] ; [25 30],[42.42857143 56.57142857] ; [23.57142857 31.42857143],0
b3,1,0.627336,0.23569,[41 58] ; [25 30],[42.42857143 56.57142857] ; [23.57142857 31.42857143],0
n1,1,0.643177,0.214611,[13 24] ; [ 8 19],[12.140625 24.859375] ; [ 8.859375 18.140625],0
p12,1,0.660748,0.192616,[  6 163] ; [ 2 78],[  5.42971888 163.57028112] ; [ 2.57028112 77.42971888],0
a8,1,0.675799,0.174893,[ 19 132] ; [ 8 67],[ 18.03982301 132.96017699] ; [ 8.96017699 66.03982301],0
p7,1,0.762344,0.091448,[97 71] ; [44 35],[95.90283401 72.09716599] ; [45.09716599 33.90283401],0
p5,1,0.778057,0.07944,[ 10 158] ; [ 4 75],[  9.52226721 158.47773279] ; [ 4.47773279 74.52226721],0
s7,1,0.80622,0.060175,[ 41 122] ; [18 58],[ 40.23849372 122.76150628] ; [18.76150628 57.23849372],0
a1,1,0.843638,0.038904,[  5 165] ; [ 2 78],[  4.76 165.24] ; [ 2.24 77.76],0
a4,1,0.869531,0.026979,[ 67 103] ; [32 47],[ 67.59036145 102.40963855] ; [31.40963855 47.59036145],0
a3,1,0.871398,0.026206,[113  56] ; [52 27],[112.43951613  56.56048387] ; [52.56048387 26.43951613],0
b1,1,0.88294,0.021681,[ 60 110] ; [29 51],[ 60.52 109.48] ; [28.48 51.52],0
s8,1,0.89584,0.01714,[ 37 133] ; [18 62],[ 37.4 132.6] ; [17.6 62.4],0
