Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,78.791734,[ 6 57] ; [227 100],[37.63846154 25.36153846] ; [195.36153846 131.63846154],1
d4,1,0.0,32.009122,[39 24] ; [293  34],[53.63076923  9.36923077] ; [278.36923077  48.63076923],1
a4,1,0.0,31.83583,[ 8 54] ; [169 157],[28.28350515 33.71649485] ; [148.71649485 177.28350515],1
a5,1,1e-06,23.383597,[33 30] ; [264  63],[47.97692308 15.02307692] ; [249.02307692  77.97692308],1
d3,1,1.8e-05,18.419069,[32 31] ; [252  75],[45.87692308 17.12307692] ; [238.12307692  88.87692308],1
d2,1,4.1e-05,16.82113,[15 48] ; [170 157],[29.88461538 33.11538462] ; [155.11538462 171.88461538],1
a3,1,0.000201,13.81966,[35 28] ; [254  72],[46.80462725 16.19537275] ; [242.19537275  83.80462725],1
r2,1,0.000327,12.911304,[53  9] ; [310  11],[58.76240209  3.23759791] ; [304.23759791  16.76240209],1
u1,1,0.000625,11.699861,[ 3 60] ; [ 78 249],[13.08461538 49.91538462] ; [ 67.91538462 259.08461538],1
a2,1,0.001038,10.75921,[ 6 57] ; [ 96 231],[16.47692308 46.52307692] ; [ 85.52307692 241.47692308],0
r1,1,0.001408,10.194731,[44 19] ; [280  45],[52.60824742 10.39175258] ; [271.39175258  53.60824742],0
n4,1,0.004197,8.196559,[42 21] ; [268  57],[50.33505155 12.66494845] ; [259.66494845  65.33505155],0
r4,1,0.00531,7.770871,[53 10] ; [308  19],[58.31538462  4.68461538] ; [302.68461538  24.31538462],0
r3,1,0.008882,6.846314,[59  4] ; [321   4],[61.70103093  1.29896907] ; [318.29896907   6.70103093],0
v2,1,0.041951,4.137182,[29 32] ; [195 122],[36.14814815 24.85185185] ; [187.85185185 129.14814815],0
b1,1,0.085183,2.963132,[32 31] ; [128 199],[25.84615385 37.15384615] ; [134.15384615 192.84615385],0
v4,1,0.096715,2.758897,[58  4] ; [317   8],[60.07751938  1.92248062] ; [314.92248062  10.07751938],0
p1,1,0.112876,2.513486,[ 9 54] ; [ 26 298],[ 5.69767442 57.30232558] ; [ 29.30232558 294.69767442],0
p9,1,0.134424,2.240652,[53 10] ; [294  31],[56.34278351  6.65721649] ; [290.65721649  34.34278351],0
n6,1,0.134864,2.2356,[51 12] ; [284  39],[54.6761658  8.3238342] ; [280.3238342  42.6761658],0
p5,1,0.136621,2.215611,[14 49] ; [ 48 278],[10.04113111 52.95886889] ; [ 51.95886889 274.04113111],0
p4,1,0.145927,2.114314,[41 22] ; [242  85],[45.71538462 17.28461538] ; [237.28461538  89.71538462],0
p3,1,0.177399,1.819281,[34 29] ; [206 121],[38.76923077 24.23076923] ; [201.23076923 125.76923077],0
b4,1,0.191892,1.70303,[31 32] ; [190 137],[35.7 27.3] ; [185.3 141.7],0
n2,1,0.218792,1.512278,[8 4] ; [51 11],[9.56756757 2.43243243] ; [49.43243243 12.56756757],0
p2,1,0.26211,1.257577,[55  8] ; [299  27],[57.33161954  5.66838046] ; [296.66838046  29.33161954],0
s8,1,0.272699,1.20312,[33 30] ; [195 131],[36.92544987 26.07455013] ; [191.07455013 134.92544987],0
v3,1,0.278694,1.173446,[22 41] ; [134 183],[25.86315789 37.13684211] ; [130.13684211 186.86315789],0
v1,1,0.344365,0.894113,[33 29] ; [191 129],[36.35602094 25.64397906] ; [187.64397906 132.35602094],0
n1,1,0.366514,0.81545,[3 9] ; [24 38],[4.37837838 7.62162162] ; [22.62162162 39.37837838],0
p10,1,0.399232,0.71064,[53  9] ; [289  35],[54.93264249  7.06735751] ; [287.06735751  36.93264249],0
p12,1,0.440374,0.595308,[ 8 55] ; [ 31 295],[ 6.31619537 56.68380463] ; [ 32.68380463 293.31619537],0
a8,1,0.441967,0.59117,[ 8 52] ; [ 52 247],[10.02785515 49.97214485] ; [ 49.97214485 249.02785515],0
s1,1,0.458834,0.548736,[ 1 61] ; [ 11 313],[ 1.92746114 60.07253886] ; [ 10.07253886 313.92746114],0
a1,1,0.460524,0.544622,[ 3 60] ; [ 24 303],[ 4.36153846 58.63846154] ; [ 22.63846154 304.36153846],0
s4,1,0.492986,0.470003,[12 51] ; [ 74 248],[14.07272727 48.92727273] ; [ 71.92727273 250.07272727],0
a7,1,0.502421,0.449818,[44 19] ; [241  85],[46.15681234 16.84318766] ; [238.84318766  87.15681234],0
s2,1,0.505669,0.443018,[39 24] ; [216 110],[41.29820051 21.70179949] ; [213.70179949 112.29820051],0
s5,1,0.508897,0.436334,[27 35] ; [154 166],[29.37696335 32.62303665] ; [151.62303665 168.37696335],0
u4,1,0.518489,0.416898,[ 1 62] ; [ 10 317],[ 1.77692308 61.22307692] ; [  9.22307692 317.77692308],0
p11,1,0.544018,0.368143,[50 13] ; [270  57],[51.69230769 11.30769231] ; [268.30769231  58.69230769],0
u2,1,0.611507,0.257987,[17  9] ; [43 29],[15.91836735 10.08163265] ; [44.08163265 27.91836735],0
n5,1,0.613332,0.255352,[49 14] ; [261  63],[50.46511628 12.53488372] ; [259.53488372  64.46511628],0
n3,1,0.613996,0.254397,[8 4] ; [45 16],[8.71232877 3.28767123] ; [44.28767123 16.71232877],0
p8,1,0.614087,0.254266,[45 18] ; [221 103],[43.30232558 19.69767442] ; [222.69767442 101.30232558],0
s3,1,0.662275,0.190772,[46 17] ; [227  96],[44.55699482 18.44300518] ; [228.44300518  94.55699482],0
p6,1,0.670402,0.181132,[30 31] ; [170 156],[31.5245478 29.4754522] ; [168.4754522 157.5245478],0
u3,1,0.671531,0.179817,[16 11] ; [46 26],[16.90909091 10.09090909] ; [45.09090909 26.90909091],0
b3,1,0.740867,0.109366,[14 22] ; [ 76 135],[13.11740891 22.88259109] ; [ 76.88259109 134.11740891],0
b2,1,0.740867,0.109366,[14 22] ; [ 76 135],[13.11740891 22.88259109] ; [ 76.88259109 134.11740891],0
a6,1,0.746025,0.104902,[41 22] ; [219 107],[42.10796915 20.89203085] ; [217.89203085 108.10796915],0
b5,1,0.781541,0.076902,[36 27] ; [193 134],[36.99230769 26.00769231] ; [192.00769231 134.99230769],0
s7,1,0.930433,0.007621,[38 22] ; [202 114],[38.29787234 21.70212766] ; [201.70212766 114.29787234],0
