Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,47.38393,[129 172] ; [262 117],[173.075 127.925] ; [217.925 161.075],1
v3,1,0.0,42.926436,[ 87 218] ; [202 176],[129.0556369 175.9443631] ; [159.9443631 218.0556369],1
n5,1,0.0,26.645022,[223  86] ; [341  48],[249.67908309  59.32091691] ; [314.32091691  74.67908309],1
p4,1,1e-06,24.258481,[158 149] ; [270 117],[189.3314121 117.6685879] ; [238.6685879 148.3314121],1
p10,1,0.00014,14.505032,[240  67] ; [342  43],[258.19942197  48.80057803] ; [323.80057803  61.19942197],1
p8,1,0.000153,14.33671,[145 161] ; [235 145],[169.50437318 136.49562682] ; [210.49562682 169.50437318],1
p3,1,0.000214,13.703751,[134 175] ; [223 165],[158.26829268 150.73170732] ; [198.73170732 189.26829268],1
s8,1,0.000263,13.314926,[120 190] ; [202 182],[143.83285303 166.16714697] ; [178.16714697 205.83285303],1
p6,1,0.000981,10.862355,[101 207] ; [172 209],[122.03773585 185.96226415] ; [150.96226415 230.03773585],1
n4,1,0.001488,10.093022,[238  72] ; [334  54],[254.04011461  55.95988539] ; [317.95988539  70.04011461],0
p9,1,0.001699,9.849658,[250  54] ; [348  37],[263.8490566  40.1509434] ; [334.1509434  50.8490566],0
p7,1,0.002173,9.397766,[186 120] ; [271 106],[204.74670571 101.25329429] ; [252.25329429 124.74670571],0
a5,1,0.002955,8.835307,[215  95] ; [308  81],[231.94563662  78.05436338] ; [291.05436338  97.94563662],0
p2,1,0.00626,7.473902,[248  62] ; [339  48],[261.07604017  48.92395983] ; [325.92395983  61.07604017],0
u4,1,0.009317,6.760939,[  2 309] ; [ 14 375],[  7.10857143 303.89142857] ; [  8.89142857 380.10857143],0
p5,1,0.010195,6.600425,[ 28 282] ; [ 60 326],[ 39.1954023 270.8045977] ; [ 48.8045977 337.1954023],0
v4,1,0.012787,6.198398,[299  12] ; [385   4],[303.89142857   7.10857143] ; [380.10857143   8.89142857],0
r1,1,0.016453,5.753828,[251  60] ; [338  49],[262.43409742  48.56590258] ; [326.56590258  60.43409742],0
s2,1,0.020848,5.339454,[147 162] ; [216 167],[162.09104046 146.90895954] ; [200.90895954 182.09104046],0
d1,1,0.024299,5.073154,[173 138] ; [249 140],[187.48857143 123.51142857] ; [234.51142857 154.48857143],0
s7,1,0.026108,4.948827,[139 160] ; [204 166],[153.29895366 145.70104634] ; [189.70104634 180.29895366],0
a4,1,0.026196,4.943067,[128 182] ; [192 194],[142.52873563 167.47126437] ; [177.47126437 208.52873563],0
b5,1,0.028044,4.825334,[172 139] ; [247 142],[186.15571429 124.84428571] ; [232.84428571 156.15571429],0
s6,1,0.028773,4.781172,[201 103] ; [279  99],[213.95894428  90.04105572] ; [266.04105572 111.95894428],0
r2,1,0.039734,4.229207,[299  10] ; [383   4],[302.78448276   6.21551724] ; [379.21551724   7.78448276],0
b2,1,0.040837,4.182779,[ 55 115] ; [108 148],[ 65.04694836 104.95305164] ; [ 97.95305164 158.04694836],0
b3,1,0.040837,4.182779,[ 55 115] ; [108 148],[ 65.04694836 104.95305164] ; [ 97.95305164 158.04694836],0
a3,1,0.041481,4.156243,[213  97] ; [292  94],[224.92816092  85.07183908] ; [280.07183908 105.92816092],0
u1,1,0.045084,4.015501,[ 50 261] ; [ 86 303],[ 60.42285714 250.57714286] ; [ 75.57714286 313.42285714],0
p11,1,0.045116,4.014285,[243  68] ; [327  62],[253.24285714  57.75714286] ; [316.75714286  72.24285714],0
s5,1,0.047992,3.910263,[101 201] ; [152 220],[113.3620178 188.6379822] ; [139.6379822 232.3620178],0
d5,1,0.056747,3.630002,[243  67] ; [326  62],[252.70773639  57.29226361] ; [316.29226361  71.70773639],0
d4,1,0.094131,2.802267,[247  63] ; [328  60],[255.37249284  54.62750716] ; [319.62750716  68.37249284],0
a2,1,0.101453,2.682555,[ 68 243] ; [106 283],[ 77.30571429 233.69428571] ; [ 96.69428571 292.30571429],0
a8,1,0.145581,2.11795,[ 37 251] ; [ 59 288],[ 43.54015748 244.45984252] ; [ 52.45984252 294.54015748],0
u3,1,0.148391,2.088717,[49 48] ; [59 38],[54. 43.] ; [54. 43.],0
n1,1,0.163008,1.946098,[28 54] ; [27 32],[31.9858156 50.0141844] ; [23.0141844 35.9858156],0
d2,1,0.17031,1.880213,[146 164] ; [203 185],[155. 155.] ; [194. 194.],0
p1,1,0.170359,1.879777,[ 22 287] ; [ 39 348],[ 27.08189655 281.91810345] ; [ 33.91810345 353.08189655],0
p12,1,0.271858,1.207347,[ 23 285] ; [ 38 348],[ 27.07204611 280.92795389] ; [ 33.92795389 352.07204611],0
d3,1,0.288453,1.126826,[211  98] ; [280 109],[217.36246418  91.63753582] ; [273.63753582 115.36246418],0
s3,1,0.295596,1.093956,[166 140] ; [223 160],[172.76342525 133.23657475] ; [216.23657475 166.76342525],0
n2,1,0.315126,1.009069,[60 23] ; [47 12],[62.54225352 20.45774648] ; [44.45774648 14.54225352],0
a7,1,0.324593,0.97035,[224  85] ; [294  94],[229.64418938  79.35581062] ; [288.35581062  99.64418938],0
b1,1,0.34662,0.885792,[117 194] ; [133 256],[111.07142857 199.92857143] ; [138.92857143 250.07142857],0
s4,1,0.349457,0.875428,[ 58 248] ; [ 62 320],[ 53.37209302 252.62790698] ; [ 66.62790698 315.37209302],0
b4,1,0.386815,0.748931,[177 134] ; [234 155],[182.60142857 128.39857143] ; [228.39857143 160.60142857],0
r3,1,0.478918,0.501326,[302   8] ; [382   7],[303.34763948   6.65236052] ; [380.65236052   8.34763948],0
s1,1,0.597306,0.279078,[ 11 296] ; [ 11 372],[  9.7884058 297.2115942] ; [ 12.2115942 370.7884058],0
n3,1,0.68329,0.166446,[63 20] ; [43 16],[61.95774648 21.04225352] ; [44.04225352 14.95774648],0
a6,1,0.707021,0.14127,[210 100] ; [268 120],[212.29226361  97.70773639] ; [265.70773639 122.29226361],0
a1,1,0.812357,0.056352,[ 14 297] ; [ 19 370],[ 14.66142857 296.33857143] ; [ 18.33857143 370.66142857],0
u2,1,0.830955,0.045573,[49 47] ; [51 46],[49.74093264 46.25906736] ; [50.25906736 46.74093264],0
