Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,77.332626,[63 39] ; [311  16],[88.92307692 13.07692308] ; [285.07692308  41.92307692],1
r2,1,0.0,34.94452,[82 18] ; [320   7],[94.14519906  5.85480094] ; [307.85480094  19.14519906],1
r3,1,3e-06,21.681911,[86 16] ; [316  10],[95.80373832  6.19626168] ; [306.19626168  19.80373832],1
a5,1,7e-05,15.823074,[52 50] ; [236  91],[68.47552448 33.52447552] ; [219.52447552 107.47552448],1
u1,1,0.000225,13.608023,[ 6 96] ; [ 72 255],[18.54545455 83.45454545] ; [ 59.45454545 267.54545455],1
a2,1,0.00023,13.569808,[11 91] ; [ 94 233],[24.96503497 77.03496503] ; [ 80.03496503 246.96503497],1
d1,1,0.00124,10.429617,[40 62] ; [188 139],[54.20979021 47.79020979] ; [173.79020979 153.20979021],0
s6,1,0.001329,10.301437,[50 52] ; [216 108],[63.69014085 38.30985915] ; [202.30985915 121.69014085],0
v2,1,0.001471,10.115137,[36 62] ; [171 139],[49.72058824 48.27941176] ; [157.27941176 152.72058824],0
d4,1,0.001573,9.99119,[70 32] ; [270  55],[81.21779859 20.78220141] ; [258.78220141  66.21779859],0
d3,1,0.002173,9.397236,[53 47] ; [227  99],[65.72769953 34.27230047] ; [214.27230047 111.72769953],0
n4,1,0.002881,8.8811,[60 42] ; [242  84],[71.97196262 30.02803738] ; [230.02803738  95.97196262],0
v3,1,0.007179,7.227718,[23 76] ; [117 191],[34.05405405 64.94594595] ; [105.94594595 202.05405405],0
a6,1,0.008207,6.987739,[59 43] ; [234  92],[69.8271028 32.1728972] ; [223.1728972 102.8271028],0
s7,1,0.012497,6.238937,[31 66] ; [145 168],[41.63902439 55.36097561] ; [134.36097561 178.63902439],0
s8,1,0.013092,6.156602,[28 74] ; [134 192],[38.60747664 63.39252336] ; [123.39252336 202.60747664],0
d5,1,0.018428,5.555017,[71 30] ; [265  61],[79.47540984 21.52459016] ; [256.52459016  69.47540984],0
a7,1,0.022065,5.240627,[61 40] ; [236  90],[70.25058548 30.74941452] ; [226.74941452  99.25058548],0
p12,1,0.028912,4.772836,[  1 101] ; [ 21 304],[ 5.25526932 96.74473068] ; [ 16.74473068 308.25526932],0
b1,1,0.030643,4.672874,[49 53] ; [118 209],[39.70629371 62.29370629] ; [127.29370629 199.70629371],0
s3,1,0.038247,4.294011,[46 56] ; [183 139],[55.08962264 46.91037736] ; [173.91037736 148.08962264],0
p10,1,0.038995,4.261099,[64 37] ; [239  84],[72.17688679 28.82311321] ; [230.82311321  92.17688679],0
n6,1,0.048504,3.892423,[74 28] ; [266  60],[81.02803738 20.97196262] ; [258.97196262  67.02803738],0
s2,1,0.059924,3.539479,[42 60] ; [167 155],[50.27830189 51.72169811] ; [158.72169811 163.27830189],0
v1,1,0.066882,3.35794,[37 60] ; [155 163],[44.87710843 52.12289157] ; [147.12289157 170.87710843],0
