Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.004583,8.037188,[36  8] ; [10 11],[31.13846154 12.86153846] ; [14.86153846  6.13846154],0
n1,1,0.025944,4.959744,[11  4] ; [2 6],[8.47826087 6.52173913] ; [4.52173913 3.47826087],0
r2,1,0.061587,3.494118,[37  7] ; [14  8],[34. 10.] ; [17.  5.],0
b3,1,0.063236,3.450418,[14 17] ; [1 8],[11.625 19.375] ; [3.375 5.625],0
b2,1,0.063236,3.450418,[14 17] ; [1 8],[11.625 19.375] ; [3.375 5.625],0
b5,1,0.081583,3.033088,[18 26] ; [14  8],[21.33333333 22.66666667] ; [10.66666667 11.33333333],0
n6,1,0.103434,2.651786,[31 13] ; [11 11],[28. 16.] ; [14.  8.],0
r1,1,0.111103,2.538462,[29 15] ; [10 12],[26. 18.] ; [13.  9.],0
s5,1,0.140415,2.173406,[10 31] ; [ 2 20],[ 7.80952381 33.19047619] ; [ 4.19047619 17.80952381],0
a8,1,0.173025,1.856536,[ 7 36] ; [ 1 21],[ 5.29230769 37.70769231] ; [ 2.70769231 19.29230769],0
p3,1,0.240955,1.375,[14 30] ; [ 4 18],[12. 32.] ; [ 6. 16.],0
r4,1,0.262193,1.257143,[32 12] ; [13  9],[30. 14.] ; [15.  7.],0
d4,1,0.288159,1.128205,[16 28] ; [11 11],[18. 26.] ; [ 9. 13.],0
p7,1,0.303562,1.058481,[11 32] ; [ 8 13],[12.765625 30.234375] ; [ 6.234375 14.765625],0
u2,1,0.313812,1.014566,[10 17] ; [7 6],[11.475 15.525] ; [5.525 7.475],0
r3,1,0.319646,0.990396,[31 13] ; [18  4],[32.66666667 11.33333333] ; [16.33333333  5.66666667],0
p1,1,0.331544,0.942857,[ 8 36] ; [ 2 20],[ 6.66666667 37.33333333] ; [ 3.33333333 18.66666667],0
v4,1,0.336466,0.923852,[33 11] ; [14  8],[31.33333333 12.66666667] ; [15.66666667  6.33333333],0
p12,1,0.363722,0.825,[ 5 39] ; [ 1 21],[ 4. 40.] ; [ 2. 20.],0
a6,1,0.38387,0.758272,[23 21] ; [ 9 13],[21.33333333 22.66666667] ; [10.66666667 11.33333333],0
a4,1,0.427212,0.63039,[ 7 36] ; [ 2 20],[ 5.95384615 37.04615385] ; [ 3.04615385 18.95384615],0
p6,1,0.473259,0.514355,[ 9 34] ; [ 3 19],[ 7.93846154 35.06153846] ; [ 4.06153846 17.93846154],0
b1,1,0.485432,0.486636,[22 22] ; [ 9 13],[20.66666667 23.33333333] ; [10.33333333 11.66666667],0
v3,1,0.494523,0.46667,[15 27] ; [ 6 16],[13.78125 28.21875] ; [ 7.21875 14.78125],0
p4,1,0.498047,0.459096,[ 9 34] ; [ 6 15],[10.078125 32.921875] ; [ 4.921875 16.078125],0
a1,1,0.510625,0.432787,[ 4 40] ; [ 1 21],[ 3.33333333 40.66666667] ; [ 1.66666667 20.33333333],0
s6,1,0.544796,0.366723,[19 24] ; [ 8 14],[17.86153846 25.13846154] ; [ 9.13846154 12.86153846],0
a5,1,0.59536,0.282051,[19 25] ; [ 8 14],[18. 26.] ; [ 9. 13.],0
a7,1,0.599997,0.275,[21 23] ; [ 9 13],[20. 24.] ; [10. 12.],0
b4,1,0.601508,0.272727,[21 23] ; [12 10],[22. 22.] ; [11. 11.],0
p8,1,0.615383,0.25241,[12 32] ; [ 7 14],[12.86153846 31.13846154] ; [ 6.13846154 14.86153846],0
d3,1,0.700631,0.147816,[12 32] ; [ 7 15],[12.66666667 31.33333333] ; [ 6.33333333 15.66666667],0
p5,1,0.721464,0.127094,[ 3 40] ; [ 2 19],[ 3.359375 39.640625] ; [ 1.640625 19.359375],0
p11,1,0.721644,0.126923,[26 18] ; [14  8],[26.66666667 17.33333333] ; [13.33333333  8.66666667],0
n2,1,0.722283,0.126316,[13  3] ; [6 2],[12.66666667  3.33333333] ; [6.33333333 1.66666667],0
p9,1,0.729648,0.119435,[21 21] ; [12 10],[21.65625 20.34375] ; [11.34375 10.65625],0
s3,1,0.736197,0.113498,[15 26] ; [ 9 13],[15.61904762 25.38095238] ; [ 8.38095238 13.61904762],0
u3,1,0.745657,0.105216,[11 16] ; [6 7],[11.475 15.525] ; [5.525 7.475],0
s4,1,0.815335,0.054545,[ 7 37] ; [ 4 18],[ 7.33333333 36.66666667] ; [ 3.66666667 18.33333333],0
d2,1,0.831399,0.04533,[ 9 35] ; [ 5 17],[ 9.33333333 34.66666667] ; [ 4.66666667 17.33333333],0
p10,1,0.856348,0.03277,[22 20] ; [11 11],[21.65625 20.34375] ; [11.34375 10.65625],0
v1,1,0.8576,0.032195,[17 27] ; [ 8 14],[16.66666667 27.33333333] ; [ 8.33333333 13.66666667],0
v2,1,0.896865,0.016802,[13 28] ; [ 7 14],[13.22580645 27.77419355] ; [ 6.77419355 14.22580645],0
n3,1,0.933249,0.007015,[9 5] ; [5 3],[8.90909091 5.09090909] ; [5.09090909 2.90909091],0
s2,1,0.943418,0.005037,[13 29] ; [ 7 15],[13.125 28.875] ; [ 6.875 15.125],0
s1,1,0.972057,0.001227,[ 6 37] ; [ 3 19],[ 5.95384615 37.04615385] ; [ 3.04615385 18.95384615],0
a3,1,0.973283,0.001122,[17 25] ; [ 9 13],[17.0625 24.9375] ; [ 8.9375 13.0625],0
