Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.3e-05,18.98119,[189 163] ; [21 58],[171.50812065 180.49187935] ; [38.49187935 40.50812065],1
p2,1,1.8e-05,18.374702,[321  32] ; [62 22],[309.3798627  43.6201373] ; [73.6201373 10.3798627],1
p8,1,0.000318,12.962121,[244 109] ; [40 43],[229.93577982 123.06422018] ; [54.06422018 28.93577982],1
p9,1,0.000404,12.515016,[322  32] ; [64 19],[312.68649886  41.31350114] ; [73.31350114  9.68649886],1
d3,1,0.000583,11.830787,[255 100] ; [44 40],[241.7881549 113.2118451] ; [57.2118451 26.7881549],1
p5,1,0.000658,11.603377,[ 72 280] ; [ 4 80],[ 61.35779817 290.64220183] ; [14.64220183 69.35779817],1
n5,1,0.000769,11.315379,[289  64] ; [54 29],[277.70412844  75.29587156] ; [65.29587156 17.70412844],1
p10,1,0.001092,10.664111,[312  41] ; [61 21],[302.68735632  50.31264368] ; [70.31264368 11.68735632],0
s6,1,0.001722,9.824642,[264  83] ; [49 34],[252.58372093  94.41627907] ; [60.41627907 22.58372093],0
d1,1,0.001849,9.693288,[234 121] ; [40 44],[221.57175399 133.42824601] ; [52.42824601 31.57175399],0
n6,1,0.007215,7.218703,[316  38] ; [65 18],[308.63615561  45.36384439] ; [72.36384439 10.63615561],0
a7,1,0.00785,7.06743,[266  88] ; [51 33],[256.20547945  97.79452055] ; [60.79452055 23.20547945],0
s2,1,0.016256,5.774986,[202 150] ; [36 48],[192.14678899 159.85321101] ; [45.85321101 38.14678899],0
p12,1,0.02416,5.083096,[ 43 311] ; [ 3 79],[ 37.34862385 316.65137615] ; [ 8.65137615 73.34862385],0
d5,1,0.045824,3.988062,[305  49] ; [65 19],[299.04109589  54.95890411] ; [70.95890411 13.04109589],0
n4,1,0.047485,3.92812,[298  57] ; [62 21],[291.78082192  63.21917808] ; [68.21917808 14.78082192],0
s7,1,0.049183,3.869111,[199 132] ; [40 43],[191.08454106 139.91545894] ; [47.91545894 35.08454106],0
r1,1,0.06713,3.351836,[295  59] ; [62 21],[289.19450801  64.80549199] ; [67.80549199 15.19450801],0
p11,1,0.092914,2.823145,[298  57] ; [64 20],[292.73348519  62.26651481] ; [69.26651481 14.73348519],0
s5,1,0.094168,2.801631,[142 197] ; [25 54],[135.43779904 203.56220096] ; [31.56220096 47.43779904],0
d4,1,0.103463,2.651332,[300  54] ; [65 19],[295.  59.] ; [70. 14.],0
n2,1,0.130936,2.281375,[40 14] ; [13  1],[42.08823529 11.91176471] ; [10.91176471  3.08823529],0
d2,1,0.142119,2.154868,[190 165] ; [37 46],[183.98401826 171.01598174] ; [43.01598174 39.98401826],0
u1,1,0.182317,1.778636,[ 83 272] ; [14 70],[ 78.43963554 276.56036446] ; [18.56036446 65.43963554],0
u2,1,0.192439,1.698849,[56 36] ; [ 9 11],[53.39285714 38.60714286] ; [11.60714286  8.39285714],0
s3,1,0.225732,1.467554,[214 138] ; [45 39],[209.10091743 142.89908257] ; [49.89908257 34.10091743],0
r4,1,0.245871,1.346611,[337  18] ; [77  7],[334.78359909  20.21640091] ; [79.21640091  4.78359909],0
b5,1,0.307557,1.041136,[198 157] ; [52 32],[202.16400911 152.83599089] ; [47.83599089 36.16400911],0
s4,1,0.327117,0.960277,[ 66 284] ; [12 72],[ 62.90322581 287.09677419] ; [15.09677419 68.90322581],0
b1,1,0.37211,0.796607,[150 205] ; [40 44],[153.64464692 201.35535308] ; [36.35535308 47.64464692],0
b4,1,0.402421,0.701079,[208 147] ; [45 39],[204.58997722 150.41002278] ; [48.41002278 35.58997722],0
a5,1,0.405641,0.69154,[281  74] ; [63 21],[278.17767654  76.82232346] ; [65.82232346 18.17767654],0
a4,1,0.4264,0.63261,[173 181] ; [37 47],[169.7260274 184.2739726] ; [40.2739726 43.7260274],0
v1,1,0.472431,0.516283,[212 132] ; [47 35],[209.14553991 134.85446009] ; [49.85446009 32.14553991],0
a2,1,0.480363,0.498038,[ 98 257] ; [20 64],[ 95.4214123 259.5785877] ; [22.5785877 61.4214123],0
v2,1,0.51661,0.420656,[209 135] ; [53 29],[211.56807512 132.43192488] ; [50.43192488 31.56807512],0
n3,1,0.605897,0.266193,[43 11] ; [12  2],[43.67647059 10.32352941] ; [11.32352941  2.67647059],0
s8,1,0.623705,0.240694,[187 166] ; [42 42],[184.98169336 168.01830664] ; [44.01830664 39.98169336],0
n1,1,0.641214,0.217158,[23 31] ; [5 9],[22.23529412 31.76470588] ; [5.76470588 8.23529412],0
a8,1,0.648749,0.20748,[ 43 276] ; [ 9 69],[ 41.78337531 277.21662469] ; [10.21662469 67.78337531],0
b2,1,0.656546,0.197747,[ 92 136] ; [24 31],[ 93.45583039 134.54416961] ; [22.54416961 32.45583039],0
b3,1,0.656546,0.197747,[ 92 136] ; [24 31],[ 93.45583039 134.54416961] ; [22.54416961 32.45583039],0
v4,1,0.824479,0.04919,[344  11] ; [81  3],[343.67881549  11.32118451] ; [81.32118451  2.67881549],0
s1,1,0.831352,0.045355,[ 11 342] ; [ 3 81],[ 11.30892449 341.69107551] ; [ 2.69107551 81.30892449],0
v3,1,0.884888,0.02096,[155 186] ; [38 44],[155.58628842 185.41371158] ; [37.41371158 44.58628842],0
p7,1,0.887129,0.020146,[269  82] ; [63 20],[268.50691244  82.49308756] ; [63.49308756 19.50691244],0
u3,1,0.915965,0.011134,[59 32] ; [14  8],[58.78761062 32.21238938] ; [14.21238938  7.78761062],0
a1,1,0.933073,0.007052,[ 22 333] ; [ 5 79],[ 21.83371298 333.16628702] ; [ 5.16628702 78.83371298],0
a3,1,0.939366,0.005786,[263  91] ; [62 21],[263.27231121  90.72768879] ; [61.72768879 21.27231121],0
p1,1,0.947488,0.004338,[ 41 311] ; [10 74],[ 41.17431193 310.82568807] ; [ 9.82568807 74.17431193],0
a6,1,0.952028,0.003619,[245 110] ; [57 26],[244.7716895 110.2283105] ; [57.2283105 25.7716895],0
