Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,69.283351,[ 1 30] ; [94 19],[20.45138889 10.54861111] ; [74.54861111 38.45138889],1
v4,1,0.0,37.983949,[12 19] ; [99 11],[24.40425532  6.59574468] ; [86.59574468 23.40425532],1
r1,1,1e-06,25.178418,[ 9 22] ; [87 26],[20.66666667 10.33333333] ; [75.33333333 37.66666667],1
p11,1,2e-06,22.766734,[ 6 25] ; [76 37],[17.65277778 13.34722222] ; [64.34722222 48.65277778],1
p2,1,1.2e-05,19.188804,[ 9 22] ; [80 31],[19.42957746 11.57042254] ; [69.57042254 41.42957746],1
s6,1,0.000166,14.184265,[ 3 28] ; [53 60],[12.05555556 18.94444444] ; [43.94444444 69.05555556],1
p4,1,0.000235,13.525596,[ 3 28] ; [51 60],[11.78873239 19.21126761] ; [42.21126761 68.78873239],1
v2,1,0.000398,12.540634,[ 4 26] ; [51 52],[12.40601504 17.59398496] ; [42.59398496 60.40601504],1
a1,1,0.000667,11.578647,[ 6 25] ; [  3 110],[ 1.9375 29.0625] ; [  7.0625 105.9375],1
b3,1,0.001805,9.73841,[10  9] ; [11 53],[ 4.80722892 14.19277108] ; [16.19277108 47.80722892],0
b2,1,0.001805,9.73841,[10  9] ; [11 53],[ 4.80722892 14.19277108] ; [16.19277108 47.80722892],0
r2,1,0.003419,8.569022,[19 11] ; [97 15],[24.50704225  5.49295775] ; [91.49295775 20.50704225],0
d4,1,0.00346,8.547344,[15 16] ; [84 27],[21.61267606  9.38732394] ; [77.38732394 33.61267606],0
s2,1,0.004389,8.115243,[ 3 28] ; [41 72],[ 9.47222222 21.52777778] ; [34.52777778 78.47222222],0
p10,1,0.00482,7.945945,[ 9 21] ; [66 46],[15.84507042 14.15492958] ; [59.15492958 52.84507042],0
a6,1,0.006388,7.437416,[14 17] ; [80 32],[20.37762238 10.62237762] ; [73.62237762 38.37762238],0
d5,1,0.008821,6.858692,[15 16] ; [82 30],[21.02797203  9.97202797] ; [75.97202797 36.02797203],0
p7,1,0.009777,6.675038,[ 8 21] ; [60 50],[14.18705036 14.81294964] ; [53.81294964 56.18705036],0
a7,1,0.010697,6.514895,[14 17] ; [79 34],[20.02083333 10.97916667] ; [72.97916667 40.02083333],0
p8,1,0.013343,6.123013,[ 5 25] ; [46 66],[10.77464789 19.22535211] ; [40.22535211 71.77464789],0
p9,1,0.014705,5.951433,[12 18] ; [73 40],[17.83216783 12.16783217] ; [67.16783217 45.83216783],0
d3,1,0.015226,5.890153,[12 19] ; [70 41],[17.90140845 13.09859155] ; [64.09859155 46.90140845],0
