Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,53.81262,[59 85] ; [113  22],[88.77419355 55.22580645] ; [83.22580645 51.77419355],1
v1,1,1e-06,23.457886,[73 71] ; [106  29],[92.38709677 51.61290323] ; [86.61290323 48.38709677],1
p5,1,0.001044,10.747427,[ 16 131] ; [ 35 100],[ 26.58510638 120.41489362] ; [ 24.41489362 110.58510638],0
a1,1,0.001854,9.688724,[  3 144] ; [ 15 120],[  9.38297872 137.61702128] ; [  8.61702128 126.38297872],0
p12,1,0.002518,9.12737,[  9 137] ; [ 24 111],[ 17.14590747 128.85409253] ; [ 15.85409253 119.14590747],0
p9,1,0.009155,6.792399,[123  23] ; [126   8],[129.83571429  16.16428571] ; [119.16428571  14.83571429],0
p10,1,0.012446,6.246256,[123  24] ; [125   9],[129.7366548  17.2633452] ; [118.2633452  15.7366548],0
s7,1,0.02391,5.10118,[69 72] ; [79 47],[78.15730337 62.84269663] ; [69.84269663 56.15730337],0
s8,1,0.031394,4.631287,[75 72] ; [83 47],[83.84837545 63.15162455] ; [74.15162455 55.84837545],0
r2,1,0.040206,4.209171,[145   1] ; [126   6],[142.32374101   3.67625899] ; [128.67625899   3.32374101],0
p2,1,0.043974,4.057548,[131  16] ; [129   6],[135.53191489  11.46808511] ; [124.46808511  10.53191489],0
p1,1,0.050859,3.812896,[ 12 135] ; [ 21 113],[ 17.2633452 129.7366548] ; [ 15.7366548 118.2633452],0
s4,1,0.060326,3.528389,[ 32 112] ; [ 18 115],[ 25.99277978 118.00722022] ; [ 24.00722022 108.99277978],0
s5,1,0.0645,3.417725,[52 90] ; [62 68],[59.51470588 82.48529412] ; [54.48529412 75.51470588],0
n4,1,0.071205,3.255031,[118  29] ; [119  16],[123.54255319  23.45744681] ; [113.45744681  21.54255319],0
p11,1,0.087313,2.923226,[120  27] ; [120  15],[125.10638298  21.89361702] ; [114.89361702  20.10638298],0
n5,1,0.099215,2.71812,[115  32] ; [115  19],[120.3202847  26.6797153] ; [109.6797153  24.3202847],0
n1,1,0.106509,2.605275,[13 14] ; [ 5 15],[10.34042553 16.65957447] ; [ 7.65957447 12.34042553],0
s3,1,0.114439,2.491827,[81 66] ; [85 47],[87.46236559 59.53763441] ; [78.53763441 53.46236559],0
p4,1,0.116226,2.467459,[109  38] ; [109  24],[114.45  32.55] ; [103.55  29.45],0
p3,1,0.200265,1.640439,[93 53] ; [95 39],[98.02857143 47.97142857] ; [89.97142857 44.02857143],0
n2,1,0.209576,1.574354,[19  8] ; [18  3],[20.8125  6.1875] ; [16.1875  4.8125],0
d4,1,0.214044,1.54386,[143   4] ; [132   1],[144.375   2.625] ; [130.625   2.375],0
b5,1,0.218687,1.512963,[88 59] ; [71 64],[82.88297872 64.11702128] ; [76.11702128 58.88297872],0
u4,1,0.251326,1.31592,[  3 144] ; [  6 129],[  4.69148936 142.30851064] ; [  4.30851064 130.69148936],0
n6,1,0.2527,1.308316,[129  17] ; [122  10],[131.82014388  14.17985612] ; [119.17985612  12.82014388],0
s2,1,0.253841,1.302042,[78 69] ; [79 53],[82.72043011 64.27956989] ; [74.27956989 57.72043011],0
p7,1,0.347261,0.88344,[116  28] ; [112  20],[118.95652174  25.04347826] ; [109.04347826  22.95652174],0
p6,1,0.360736,0.835328,[81 65] ; [66 66],[77.20143885 68.79856115] ; [69.79856115 62.20143885],0
a3,1,0.421513,0.646092,[116  31] ; [110  23],[118.65  28.35] ; [107.35  25.65],0
r3,1,0.436251,0.606125,[139   7] ; [130   4],[140.26428571   5.73571429] ; [128.73571429   5.26428571],0
u1,1,0.464888,0.5341,[ 37 110] ; [ 29 106],[ 34.40425532 112.59574468] ; [ 31.59574468 103.40425532],0
d3,1,0.472674,0.515718,[130  17] ; [122  12],[131.82918149  15.17081851] ; [120.17081851  13.82918149],0
u2,1,0.488462,0.479912,[17 14] ; [16  9],[18.26785714 12.73214286] ; [14.73214286 10.26785714],0
a4,1,0.546483,0.363655,[77 70] ; [75 59],[79.51601423 67.48398577] ; [72.48398577 61.51601423],0
n3,1,0.598226,0.277679,[18  8] ; [13  8],[17.14893617  8.85106383] ; [13.85106383  7.14893617],0
d2,1,0.618236,0.248354,[106  41] ; [93 41],[104.10320285  42.89679715] ; [94.89679715 39.10320285],0
b2,1,0.707559,0.140727,[33 56] ; [37 56],[34.23076923 54.76923077] ; [35.76923077 57.23076923],0
b3,1,0.707559,0.140727,[33 56] ; [37 56],[34.23076923 54.76923077] ; [35.76923077 57.23076923],0
b4,1,0.70805,0.140233,[86 61] ; [76 59],[84.44680851 62.55319149] ; [77.55319149 57.44680851],0
a2,1,0.727317,0.121589,[ 44 103] ; [43 92],[ 45.35106383 101.64893617] ; [41.64893617 93.35106383],0
v4,1,0.734708,0.114833,[144   3] ; [131   2],[144.375   2.625] ; [130.625   2.375],0
r1,1,0.79653,0.066482,[130  16] ; [118  16],[129.31428571  16.68571429] ; [118.68571429  15.31428571],0
a5,1,0.816978,0.053561,[126  21] ; [117  18],[126.67021277  20.32978723] ; [116.32978723  18.67021277],0
r4,1,0.898943,0.016128,[140   7] ; [129   6],[140.22340426   6.77659574] ; [128.77659574   6.22340426],0
d5,1,0.901344,0.015367,[144   3] ; [130   3],[143.85   3.15] ; [130.15   2.85],0
a7,1,0.909383,0.012954,[113  34] ; [103  32],[112.59574468  34.40425532] ; [103.40425532  31.59574468],0
s1,1,0.910492,0.012638,[  4 142] ; [  4 131],[  4.15658363 141.84341637] ; [  3.84341637 131.15658363],0
a8,1,0.947207,0.004384,[ 21 114] ; [ 18 100],[ 20.81027668 114.18972332] ; [18.18972332 99.81027668],0
