Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000449,12.314737,[60 26] ; [57  4],[68.44897959 17.55102041] ; [48.55102041 12.44897959],1
s6,1,0.001174,10.530674,[32 53] ; [39 21],[41.62068966 43.37931034] ; [29.37931034 30.62068966],0
d4,1,0.002732,8.978492,[57 28] ; [54  7],[64.62328767 20.37671233] ; [46.37671233 14.62328767],0
p10,1,0.002814,8.924346,[32 52] ; [38 22],[40.83333333 43.16666667] ; [29.16666667 30.83333333],0
d5,1,0.003363,8.599196,[52 33] ; [51 10],[59.96575342 25.03424658] ; [43.03424658 17.96575342],0
s7,1,0.004126,8.227729,[21 57] ; [30 29],[29.03649635 48.96350365] ; [21.96350365 37.03649635],0
d1,1,0.00653,7.397823,[34 52] ; [38 23],[42.12244898 43.87755102] ; [29.87755102 31.12244898],0
v1,1,0.012598,6.224739,[22 61] ; [28 32],[29.02097902 53.97902098] ; [20.97902098 39.02097902],0
a7,1,0.012973,6.172736,[43 43] ; [43 18],[50.31292517 35.68707483] ; [35.68707483 25.31292517],0
d3,1,0.02172,5.268107,[38 47] ; [39 22],[44.82876712 40.17123288] ; [32.17123288 28.82876712],0
v3,1,0.026967,4.892922,[20 61] ; [25 34],[26.03571429 54.96428571] ; [18.96428571 40.03571429],0
p7,1,0.029939,4.712806,[14 70] ; [19 40],[19.38461538 64.61538462] ; [13.61538462 45.38461538],0
s2,1,0.032618,4.56573,[26 60] ; [29 32],[32.17687075 53.82312925] ; [22.82312925 38.17687075],0
s4,1,0.033396,4.525367,[13 72] ; [18 42],[18.17241379 66.82758621] ; [12.82758621 47.17241379],0
r1,1,0.042245,4.125349,[51 35] ; [46 15],[56.74829932 29.25170068] ; [40.25170068 20.74829932],0
v4,1,0.042542,4.113501,[61 25] ; [52  9],[66.10884354 19.89115646] ; [46.89115646 14.10884354],0
s3,1,0.043095,4.091677,[33 52] ; [34 27],[39.00684932 45.99315068] ; [27.99315068 33.00684932],0
s8,1,0.054082,3.710176,[22 63] ; [25 36],[27.3630137 57.6369863] ; [19.6369863 41.3630137],0
