Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.023808,5.108586,[ 7 15] ; [5 1],[ 9.42857143 12.57142857] ; [2.57142857 3.42857143],0
d2,1,0.041074,4.172958,[ 5 17] ; [4 2],[ 7.07142857 14.92857143] ; [1.92857143 4.07142857],0
a2,1,0.04329,4.08404,[ 1 21] ; [2 4],[ 2.35714286 19.64285714] ; [0.64285714 5.35714286],0
n4,1,0.065436,3.393939,[13  9] ; [1 5],[11. 11.] ; [3. 3.],0
n5,1,0.074247,3.186532,[16  6] ; [2 4],[14.14285714  7.85714286] ; [3.85714286 2.14285714],0
a3,1,0.080123,3.062402,[ 9 12] ; [5 1],[10.88888889 10.11111111] ; [3.11111111 2.88888889],0
v1,1,0.110612,2.545455,[ 4 18] ; [3 3],[ 5.5 16.5] ; [1.5 4.5],0
v2,1,0.244551,1.354167,[ 5 15] ; [3 3],[ 6.15384615 13.84615385] ; [1.84615385 4.15384615],0
a4,1,0.290689,1.116427,[ 6 16] ; [3 3],[ 7.07142857 14.92857143] ; [1.92857143 4.07142857],0
a7,1,0.356981,0.848485,[10 12] ; [4 2],[11. 11.] ; [3. 3.],0
a5,1,0.356981,0.848485,[10 12] ; [4 2],[11. 11.] ; [3. 3.],0
s7,1,0.382677,0.762085,[ 2 19] ; [1 3],[ 2.52 18.48] ; [0.48 3.52],0
n6,1,0.468084,0.526496,[11 11] ; [2 4],[10.21428571 11.78571429] ; [2.78571429 3.21428571],0
n3,1,0.490153,0.47619,[4 3] ; [1 2],[3.5 3.5] ; [1.5 1.5],0
v4,1,0.544356,0.367526,[ 8 14] ; [3 3],[ 8.64285714 13.35714286] ; [2.35714286 3.64285714],0
b5,1,0.594853,0.282828,[12 10] ; [4 2],[12.57142857  9.42857143] ; [3.42857143 2.57142857],0
r1,1,0.594853,0.282828,[ 6 16] ; [1 5],[ 5.5 16.5] ; [1.5 4.5],0
p11,1,0.736268,0.113434,[ 9 13] ; [2 4],[ 8.64285714 13.35714286] ; [2.35714286 3.64285714],0
b4,1,0.736268,0.113434,[13  9] ; [4 2],[13.35714286  8.64285714] ; [3.64285714 2.35714286],0
s2,1,0.74844,0.102847,[ 5 17] ; [1 5],[ 4.71428571 17.28571429] ; [1.28571429 4.71428571],0
r3,1,0.84313,0.039161,[12 10] ; [3 3],[11.78571429 10.21428571] ; [3.21428571 2.78571429],0
p1,1,0.850857,0.035354,[ 3 19] ; [1 5],[ 3.14285714 18.85714286] ; [0.85714286 5.14285714],0
s1,1,0.850857,0.035354,[ 3 19] ; [1 5],[ 3.14285714 18.85714286] ; [0.85714286 5.14285714],0
b1,1,0.890782,0.018855,[14  8] ; [4 2],[14.14285714  7.85714286] ; [3.85714286 2.14285714],0
b2,1,0.911008,0.012492,[4 9] ; [2 4],[4.10526316 8.89473684] ; [1.89473684 4.10526316],0
b3,1,0.911008,0.012492,[4 9] ; [2 4],[4.10526316 8.89473684] ; [1.89473684 4.10526316],0
v3,1,0.931549,0.007378,[ 4 18] ; [1 5],[ 3.92857143 18.07142857] ; [1.07142857 4.92857143],0
s6,1,0.943843,0.004962,[ 7 15] ; [2 4],[ 7.07142857 14.92857143] ; [1.92857143 4.07142857],0
s3,1,1.0,0.0,[ 7 14] ; [2 4],[ 7. 14.] ; [2. 4.],0
