Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,56.727704,[42 48] ; [269  48],[68.77149877 21.22850123] ; [242.22850123  74.77149877],1
d2,1,0.0,47.828732,[19 71] ; [197 119],[47.8817734 42.1182266] ; [168.1182266 147.8817734],1
a4,1,0.0,40.226286,[18 72] ; [184 134],[44.55882353 45.44117647] ; [157.44117647 160.55882353],1
d1,1,0.0,36.788993,[35 55] ; [233  85],[59.11764706 30.88235294] ; [208.88235294 109.11764706],1
u1,1,1.9e-05,18.292209,[ 5 85] ; [ 85 233],[19.85294118 70.14705882] ; [ 70.14705882 247.85294118],1
a6,1,5e-05,16.457143,[44 46] ; [226  89],[60. 30.] ; [210. 105.],1
b2,1,0.000465,12.251717,[ 9 41] ; [ 91 111],[19.84126984 30.15873016] ; [ 80.15873016 121.84126984],1
b3,1,0.000465,12.251717,[ 9 41] ; [ 91 111],[19.84126984 30.15873016] ; [ 80.15873016 121.84126984],1
v2,1,0.000655,11.612753,[38 49] ; [194 109],[51.75384615 35.24615385] ; [180.24615385 122.75384615],1
d5,1,0.000682,11.536635,[64 25] ; [274  41],[74.46039604 14.53960396] ; [263.53960396  51.46039604],1
n4,1,0.001278,10.374273,[61 29] ; [263  53],[71.8226601 18.1773399] ; [252.1773399  63.8226601],0
p3,1,0.001689,9.860442,[36 54] ; [186 131],[49.09090909 40.90909091] ; [172.90909091 144.09090909],0
r1,1,0.001966,9.580767,[63 27] ; [266  49],[73.11111111 16.88888889] ; [255.88888889  59.11111111],0
s8,1,0.002556,9.099836,[46 44] ; [216 100],[58.07881773 31.92118227] ; [203.92118227 112.07881773],0
s6,1,0.002987,8.815121,[70 19] ; [281  30],[78.0975 10.9025] ; [272.9025  38.0975],0
d4,1,0.003569,8.491255,[70 20] ; [282  33],[78.22222222 11.77777778] ; [273.77777778  41.22222222],0
s7,1,0.008124,7.005904,[53 34] ; [232  76],[62.7721519 24.2278481] ; [222.2278481  85.7721519],0
p4,1,0.008897,6.843453,[50 40] ; [222  94],[60.2955665 29.7044335] ; [211.7044335 104.2955665],0
p6,1,0.022975,5.170373,[31 58] ; [153 163],[40.4345679 48.5654321] ; [143.5654321 172.4345679],0
n6,1,0.024622,5.050307,[72 17] ; [280  32],[78.12468828 10.87531172] ; [273.87531172  38.12468828],0
