Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.544102,[4 4] ; [359  24],[7.42710997 0.57289003] ; [355.57289003  27.42710997],1
r1,1,6e-06,20.368922,[2 6] ; [323  58],[6.68380463 1.31619537] ; [318.31619537  62.68380463],1
d5,1,0.008882,6.846314,[4 4] ; [321  59],[6.70103093 1.29896907] ; [318.29896907  61.70103093],0
r2,1,0.010746,6.506781,[6 2] ; [359  18],[7.58441558 0.41558442] ; [357.41558442  19.58441558],0
s7,1,0.020106,5.402687,[2 6] ; [240 130],[5.12169312 2.87830688] ; [236.87830688 133.12169312],0
p10,1,0.021068,5.321183,[5 3] ; [337  42],[7.06976744 0.93023256] ; [334.93023256  44.06976744],0
a7,1,0.021891,5.254399,[3 5] ; [282 100],[5.84615385 2.15384615] ; [279.15384615 102.84615385],0
s3,1,0.036321,4.381977,[3 5] ; [271 108],[5.66408269 2.33591731] ; [268.33591731 110.66408269],0
s8,1,0.04917,3.869549,[2 6] ; [227 154],[4.70951157 3.29048843] ; [224.29048843 156.70951157],0
a6,1,0.075951,3.149491,[3 5] ; [256 124],[5.34020619 2.65979381] ; [253.65979381 126.34020619],0
v4,1,0.119654,2.42185,[7 1] ; [370  11],[7.75321337 0.24678663] ; [369.24678663  11.75321337],0
p2,1,0.130303,2.288893,[6 2] ; [347  35],[7.24102564 0.75897436] ; [345.75897436  36.24102564],0
d3,1,0.138542,2.194083,[4 4] ; [280 101],[5.84061697 2.15938303] ; [278.15938303 102.84061697],0
p11,1,0.144059,2.134056,[5 3] ; [316  67],[6.56777494 1.43222506] ; [314.43222506  68.56777494],0
p9,1,0.178349,1.811326,[6 2] ; [342  39],[7.15681234 0.84318766] ; [340.84318766  40.15681234],0
d1,1,0.187146,1.73994,[3 5] ; [232 151],[4.80818414 3.19181586] ; [230.19181586 152.80818414],0
v2,1,0.209064,1.577895,[3 5] ; [221 150],[4.72823219 3.27176781] ; [219.27176781 151.72823219],0
b5,1,0.21564,1.533155,[3 5] ; [227 156],[4.70588235 3.29411765] ; [225.29411765 157.70588235],0
n6,1,0.332516,0.939074,[6 2] ; [329  50],[6.9250646 1.0749354] ; [328.0749354  50.9250646],0
a3,1,0.389743,0.739743,[7 1] ; [283  99],[5.94871795 2.05128205] ; [284.05128205  97.94871795],0
p6,1,0.41326,0.669401,[3 5] ; [198 182],[4.1443299 3.8556701] ; [196.8556701 183.1443299],0
d4,1,0.420427,0.649121,[6 2] ; [324  56],[6.80412371 1.19587629] ; [323.19587629  56.80412371],0
p3,1,0.497893,0.459424,[4 4] ; [236 146],[4.92307692 3.07692308] ; [235.07692308 146.92307692],0
a1,1,0.528306,0.397648,[1 7] ; [ 26 357],[0.55242967 7.44757033] ; [ 26.44757033 356.55242967],0
v1,1,0.600604,0.274086,[4 4] ; [222 153],[4.72062663 3.27937337] ; [221.27937337 153.72062663],0
a4,1,0.646083,0.210875,[3 5] ; [174 207],[3.64010283 4.35989717] ; [173.35989717 207.64010283],0
b4,1,0.695808,0.152869,[4 4] ; [218 165],[4.54219949 3.45780051] ; [217.45780051 165.54219949],0
p8,1,0.696854,0.151766,[5 3] ; [262 118],[5.50515464 2.49484536] ; [261.49484536 118.50515464],0
n5,1,0.70886,0.139418,[6 2] ; [306  75],[6.41645244 1.58354756] ; [305.58354756  75.41645244],0
n4,1,0.723914,0.124773,[6 2] ; [305  76],[6.39588689 1.60411311] ; [304.60411311  76.39588689],0
v3,1,0.812977,0.055974,[3 5] ; [155 217],[3.32631579 4.67368421] ; [154.67368421 217.32631579],0
b1,1,0.819549,0.052041,[3 5] ; [159 224],[3.31457801 4.68542199] ; [158.68542199 224.31457801],0
s4,1,0.837187,0.042228,[2 6] ; [ 83 295],[1.76165803 6.23834197] ; [ 83.23834197 294.76165803],0
s2,1,0.850077,0.035729,[5 3] ; [251 131],[5.25128205 2.74871795] ; [250.74871795 131.25128205],0
b3,1,0.856855,0.032536,[2 4] ; [ 89 152],[2.21052632 3.78947368] ; [ 88.78947368 152.21052632],0
b2,1,0.856855,0.032536,[2 4] ; [ 89 152],[2.21052632 3.78947368] ; [ 88.78947368 152.21052632],0
s5,1,0.875272,0.024638,[4 4] ; [177 198],[3.78067885 4.21932115] ; [177.21932115 197.78067885],0
p4,1,0.876016,0.024343,[6 2] ; [277 105],[5.80512821 2.19487179] ; [277.19487179 104.80512821],0
d2,1,0.88885,0.019533,[4 4] ; [181 200],[3.80462725 4.19537275] ; [181.19537275 199.80462725],0
a5,1,0.921077,0.009816,[6 2] ; [293  90],[6.11764706 1.88235294] ; [292.88235294  90.11764706],0
