Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000104,15.067581,[87  5] ; [31 13],[79.82352941 12.17647059] ; [38.17647059  5.82352941],1
s1,1,0.00063,11.686077,[ 2 91] ; [ 8 35],[ 6.83823529 86.16176471] ; [ 3.16176471 39.83823529],1
n6,1,0.001264,10.393762,[76 18] ; [24 20],[68.11594203 25.88405797] ; [31.88405797 12.11594203],0
p9,1,0.001443,10.149584,[72 21] ; [21 21],[64.06666667 28.93333333] ; [28.93333333 13.06666667],0
p11,1,0.001787,9.756218,[71 23] ; [22 23],[62.89208633 31.10791367] ; [30.10791367 14.89208633],0
r3,1,0.001917,9.627763,[82 11] ; [29 15],[75.35036496 17.64963504] ; [35.64963504  8.35036496],0
p10,1,0.002536,9.114794,[68 25] ; [20 23],[60.17647059 32.82352941] ; [27.82352941 15.17647059],0
r4,1,0.005348,7.757692,[77 17] ; [27 18],[70.33093525 23.66906475] ; [33.66906475 11.33093525],0
s7,1,0.007652,7.113106,[34 56] ; [ 6 35],[27.48091603 62.51908397] ; [12.51908397 28.48091603],0
p7,1,0.008118,7.007227,[49 45] ; [12 31],[41.8540146 52.1459854] ; [19.1459854 23.8540146],0
s6,1,0.010533,6.542495,[55 37] ; [16 28],[48.02941176 43.97058824] ; [22.97058824 21.02941176],0
b2,1,0.014147,6.019647,[ 7 48] ; [10 18],[11.26506024 43.73493976] ; [ 5.73493976 22.26506024],0
b3,1,0.014147,6.019647,[ 7 48] ; [10 18],[11.26506024 43.73493976] ; [ 5.73493976 22.26506024],0
d5,1,0.014534,5.972098,[50 44] ; [14 31],[43.28057554 50.71942446] ; [20.71942446 24.28057554],0
s3,1,0.018164,5.58025,[50 42] ; [14 29],[43.61481481 48.38518519] ; [20.38518519 22.61481481],0
p8,1,0.018876,5.513007,[40 52] ; [10 34],[33.82352941 58.17647059] ; [16.17647059 27.82352941],0
p4,1,0.031379,4.632117,[43 51] ; [12 33],[37.1942446 56.8057554] ; [17.8057554 27.1942446],0
s8,1,0.032868,4.552652,[33 60] ; [ 8 37],[27.63043478 65.36956522] ; [13.36956522 31.63043478],0
b1,1,0.040147,4.211652,[31 63] ; [23 22],[36.51798561 57.48201439] ; [17.48201439 27.51798561],0
a7,1,0.0547,3.691201,[57 37] ; [19 25],[51.76811594 42.23188406] ; [24.23188406 19.76811594],0
n1,1,0.079716,3.070673,[ 8 19] ; [11  9],[10.91489362 16.08510638] ; [ 8.08510638 11.91489362],0
b5,1,0.093613,2.811126,[56 38] ; [20 25],[51.39568345 42.60431655] ; [24.60431655 20.39568345],0
p3,1,0.123355,2.374194,[35 58] ; [11 34],[31. 62.] ; [15. 30.],0
v2,1,0.155309,2.019321,[34 56] ; [10 30],[30.46153846 59.53846154] ; [13.53846154 26.46153846],0
r2,1,0.181798,1.782865,[82 11] ; [35  9],[79.42335766 13.57664234] ; [37.57664234  6.42335766],0
s5,1,0.185438,1.753492,[17 77] ; [ 4 39],[14.40875912 79.59124088] ; [ 6.59124088 36.40875912],0
r1,1,0.186112,1.748128,[59 33] ; [23 21],[55.47058824 36.52941176] ; [26.52941176 17.47058824],0
a4,1,0.216985,1.524198,[17 77] ; [12 32],[19.75362319 74.24637681] ; [ 9.24637681 34.75362319],0
n2,1,0.239639,1.382716,[22  5] ; [14  7],[20.25  6.75] ; [15.75  5.25],0
d3,1,0.271993,1.206667,[27 67] ; [ 9 36],[24.34532374 69.65467626] ; [11.65467626 33.34532374],0
n3,1,0.306543,1.045513,[22  5] ; [13  6],[20.54347826  6.45652174] ; [14.45652174  4.54347826],0
u2,1,0.307434,1.041667,[20 30] ; [ 7 18],[18. 32.] ; [ 9. 16.],0
n4,1,0.320968,0.984998,[65 28] ; [27 17],[62.45255474 30.54744526] ; [29.54744526 14.45255474],0
d2,1,0.32368,0.974017,[20 74] ; [13 32],[22.31654676 71.68345324] ; [10.68345324 34.31654676],0
p5,1,0.330258,0.947886,[ 3 91] ; [ 3 41],[ 4.08695652 89.91304348] ; [ 1.91304348 42.08695652],0
a6,1,0.339153,0.913629,[52 42] ; [21 24],[49.36690647 44.63309353] ; [23.63309353 21.36690647],0
s2,1,0.362905,0.827816,[31 62] ; [11 32],[28.72058824 64.27941176] ; [13.27941176 29.72058824],0
n5,1,0.386903,0.748653,[66 28] ; [34 10],[68.11594203 25.88405797] ; [31.88405797 12.11594203],0
v3,1,0.449215,0.572633,[23 70] ; [13 29],[24.8 68.2] ; [11.2 30.8],0
b4,1,0.457902,0.551018,[46 48] ; [19 26],[43.95683453 50.04316547] ; [21.04316547 23.95683453],0
p1,1,0.471684,0.518028,[ 7 87] ; [ 5 40],[ 8.11510791 85.88489209] ; [ 3.88489209 41.11510791],0
s4,1,0.535627,0.383706,[21 73] ; [ 8 37],[19.61151079 74.38848921] ; [ 9.38848921 35.61151079],0
u3,1,0.621685,0.243506,[21 29] ; [12 13],[22. 28.] ; [11. 14.],0
v1,1,0.640821,0.21767,[39 52] ; [17 27],[37.74814815 53.25185185] ; [18.25185185 25.74814815],0
a2,1,0.70631,0.141991,[ 8 86] ; [ 3 42],[ 7.43884892 86.56115108] ; [ 3.56115108 41.43884892],0
d1,1,0.749094,0.102294,[ 3 91] ; [ 1 44],[ 2.70503597 91.29496403] ; [ 1.29496403 43.70503597],0
a8,1,0.869914,0.02682,[ 7 76] ; [ 4 39],[ 7.24603175 75.75396825] ; [ 3.75396825 39.24603175],0
a5,1,0.90243,0.015029,[47 47] ; [22 23],[46.6618705 47.3381295] ; [22.3381295 22.6618705],0
u1,1,0.971364,0.001289,[ 2 92] ; [ 1 44],[ 2.02877698 91.97122302] ; [ 0.97122302 44.02877698],0
p12,1,0.971364,0.001289,[ 2 92] ; [ 1 44],[ 2.02877698 91.97122302] ; [ 0.97122302 44.02877698],0
a3,1,0.974216,0.001045,[44 50] ; [20 23],[43.91240876 50.08759124] ; [20.08759124 22.91240876],0
