Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,87.512733,[ 8 58] ; [105  23],[38.44329897 27.55670103] ; [74.55670103 53.44329897],1
p11,1,0.0,33.994164,[24 43] ; [100  28],[42.60512821 24.39487179] ; [81.39487179 46.60512821],1
p2,1,5e-06,20.823885,[25 42] ; [91 37],[39.85641026 27.14358974] ; [76.14358974 51.85641026],1
v1,1,7.9e-05,15.570797,[13 54] ; [61 65],[25.68911917 41.31088083] ; [48.31088083 77.68911917],1
v4,1,0.000246,13.441919,[47 20] ; [116  12],[56.00512821 10.99487179] ; [106.99487179  21.00512821],1
r3,1,0.000252,13.400807,[47 19] ; [116  11],[55.74093264 10.25906736] ; [107.25906736  19.74093264],1
r4,1,0.000711,11.460183,[38 29] ; [102  26],[48.1025641 18.8974359] ; [91.8974359 36.1025641],1
p8,1,0.000914,10.994335,[ 6 61] ; [38 89],[15.19587629 51.80412371] ; [28.80412371 98.19587629],1
b1,1,0.003543,8.504521,[37 30] ; [43 85],[27.48717949 39.51282051] ; [52.51282051 75.48717949],0
n5,1,0.004306,8.150013,[33 34] ; [89 38],[42.13402062 24.86597938] ; [79.86597938 47.13402062],0
n6,1,0.006122,7.514165,[41 26] ; [101  26],[49.04123711 17.95876289] ; [92.95876289 34.04123711],0
p6,1,0.018974,5.503945,[ 3 62] ; [ 21 107],[ 8.08290155 56.91709845] ; [ 15.91709845 112.08290155],0
b5,1,0.025016,5.022796,[34 33] ; [86 42],[41.23076923 25.76923077] ; [78.76923077 49.23076923],0
p4,1,0.031533,4.623714,[17 49] ; [53 75],[23.81443299 42.18556701] ; [46.18556701 81.81443299],0
a2,1,0.034558,4.466862,[17 50] ; [ 17 111],[11.68205128 55.31794872] ; [ 22.31794872 105.68205128],0
u2,1,0.045031,4.017489,[ 8 18] ; [29 24],[12.17721519 13.82278481] ; [24.82278481 28.17721519],0
s6,1,0.046971,3.946438,[17 49] ; [51 76],[23.25388601 42.74611399] ; [44.74611399 82.25388601],0
a5,1,0.061491,3.496695,[37 30] ; [88 40],[42.94871795 24.05128205] ; [82.05128205 45.94871795],0
p3,1,0.087889,2.912627,[11 56] ; [35 93],[15.80512821 51.19487179] ; [30.19487179 97.80512821],0
s8,1,0.088236,2.906268,[ 7 59] ; [ 26 102],[11.22680412 54.77319588] ; [ 21.77319588 106.22680412],0
r2,1,0.111817,2.528357,[52 14] ; [112  16],[55.79381443 10.20618557] ; [108.20618557  19.79381443],0
v2,1,0.12543,2.348176,[24 42] ; [59 64],[28.98412698 37.01587302] ; [54.01587302 68.98412698],0
p5,1,0.132662,2.261074,[ 1 66] ; [  8 120],[ 3.09230769 63.90769231] ; [  5.90769231 122.09230769],0
s7,1,0.145881,2.1148,[ 9 52] ; [30 95],[12.79032258 48.20967742] ; [26.20967742 98.79032258],0
b4,1,0.169058,1.891274,[46 21] ; [75 53],[41.57435897 25.42564103] ; [79.42564103 48.57435897],0
a1,1,0.200867,1.636059,[ 7 60] ; [  7 121],[ 4.81025641 62.18974359] ; [  9.18974359 118.81025641],0
s2,1,0.23419,1.415231,[ 5 60] ; [ 17 109],[ 7.48691099 57.51308901] ; [ 14.51308901 111.48691099],0
a8,1,0.244073,1.356913,[ 3 61] ; [ 11 104],[ 5.00558659 58.99441341] ; [  8.99441341 106.00558659],0
n2,1,0.333315,0.935977,[18 14] ; [25 12],[19.94202899 12.05797101] ; [23.05797101 13.94202899],0
s1,1,0.347502,0.882557,[ 4 63] ; [  4 123],[ 2.7628866 64.2371134] ; [  5.2371134 121.7628866],0
p12,1,0.349723,0.874462,[ 1 66] ; [  5 122],[ 2.07216495 64.92783505] ; [  3.92783505 123.07216495],0
b2,1,0.398765,0.712048,[15 29] ; [29 40],[17.13274336 26.86725664] ; [26.86725664 42.13274336],0
b3,1,0.398765,0.712048,[15 29] ; [29 40],[17.13274336 26.86725664] ; [26.86725664 42.13274336],0
d2,1,0.484602,0.488489,[29 36] ; [50 77],[26.74479167 38.25520833] ; [52.25520833 74.74479167],0
n4,1,0.529663,0.395039,[42 25] ; [86 42],[43.97948718 23.02051282] ; [84.02051282 43.97948718],0
n3,1,0.541105,0.373496,[17 14] ; [23 14],[18.23529412 12.76470588] ; [21.76470588 15.23529412],0
