Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.001823,9.720001,[24 28] ; [100  42],[33.2371134 18.7628866] ; [90.7628866 51.2371134],0
s2,1,0.009478,6.730535,[33 19] ; [117  27],[39.79591837 12.20408163] ; [110.20408163  33.79591837],0
n5,1,0.013237,6.137183,[37 14] ; [126  18],[42.63076923  8.36923077] ; [120.36923077  23.63076923],0
n6,1,0.027603,4.852717,[44  8] ; [135   8],[47.73333333  4.26666667] ; [131.26666667  11.73333333],0
p9,1,0.040443,4.199209,[45  7] ; [136   7],[48.26666667  3.73333333] ; [132.73333333  10.26666667],0
b5,1,0.040543,4.195023,[24 28] ; [90 54],[30.24489796 21.75510204] ; [83.75510204 60.24489796],0
s6,1,0.056132,3.648148,[39 13] ; [122  19],[43.37823834  8.62176166] ; [117.62176166  23.37823834],0
s3,1,0.063651,3.439597,[32 19] ; [109  34],[37.06701031 13.93298969] ; [103.93298969  39.06701031],0
d5,1,0.069691,3.290289,[39 13] ; [123  20],[43.2  8.8] ; [118.8  24.2],0
r2,1,0.089539,2.882637,[49  3] ; [140   2],[50.65979381  1.34020619] ; [138.34020619   3.65979381],0
v2,1,0.124285,2.362474,[27 25] ; [91 51],[31.62886598 20.37113402] ; [86.37113402 55.62886598],0
a5,1,0.138769,2.191553,[38 14] ; [119  25],[41.65306122 10.34693878] ; [115.34693878  28.65306122],0
u1,1,0.139064,2.188288,[10 42] ; [ 43 101],[14.06122449 37.93877551] ; [ 38.93877551 105.06122449],0
a7,1,0.168976,1.892006,[40 12] ; [96 48],[36.08163265 15.91836735] ; [99.91836735 44.08163265],0
d1,1,0.196905,1.66518,[31 21] ; [100  44],[34.75510204 17.24489796] ; [96.24489796 47.75510204],0
a8,1,0.228091,1.452726,[ 5 42] ; [ 24 108],[ 7.61452514 39.38547486] ; [ 21.38547486 110.61452514],0
p12,1,0.254668,1.29751,[ 5 47] ; [ 23 120],[ 7.46666667 44.53333333] ; [ 20.53333333 122.46666667],0
p5,1,0.258263,1.278044,[ 9 43] ; [ 36 108],[11.93877551 40.06122449] ; [ 33.06122449 110.93877551],0
p8,1,0.281181,1.161374,[32 20] ; [99 43],[35.11340206 16.88659794] ; [95.88659794 46.11340206],0
v3,1,0.299276,1.077417,[21 30] ; [70 71],[24.171875 26.828125] ; [66.828125 74.171875],0
n2,1,0.337276,0.920759,[13  3] ; [19  9],[11.63636364  4.36363636] ; [20.36363636  7.63636364],0
u4,1,0.358728,0.842341,[ 1 51] ; [  7 137],[ 2.12244898 49.87755102] ; [  5.87755102 138.12244898],0
p11,1,0.398519,0.71279,[39 13] ; [116  28],[41.12244898 10.87755102] ; [113.87755102  30.12244898],0
d4,1,0.398696,0.712256,[43  9] ; [125  18],[44.8  7.2] ; [123.2  19.8],0
s5,1,0.400744,0.706092,[24 25] ; [75 59],[26.50819672 22.49180328] ; [72.49180328 61.50819672],0
u2,1,0.405521,0.691893,[7 4] ; [20  6],[8.02702703 2.97297297] ; [18.97297297  7.02702703],0
