Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,5.2e-05,16.371844,[38 14] ; [27 47],[26.82539683 25.17460317] ; [38.17460317 35.82539683],1
p5,1,0.011697,6.356159,[ 9 43] ; [ 3 72],[ 4.91338583 47.08661417] ; [ 7.08661417 67.91338583],0
s1,1,0.011723,6.352263,[ 6 44] ; [ 1 73],[ 2.82258065 47.17741935] ; [ 4.17741935 69.82258065],0
b1,1,0.041189,4.168239,[26 26] ; [24 51],[20.47244094 31.52755906] ; [29.52755906 45.47244094],0
p9,1,0.066431,3.369069,[46  6] ; [55 18],[42.016  9.984] ; [58.984 14.016],0
d1,1,0.072322,3.229526,[36 16] ; [40 35],[31.11811024 20.88188976] ; [44.88188976 30.11811024],0
n1,1,0.079736,3.070275,[8 4] ; [ 9 16],[5.51351351 6.48648649] ; [11.48648649 13.51351351],0
v1,1,0.100485,2.697824,[30 21] ; [32 41],[25.5 25.5] ; [36.5 36.5],0
d3,1,0.120547,2.410199,[40 12] ; [48 27],[36.03149606 15.96850394] ; [51.96850394 23.03149606],0
a3,1,0.121723,2.39501,[44  8] ; [54 20],[40.44444444 11.55555556] ; [57.55555556 16.44444444],0
u3,1,0.124238,2.363064,[7 1] ; [12  9],[5.24137931 2.75862069] ; [13.75862069  7.24137931],0
n2,1,0.130498,2.28657,[11  1] ; [18  8],[9.15789474 2.84210526] ; [19.84210526  6.15789474],0
n4,1,0.138285,2.196936,[40 11] ; [49 25],[36.312 14.688] ; [52.688 21.312],0
b5,1,0.149948,2.072785,[37 15] ; [44 31],[33.16535433 18.83464567] ; [47.83464567 27.16535433],0
n3,1,0.179102,1.805062,[10  2] ; [16 10],[8.21052632 3.78947368] ; [17.78947368  8.21052632],0
p1,1,0.191332,1.707331,[ 8 44] ; [ 6 69],[ 5.73228346 46.26771654] ; [ 8.26771654 66.73228346],0
a8,1,0.195126,1.678487,[ 3 45] ; [ 9 56],[ 5.09734513 42.90265487] ; [ 6.90265487 58.09734513],0
p2,1,0.197216,1.662869,[42 10] ; [53 22],[38.8976378 13.1023622] ; [56.1023622 18.8976378],0
s4,1,0.205477,1.603011,[11 39] ; [24 50],[14.11290323 35.88709677] ; [20.88709677 53.11290323],0
r4,1,0.220097,1.503741,[47  5] ; [62 13],[44.62992126  7.37007874] ; [64.37007874 10.62992126],0
v2,1,0.232658,1.424536,[30 21] ; [35 38],[26.73387097 24.26612903] ; [38.26612903 34.73387097],0
v3,1,0.236191,1.403185,[18 32] ; [19 54],[15.04065041 34.95934959] ; [21.95934959 51.04065041],0
u1,1,0.269748,1.218029,[14 38] ; [14 61],[11.46456693 40.53543307] ; [16.53543307 58.46456693],0
a6,1,0.320293,0.987751,[37 15] ; [47 28],[34.39370079 17.60629921] ; [49.60629921 25.39370079],0
p12,1,0.3346,0.931012,[ 3 49] ; [ 8 67],[ 4.50393701 47.49606299] ; [ 6.49606299 68.50393701],0
d5,1,0.367958,0.810548,[46  6] ; [62 13],[44.22047244  7.77952756] ; [63.77952756 11.22047244],0
b2,1,0.372046,0.796819,[14 19] ; [15 31],[12.11392405 20.88607595] ; [16.88607595 29.11392405],0
b3,1,0.372046,0.796819,[14 19] ; [15 31],[12.11392405 20.88607595] ; [16.88607595 29.11392405],0
s6,1,0.437494,0.602846,[45  7] ; [61 14],[43.4015748  8.5984252] ; [62.5984252 12.4015748],0
s7,1,0.439818,0.596757,[30 17] ; [42 32],[27.96694215 19.03305785] ; [44.03305785 29.96694215],0
b4,1,0.444604,0.58437,[36 16] ; [47 28],[33.98425197 18.01574803] ; [49.01574803 25.98425197],0
n5,1,0.452621,0.56408,[37 14] ; [49 25],[35.088 15.912] ; [50.912 23.088],0
r2,1,0.460718,0.544149,[50  2] ; [67  5],[49.06451613  2.93548387] ; [67.93548387  4.06451613],0
p10,1,0.473196,0.514504,[42 10] ; [55 18],[40.352 11.648] ; [56.648 16.352],0
a5,1,0.476961,0.505805,[41 11] ; [55 20],[39.30708661 12.69291339] ; [56.69291339 18.30708661],0
