Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,27.046559,[29 20] ; [ 6 49],[16.49038462 32.50961538] ; [18.50961538 36.49038462],1
a3,1,7.5e-05,15.692566,[38 11] ; [21 33],[28.06796117 20.93203883] ; [30.93203883 23.06796117],1
d5,1,0.000392,12.569841,[38 12] ; [23 32],[29.04761905 20.95238095] ; [31.95238095 23.04761905],1
d2,1,0.001283,10.366409,[28 21] ; [14 40],[19.98058252 29.01941748] ; [22.01941748 31.98058252],0
d1,1,0.002535,9.114847,[25 25] ; [12 43],[17.61904762 32.38095238] ; [19.38095238 35.61904762],0
a6,1,0.015974,5.805772,[29 21] ; [19 36],[22.85714286 27.14285714] ; [25.14285714 29.85714286],0
a7,1,0.037846,4.311937,[30 19] ; [22 32],[24.73786408 24.26213592] ; [27.26213592 26.73786408],0
n4,1,0.039156,4.254069,[33 16] ; [26 29],[27.79807692 21.20192308] ; [31.20192308 23.79807692],0
n1,1,0.041443,4.157796,[12 13] ; [ 6 22],[ 8.49056604 16.50943396] ; [ 9.50943396 18.49056604],0
s7,1,0.045103,4.014778,[18 28] ; [11 42],[13.47474747 32.52525253] ; [15.52525253 37.47474747],0
d3,1,0.052603,3.756473,[28 22] ; [20 34],[23.07692308 26.92307692] ; [24.92307692 29.07692308],0
d4,1,0.058463,3.580448,[35 15] ; [28 26],[30.28846154 19.71153846] ; [32.71153846 21.28846154],0
p4,1,0.067502,3.342744,[16 34] ; [ 9 45],[12.01923077 37.98076923] ; [12.98076923 41.01923077],0
b4,1,0.072241,3.231348,[25 25] ; [37 18],[29.52380952 20.47619048] ; [32.47619048 22.52380952],0
a8,1,0.077559,3.115325,[ 5 42] ; [ 1 49],[ 2.90721649 44.09278351] ; [ 3.09278351 46.90721649],0
p8,1,0.110723,2.543867,[ 8 41] ; [16 38],[11.41747573 37.58252427] ; [12.58252427 41.41747573],0
p5,1,0.136625,2.215564,[ 4 45] ; [ 1 53],[ 2.37864078 46.62135922] ; [ 2.62135922 51.37864078],0
p2,1,0.144975,2.124343,[22 27] ; [32 22],[25.68932039 23.31067961] ; [28.31067961 25.68932039],0
s4,1,0.15445,2.027739,[ 5 45] ; [11 44],[ 7.61904762 42.38095238] ; [ 8.38095238 46.61904762],0
a1,1,0.160376,1.970674,[ 8 42] ; [ 4 51],[ 5.71428571 44.28571429] ; [ 6.28571429 48.71428571],0
v4,1,0.160902,1.965726,[24 22] ; [35 18],[27.41414141 18.58585859] ; [31.58585859 21.41414141],0
u2,1,0.187312,1.738636,[3 8] ; [17 17],[4.88888889 6.11111111] ; [15.11111111 18.88888889],0
n5,1,0.302464,1.0633,[32 15] ; [32 23],[29.49019608 17.50980392] ; [34.50980392 20.49019608],0
n6,1,0.354329,0.857893,[26 20] ; [26 29],[23.68316832 22.31683168] ; [28.31683168 26.68316832],0
r1,1,0.372959,0.793783,[17 31] ; [15 40],[14.91262136 33.08737864] ; [17.08737864 37.91262136],0
b3,1,0.401157,0.704855,[14 19] ; [10 21],[12.375 20.625] ; [11.625 19.375],0
b2,1,0.401157,0.704855,[14 19] ; [10 21],[12.375 20.625] ; [11.625 19.375],0
p7,1,0.415853,0.662004,[13 35] ; [18 34],[14.88 33.12] ; [16.12 35.88],0
s8,1,0.458895,0.548589,[10 40] ; [ 8 47],[ 8.57142857 41.42857143] ; [ 9.42857143 45.57142857],0
v1,1,0.46294,0.538776,[15 31] ; [14 40],[13.34 32.66] ; [15.66 38.34],0
p6,1,0.481617,0.495201,[ 5 44] ; [ 8 46],[ 6.18446602 42.81553398] ; [ 6.81553398 47.18446602],0
s1,1,0.485989,0.485394,[ 2 47] ; [ 4 51],[ 2.82692308 46.17307692] ; [ 3.17307692 51.82692308],0
p11,1,0.502716,0.449198,[26 24] ; [25 30],[24.28571429 25.71428571] ; [26.71428571 28.28571429],0
b5,1,0.513891,0.426136,[25 25] ; [31 24],[26.66666667 23.33333333] ; [29.33333333 25.66666667],0
s6,1,0.54,0.37554,[17 32] ; [16 39],[15.54807692 33.45192308] ; [17.45192308 37.54807692],0
r2,1,0.571265,0.32057,[26 17] ; [29 24],[24.63541667 18.36458333] ; [30.36458333 22.63541667],0
n3,1,0.577973,0.309524,[13 11] ; [13 15],[12. 12.] ; [14. 14.],0
v2,1,0.607198,0.264275,[19 29] ; [18 34],[17.76 30.24] ; [19.24 32.76],0
s3,1,0.618924,0.247383,[17 30] ; [17 37],[15.82178218 31.17821782] ; [18.17821782 35.82178218],0
v3,1,0.627704,0.235188,[ 9 40] ; [12 42],[ 9.99029126 39.00970874] ; [11.00970874 42.99029126],0
n2,1,0.637365,0.222205,[15 10] ; [15 13],[14.1509434 10.8490566] ; [15.8490566 12.1509434],0
b1,1,0.64138,0.216942,[25 25] ; [25 30],[23.80952381 26.19047619] ; [26.19047619 28.80952381],0
p9,1,0.66448,0.188127,[25 21] ; [27 27],[23.92 22.08] ; [28.08 25.92],0
p1,1,0.774718,0.081916,[ 3 47] ; [ 4 50],[ 3.36538462 46.63461538] ; [ 3.63461538 50.36538462],0
s5,1,0.801589,0.063147,[ 8 41] ; [ 8 47],[ 7.53846154 41.46153846] ; [ 8.46153846 46.53846154],0
p10,1,0.842903,0.039276,[24 25] ; [27 26],[24.5 24.5] ; [26.5 26.5],0
s2,1,0.9097,0.012863,[12 37] ; [14 41],[12.25 36.75] ; [13.75 41.25],0
p12,1,0.934231,0.00681,[ 1 48] ; [ 1 54],[ 0.94230769 48.05769231] ; [ 1.05769231 53.94230769],0
u3,1,0.950336,0.003879,[4 8] ; [11 23],[3.91304348 8.08695652] ; [11.08695652 22.91304348],0
r3,1,0.958946,0.00265,[25 22] ; [29 25],[25.12871287 21.87128713] ; [28.87128713 25.12871287],0
