Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,43.035964,[ 9 40] ; [29  2],[23.275 25.725] ; [14.725 16.275],1
d5,1,0.0,27.719421,[17 32] ; [30  2],[28.43209877 20.56790123] ; [18.56790123 13.43209877],1
d3,1,0.0,25.716373,[ 9 40] ; [24  8],[19.96296296 29.03703704] ; [13.03703704 18.96296296],1
a4,1,3e-06,21.720314,[ 8 41] ; [21 10],[17.7625 31.2375] ; [11.2375 19.7625],1
a5,1,0.000194,13.88773,[16 33] ; [24  8],[24.19753086 24.80246914] ; [15.80246914 16.19753086],1
a3,1,0.000233,13.544974,[19 29] ; [26  6],[27. 21.] ; [18. 14.],1
s5,1,0.000519,12.046909,[ 6 41] ; [15 16],[12.65384615 34.34615385] ; [ 8.34615385 22.65384615],1
s6,1,0.001896,9.647711,[15 32] ; [21 10],[21.69230769 25.30769231] ; [14.30769231 16.69230769],0
s4,1,0.002989,8.814292,[ 4 45] ; [11 21],[ 9.07407407 39.92592593] ; [ 5.92592593 26.07407407],0
r2,1,0.007529,7.142235,[33 16] ; [28  2],[37.83544304 11.16455696] ; [23.16455696  6.83544304],0
s8,1,0.007866,7.063741,[ 8 40] ; [14 18],[13.2 34.8] ; [ 8.8 23.2],0
p3,1,0.013216,6.139956,[12 37] ; [16 15],[17.15 31.85] ; [10.85 20.15],0
p1,1,0.022481,5.208176,[ 1 48] ; [ 5 27],[ 3.62962963 45.37037037] ; [ 2.37037037 29.62962963],0
a2,1,0.055857,3.65631,[ 1 48] ; [ 4 28],[ 3.02469136 45.97530864] ; [ 1.97530864 30.02469136],0
p10,1,0.05843,3.581396,[16 32] ; [17 14],[20.05063291 27.94936709] ; [12.94936709 18.05063291],0
p6,1,0.06196,3.484136,[ 7 41] ; [10 21],[10.32911392 37.67088608] ; [ 6.67088608 24.32911392],0
r1,1,0.067644,3.339286,[22 27] ; [21 11],[26.01234568 22.98765432] ; [16.98765432 15.01234568],0
b1,1,0.069844,3.286675,[27 22] ; [24  8],[30.85185185 18.14814815] ; [20.14814815 11.85185185],0
r4,1,0.079093,3.083447,[24 25] ; [22 10],[27.82716049 21.17283951] ; [18.17283951 13.82716049],0
s2,1,0.079259,3.080026,[15 34] ; [16 16],[18.75308642 30.24691358] ; [12.24691358 19.75308642],0
s7,1,0.084358,2.978877,[13 34] ; [12 13],[16.31944444 30.68055556] ; [ 8.68055556 16.31944444],0
n1,1,0.087655,2.916925,[ 6 15] ; [10  8],[ 8.61538462 12.38461538] ; [ 7.38461538 10.61538462],0
u3,1,0.087829,2.913712,[ 9 21] ; [4 2],[10.83333333 19.16666667] ; [2.16666667 3.83333333],0
p9,1,0.093632,2.810788,[19 28] ; [18 12],[22.58441558 24.41558442] ; [14.41558442 15.58441558],0
v2,1,0.125405,2.348482,[15 33] ; [15 16],[18.2278481 29.7721519] ; [11.7721519 19.2278481],0
v4,1,0.144988,2.124205,[34 15] ; [26  5],[36.75 12.25] ; [23.25  7.75],0
p8,1,0.176332,1.82827,[12 37] ; [12 19],[14.7 34.3] ; [ 9.3 21.7],0
s3,1,0.183719,1.767278,[19 29] ; [17 14],[21.87341772 26.12658228] ; [14.12658228 16.87341772],0
r3,1,0.198543,1.653061,[30 19] ; [24  8],[32.66666667 16.33333333] ; [21.33333333 10.66666667],0
n6,1,0.307053,1.04331,[27 21] ; [21 10],[29.16455696 18.83544304] ; [18.83544304 12.16455696],0
b5,1,0.317792,0.998011,[27 22] ; [14 18],[24.80246914 24.19753086] ; [16.19753086 15.80246914],0
u2,1,0.342782,0.9,[ 9 21] ; [3 3],[10. 20.] ; [2. 4.],0
n4,1,0.373403,0.792308,[30 19] ; [22  9],[31.85 17.15] ; [20.15 10.85],0
p5,1,0.374102,0.789993,[ 4 45] ; [ 1 30],[ 3.0625 45.9375] ; [ 1.9375 29.0625],0
a1,1,0.376654,0.781595,[ 6 43] ; [ 2 30],[ 4.83950617 44.16049383] ; [ 3.16049383 28.83950617],0
n3,1,0.401812,0.702898,[ 9 10] ; [11  7],[10.27027027  8.72972973] ; [9.72972973 8.27027027],0
a6,1,0.421645,0.645727,[18 31] ; [ 9 23],[16.33333333 32.66666667] ; [10.66666667 21.33333333],0
p4,1,0.490066,0.47638,[19 30] ; [14 16],[20.46835443 28.53164557] ; [12.53164557 17.46835443],0
v1,1,0.506284,0.44174,[16 32] ; [13 19],[17.4 30.6] ; [11.6 20.4],0
s1,1,0.535817,0.383347,[ 5 44] ; [ 2 30],[ 4.2345679 44.7654321] ; [ 2.7654321 29.2345679],0
n2,1,0.687788,0.161491,[13  8] ; [10  8],[12.38461538  8.61538462] ; [10.61538462  7.38461538],0
b4,1,0.704304,0.144033,[27 22] ; [19 13],[27.82716049 21.17283951] ; [18.17283951 13.82716049],0
p7,1,0.740786,0.109437,[21 28] ; [14 16],[21.70886076 27.29113924] ; [13.29113924 16.70886076],0
p12,1,0.740847,0.109384,[ 1 48] ; [ 1 30],[ 1.225 47.775] ; [ 0.775 30.225],0
v3,1,0.790457,0.070606,[14 32] ; [10 20],[14.52631579 31.47368421] ; [ 9.47368421 20.52631579],0
a8,1,0.80216,0.062777,[ 4 44] ; [ 3 27],[ 4.30769231 43.69230769] ; [ 2.69230769 27.30769231],0
n5,1,0.858909,0.0316,[31 18] ; [19 12],[30.625 18.375] ; [19.375 11.625],0
b2,1,0.8657,0.028602,[11 17] ; [ 7 12],[10.72340426 17.27659574] ; [ 7.27659574 11.72340426],0
b3,1,0.8657,0.028602,[11 17] ; [ 7 12],[10.72340426 17.27659574] ; [ 7.27659574 11.72340426],0
p2,1,0.87655,0.024132,[26 23] ; [17 14],[26.3375 22.6625] ; [16.6625 14.3375],0
